GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Beltsville, MD",8600000US20704,0,20704,,
"Saint Marys C, Y,",8600000US20686,145,20686,6367.0,51.43684389201668
"Rockville, MD",8600000US20853,2200,20853,6443.0,94.27870533739177
"Welcome, MD",8600000US20693,0,20693,6373.0,0.0
"Scotland, MD",8600000US20687,0,20687,6368.0,0.0
"Sunderland, MD",8600000US20689,148,20689,6370.0,7.3430793858327785
"Tall Timbers, MD",8600000US20690,0,20690,6371.0,0.0
"Solomons, MD",8600000US20688,1739,20688,6369.0,468.93867770618607
"Beltsville, MD",8600000US20705,22375,20705,6376.0,546.6630211063722
"Port Republic, MD",8600000US20676,105,20676,6361.0,2.4490988051126825
"Saint Leonard, MD",8600000US20685,336,20685,6366.0,5.82831511354616
"Morganza, MD",8600000US20660,27,20660,6354.0,11.44829399218972
"Park Hall, MD",8600000US20667,20,20667,6357.0,3.82707440827689
"Port Tobacco, MD",8600000US20677,293,20677,6362.0,7.341494134872819
"Saint Inigoes, MD",8600000US20684,237,20684,6365.0,10.062141578662553
"Mount Victoria, MD",8600000US20661,0,20661,,
"Nanjemoy, MD",8600000US20662,76,20662,6355.0,0.513828330576757
"Pomfret, MD",8600000US20675,92,20675,6360.0,5.879479364433394
"Patuxent River, MD",8600000US20670,1997,20670,6358.0,81.75771973830324
"Piney Point, MD",8600000US20674,155,20674,6359.0,30.098834864393098
"Waldorf, MD",8600000US20602,5186,20602,6317.0,144.7361249171556
"Bushwood, MD",8600000US20618,175,20618,6329.0,12.119493776362928
"Clements, MD",8600000US20624,85,20624,6335.0,2.6259073938848423
"Aquasco, MD",8600000US20608,0,20608,6321.0,0.0
"Bel Alton, MD",8600000US20611,142,20611,6323.0,7.7834721367593325
"Broomes Island, MD",8600000US20615,6,20615,6326.0,3.1859952146351875
"California, MD",8600000US20619,5696,20619,6330.0,140.58292700811518
"Chaptico, MD",8600000US20621,0,20621,6332.0,0.0
"Accokeek, MD",8600000US20607,1174,20607,6320.0,21.597719840044416
"Cobb Island, MD",8600000US20625,34,20625,6336.0,27.31002663530833
"Bryans Road, MD",8600000US20616,622,20616,6327.0,24.490922510445557
"Avenue, MD",8600000US20609,0,20609,6322.0,0.0
"Benedict, MD",8600000US20612,14,20612,6324.0,23.15029169367534
"Bryantown, MD",8600000US20617,0,20617,6328.0,0.0
"Charlotte Hall, MD",8600000US20622,1762,20622,6333.0,18.198479245424537
"Cheltenham, MD",8600000US20623,116,20623,6334.0,23.25985225181437
"Callaway, MD",8600000US20620,0,20620,6331.0,0.0
"Barstow, MD",8600000US20610,0,20610,,
"Brandywine, MD",8600000US20613,1827,20613,6325.0,9.329932042858532
"Waldorf, MD",8600000US20603,6577,20603,6318.0,148.66758513411853
"Waldorf, MD",8600000US20604,0,20604,,
"Hyattsville, MD",8600000US20784,3885,20784,6424.0,352.3059535534703
"Hyattsville, MD",8600000US20783,3955,20783,6423.0,271.26280276409597
"Tracys Landing, MD",8600000US20779,248,20779,6420.0,14.750777583076767
"Hyattsville, MD",8600000US20785,18063,20785,6425.0,707.0506924383898
"Hyattsville, MD",8600000US20782,6876,20782,6422.0,626.5947364584093
"Hyattsville, MD",8600000US20781,6537,20781,6421.0,1035.6088158398563
"Upper Marlboro, MD",8600000US20774,13703,20774,6416.0,152.33308293923275
"Upper Marlboro, MD",8600000US20775,0,20775,,
"Harwood, MD",8600000US20776,438,20776,6417.0,7.499481200273132
"Highland, MD",8600000US20777,337,20777,6418.0,17.221252313115684
"West River, MD",8600000US20778,282,20778,6419.0,13.862033929048506
"College Park, MD",8600000US20742,632,20742,6397.0,329.37235283909064
"Capitol Height,  M",8600000US20743,9965,20743,6398.0,395.5829992281269
"District Heig, S,",8600000US20747,7424,20747,6402.0,375.49257479112595
"Temple Hills, MD",8600000US20748,5747,20748,6403.0,244.3264357632342
"Fort Washingto,  M",8600000US20744,4622,20744,6399.0,67.75954713987127
"Oxon Hill, MD",8600000US20745,6936,20745,6400.0,414.2880394935484
"Suitland, MD",8600000US20746,4230,20746,6401.0,207.3044786735885
"Riverdale, MD",8600000US20738,0,20738,,
"College Park, MD",8600000US20740,7702,20740,6396.0,371.82242568125645
"College Park, MD",8600000US20741,5,20741,,
"Friendship, MD",8600000US20758,0,20758,6407.0,0.0
"Glenn Dale, MD",8600000US20769,1048,20769,6413.0,52.670065762195655
"Savage, MD",8600000US20763,2747,20763,6410.0,750.04641714267
"Shady Side, MD",8600000US20764,294,20764,6411.0,27.79861623405149
"Galesville, MD",8600000US20765,194,20765,6412.0,160.6030728169365
"Upper Marlboro, MD",8600000US20773,33,20773,,
"Greenbelt, MD",8600000US20771,833,20771,,
"Greenbelt, MD",8600000US20770,15403,20770,6414.0,723.8040656802261
"Greenbelt, MD",8600000US20768,0,20768,,
"Upper Marlboro, MD",8600000US20772,9729,20772,6415.0,52.4936099591725
"Fort Washingto,  M",8600000US20749,0,20749,,
"District Heig, S,",8600000US20753,14,20753,,
"Fort George G , AD",8600000US20755,2056,20755,6406.0,94.74126533687593
"Oxon Hill, MD",8600000US20750,0,20750,,
"Fulton, MD",8600000US20759,1601,20759,6408.0,97.46812986967763
"Deale, MD",8600000US20751,691,20751,6404.0,52.59241404279866
"Dunkirk, MD",8600000US20754,2010,20754,6405.0,46.01215512945451
"Temple Hills, MD",8600000US20757,0,20757,,
