GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                                  ,POP
53069,1000410.0,692680,0.386,0.267,43.11089,-88.435005,697.0
53070,73782987.0,7157078,28.488,2.763,43.62043,-87.807118,4713.0
53072,75527454.0,10859147,29.161,4.193,43.081609,-88.270816,23907.0
53073,210993555.0,2292331,81.465,0.885,43.750854,-87.988185,15757.0
53074,78022381.0,5407767,30.125,2.088,43.41985,-87.884515,12880.0
53075,93931505.0,1580570,36.267,0.61,43.564515,-87.990969,3345.0
53076,57485994.0,0,22.195,0.0,43.268403,-88.207021,3648.0
53078,87396316.0,628333,33.744,0.243,43.317703,-88.466213,1912.0
53079,88074945.0,1297024,34.006,0.501,43.813685,-88.180167,1413.0
53080,74316319.0,1527611,28.694,0.59,43.405793,-87.98633,5715.0
53081,65853734.0,11716921,25.426,4.524,43.710329,-87.733076,43129.0
53083,84014240.0,9264821,32.438,3.577,43.815995,-87.764488,20362.0
53085,184218478.0,1593702,71.127,0.615,43.732821,-87.855577,11267.0
53086,55603398.0,563519,21.469,0.218,43.317599,-88.271073,8255.0
53088,3406454.0,6824,1.315,0.003,44.070499,-88.300913,379.0
53089,70447223.0,724586,27.2,0.28,43.144615,-88.233772,18568.0
53090,145189377.0,1502688,56.058,0.58,43.462856,-88.188952,21873.0
53091,66731630.0,1168547,25.765,0.451,43.499624,-88.434562,2018.0
53092,52840292.0,4328329,20.402,1.671,43.214964,-87.951218,20024.0
53093,51978786.0,551529,20.069,0.213,43.652874,-87.94795,1981.0
53094,232263635.0,4242171,89.677,1.638,43.14332,-88.723069,19169.0
53095,186131478.0,5690385,71.866,2.197,43.38963,-88.158004,27139.0
53097,69827648.0,2143965,26.961,0.828,43.242049,-88.009823,6319.0
53098,267580618.0,2554555,103.313,0.986,43.253742,-88.710584,11965.0
53103,33333912.0,1414549,12.87,0.546,42.881486,-88.212533,3724.0
53104,82528426.0,1209552,31.864,0.467,42.547457,-88.03928,5426.0
53105,407800795.0,6405191,157.453,2.473,42.663513,-88.280371,29225.0
53108,51286765.0,219873,19.802,0.085,42.815148,-87.943004,3329.0
53110,12360210.0,1848077,4.772,0.714,42.950505,-87.860883,18320.0
53114,89869720.0,430924,34.699,0.166,42.59699,-88.751804,2678.0
53115,184314353.0,9357130,71.164,3.613,42.656603,-88.668293,15788.0
53118,97089904.0,2955545,37.487,1.141,42.962493,-88.49154,7202.0
53119,100017651.0,2287924,38.617,0.883,42.892996,-88.485529,5608.0
53120,149708900.0,5393993,57.803,2.083,42.80275,-88.417464,9679.0
53121,298441706.0,5690770,115.229,2.197,42.719719,-88.534143,19045.0
53122,8472105.0,47574,3.271,0.018,43.04752,-88.087029,5985.0
53125,14135179.0,4860890,5.458,1.877,42.550039,-88.554372,1895.0
53126,135214223.0,501859,52.207,0.194,42.794482,-87.997744,6431.0
53128,65811650.0,3339523,25.41,1.289,42.528809,-88.334964,8947.0
53129,13324810.0,22101,5.145,0.009,42.939993,-88.000857,13973.0
53130,8277612.0,16321,3.196,0.006,42.941231,-88.0495,7755.0
53132,90083752.0,271705,34.782,0.105,42.883879,-88.011548,34863.0
53137,83743644.0,32929,32.334,0.013,43.007883,-88.669078,1702.0
53139,77640761.0,2246742,29.977,0.867,42.685512,-88.120797,2802.0
53140,22370764.0,1753123,8.637,0.677,42.622309,-87.828803,30017.0
53142,56066169.0,182881,21.647,0.071,42.518443,-87.982635,32375.0
53143,10823585.0,510364,4.179,0.197,42.561312,-87.82993,23264.0
53144,113291395.0,36103,43.742,0.014,42.622122,-87.920178,27256.0
53146,47535375.0,724442,18.354,0.28,42.973705,-88.155385,7458.0
53147,184232794.0,19539332,71.133,7.544,42.565922,-88.457346,16457.0
53149,152242150.0,6803110,58.781,2.627,42.878253,-88.342486,19057.0
53150,86646085.0,11127282,33.454,4.296,42.871356,-88.13432,24850.0
53151,46012112.0,396853,17.765,0.153,42.974779,-88.098607,31987.0
53153,10580934.0,137154,4.085,0.053,42.934471,-88.407089,2328.0
53154,73994476.0,2861968,28.569,1.105,42.878693,-87.898676,34451.0
53156,83471135.0,1255380,32.228,0.485,42.889865,-88.588838,2992.0
53158,78632054.0,3823068,30.36,1.476,42.52436,-87.88553,15917.0
53167,557978.0,64769,0.215,0.025,42.744549,-88.228216,399.0
53168,91124412.0,1993815,35.183,0.77,42.575072,-88.135698,8643.0
53170,2669598.0,2096819,1.031,0.81,42.550836,-88.153803,2380.0
53172,12507388.0,2150335,4.829,0.83,42.911998,-87.859664,21156.0
53177,70632373.0,121361,27.271,0.047,42.70422,-87.932797,8329.0
53178,80768096.0,2766316,31.185,1.068,43.029545,-88.596788,2626.0
53179,27865252.0,3462452,10.759,1.337,42.513801,-88.130588,6310.0
53181,36331096.0,4064458,14.028,1.569,42.512708,-88.243032,7357.0
53182,147050371.0,163631,56.776,0.063,42.702391,-88.041279,9412.0
53183,9240631.0,13890,3.568,0.005,43.005837,-88.370357,2815.0
53184,75912334.0,191305,29.31,0.074,42.52624,-88.605447,4271.0
53185,118967060.0,10708777,45.933,4.135,42.798205,-88.194451,18551.0
53186,32520112.0,313894,12.556,0.121,43.022155,-88.204676,33592.0
53188,71358199.0,949609,27.552,0.367,43.023431,-88.292191,35195.0
53189,122663176.0,2607793,47.361,1.007,42.944059,-88.29098,26228.0
53190,347663533.0,5265747,134.234,2.033,42.807771,-88.736201,19200.0
53191,10044202.0,2186345,3.878,0.844,42.588193,-88.553354,2842.0
53192,2769538.0,114734,1.069,0.044,42.50259,-88.184228,217.0
53195,841628.0,0,0.325,0.0,42.513993,-88.490181,114.0
53202,5472420.0,2650629,2.113,1.023,43.049579,-87.89252,23386.0
53203,1160049.0,62387,0.448,0.024,43.038097,-87.916734,938.0
53204,8499275.0,224506,3.282,0.087,43.018587,-87.926053,42355.0
53205,3661521.0,0,1.414,0.0,43.053467,-87.933796,10050.0
53206,6960388.0,0,2.687,0.0,43.075132,-87.933696,28210.0
53207,25682293.0,4184749,9.916,1.616,42.975097,-87.8989,35149.0
53208,10110363.0,38422,3.904,0.015,43.047073,-87.967198,31133.0
53209,28171436.0,176761,10.877,0.068,43.12778,-87.949473,46917.0
53210,6592974.0,0,2.546,0.0,43.06884,-87.973768,28126.0
53211,10152041.0,1880031,3.92,0.726,43.082414,-87.881444,35406.0
53212,10519756.0,269025,4.062,0.104,43.073857,-87.908604,30416.0
53213,10447522.0,0,4.034,0.0,43.048805,-88.00152,26020.0
53214,18840862.0,14646,7.274,0.006,43.020327,-88.012871,34725.0
53215,14661870.0,31918,5.661,0.012,42.999273,-87.943018,60953.0
53216,12013056.0,0,4.638,0.0,43.08639,-87.976385,32264.0
53217,36704863.0,6227967,14.172,2.405,43.158204,-87.913225,29192.0
53218,15209305.0,17008,5.872,0.007,43.11372,-87.99298,40625.0
53219,12812760.0,15790,4.947,0.006,42.995181,-87.993688,33880.0
53220,14338275.0,0,5.536,0.0,42.965206,-87.991364,26303.0
53221,23649597.0,37481,9.131,0.014,42.953915,-87.944497,37701.0
53222,14334942.0,9179,5.535,0.004,43.083208,-88.036041,25165.0
53223,26378689.0,178764,10.185,0.069,43.163455,-87.990496,29230.0
53224,25437327.0,2425,9.821,0.001,43.16333,-88.039699,21284.0
53225,17789955.0,13464,6.869,0.005,43.115154,-88.042944,25706.0
53226,17814286.0,19752,6.878,0.008,43.048954,-88.042234,18370.0
53227,13186374.0,30353,5.091,0.012,42.995814,-88.042017,23357.0
53228,13514745.0,14778,5.218,0.006,42.969046,-88.043224,14369.0
53233,4377382.0,0,1.69,0.0,43.03692,-87.933832,16453.0
53235,6644953.0,1739986,2.566,0.672,42.973107,-87.867895,9270.0
53295,606085.0,0,0.234,0.0,43.022478,-87.976072,359.0
53402,53036186.0,12763035,20.477,4.928,42.795888,-87.816532,33174.0
53403,24695438.0,9716621,9.535,3.752,42.684188,-87.815533,27432.0
53404,11538543.0,435969,4.455,0.168,42.754054,-87.811291,15658.0
53405,16856205.0,310586,6.508,0.12,42.726918,-87.830175,25193.0
53406,42928339.0,203597,16.575,0.079,42.734536,-87.864893,25845.0
53501,168878.0,0,0.065,0.0,42.60621,-89.065499,23.0
53502,132599533.0,328309,51.197,0.127,42.730406,-89.438069,2421.0
53503,146107014.0,3920187,56.412,1.514,43.142976,-89.957507,1947.0
53504,236196203.0,2052068,91.196,0.792,42.703516,-89.860349,2084.0
53505,47697270.0,2673,18.416,0.001,42.661074,-88.820897,354.0
53506,163949806.0,4783699,63.301,1.847,43.164826,-90.286429,1125.0
53507,163019813.0,63154,62.942,0.024,42.984283,-89.913876,2196.0
53508,179947312.0,1022105,69.478,0.395,42.866188,-89.575582,5262.0
53510,108871190.0,249522,42.035,0.096,42.745356,-90.305238,1482.0
53511,286242101.0,3571018,110.519,1.379,42.553995,-89.094444,48929.0
53515,96072037.0,144677,37.094,0.056,43.115004,-89.739338,2268.0
53516,215535727.0,55767,83.219,0.022,42.796985,-89.873456,2152.0
53517,114711212.0,298,44.29,0.0,43.056983,-89.832329,1752.0
53518,194108433.0,8466812,74.946,3.269,43.240989,-90.59513,1330.0
53520,318339822.0,1919421,122.912,0.741,42.596822,-89.352736,6810.0
53521,158527240.0,484669,61.208,0.187,42.838105,-89.400302,3656.0
53522,100321948.0,365796,38.735,0.141,42.556909,-89.78349,1085.0
53523,125530405.0,3215081,48.468,1.241,42.984409,-89.028839,4949.0
53525,144624870.0,389089,55.84,0.15,42.544534,-88.858655,4052.0
53526,21100011.0,0,8.147,0.0,42.974051,-90.343606,565.0
53527,93093927.0,82147,35.944,0.032,43.051357,-89.192257,9963.0
53528,121060520.0,911419,46.742,0.352,43.1183,-89.638014,5734.0
53529,94769780.0,627416,36.591,0.242,43.242558,-89.51469,2031.0
53530,345724437.0,0,133.485,0.0,42.693829,-90.10589,4566.0
53531,109619599.0,195898,42.324,0.076,43.062216,-89.102393,4338.0
53532,140140519.0,814317,54.109,0.314,43.250204,-89.326329,13606.0
53533,372714011.0,940385,143.906,0.363,42.996737,-90.162179,7276.0
53534,210563190.0,8084094,81.299,3.121,42.860823,-89.09331,11512.0
53536,244914026.0,1102067,94.562,0.426,42.761233,-89.267862,8503.0
53537,2286966.0,0,0.883,0.0,42.672395,-89.210506,781.0
53538,257108151.0,24456300,99.27,9.443,42.920044,-88.857145,18468.0
53540,3546448.0,0,1.369,0.0,43.229262,-90.284915,169.0
53541,160376843.0,0,61.922,0.0,42.56614,-90.029362,861.0
53543,205882178.0,860645,79.492,0.332,43.057568,-90.34546,1641.0
53544,103599885.0,17224,40.0,0.007,42.87756,-89.905663,800.0
53545,64155318.0,1069388,24.771,0.413,42.738737,-89.040222,23117.0
53546,214027926.0,982187,82.637,0.379,42.652244,-88.948166,30648.0
53548,185008680.0,1984170,71.432,0.766,42.682985,-89.124673,18558.0
53549,180988077.0,2581998,69.88,0.997,42.984486,-88.765585,10414.0
53550,124109360.0,18544,47.919,0.007,42.552842,-89.49393,1239.0
53551,109372473.0,6317760,42.229,2.439,43.081815,-88.91565,8273.0
53553,22579553.0,0,8.718,0.0,42.907833,-90.302176,624.0
53554,121170659.0,13077,46.784,0.005,42.908663,-90.44068,1134.0
53555,206483935.0,17807584,79.724,6.876,43.320154,-89.555784,8465.0
53556,120540515.0,2638656,46.541,1.019,43.238115,-90.245515,2594.0
53557,14609738.0,459096,5.641,0.177,43.338952,-88.797653,482.0
53558,44973277.0,2551233,17.364,0.985,42.997142,-89.275488,10742.0
53559,164866734.0,1707677,63.655,0.659,43.165573,-89.081901,6063.0
53560,152626330.0,2189011,58.929,0.845,43.192255,-89.737666,3458.0
53561,93406938.0,9058668,36.065,3.498,43.39494,-89.638619,1618.0
53562,82489551.0,447332,31.849,0.173,43.115902,-89.54399,23627.0
53563,167349833.0,24112602,64.614,9.31,42.795191,-88.929676,10728.0
53565,473602351.0,280095,182.859,0.108,42.833363,-90.165771,4765.0
53566,399475130.0,37863,154.238,0.015,42.607782,-89.649858,15217.0
53569,114360696.0,28604,44.155,0.011,42.989029,-90.438953,1155.0
53570,186439031.0,41694,71.985,0.016,42.731054,-89.61958,2627.0
53571,1059152.0,0,0.409,0.0,43.278019,-89.353268,280.0
53572,269552521.0,51217,104.075,0.02,42.961408,-89.733956,9970.0
53573,282024484.0,1849845,108.89,0.714,43.187505,-90.459136,3062.0
53574,107076932.0,0,41.343,0.0,42.81656,-89.650197,3877.0
53575,141529326.0,1394768,54.645,0.539,42.933063,-89.390551,15494.0
53576,81100181.0,165367,31.313,0.064,42.625684,-89.233172,2319.0
53577,118953156.0,91832,45.928,0.035,43.311608,-90.064349,1371.0
53578,127483930.0,2955835,49.222,1.141,43.327442,-89.775538,5924.0
53579,110870996.0,1940230,42.808,0.749,43.295981,-88.867735,1760.0
53580,53534646.0,0,20.67,0.0,42.859809,-90.378045,564.0
53581,616571506.0,278455,238.06,0.108,43.37246,-90.414095,10699.0
53582,88591343.0,60787,34.205,0.023,43.018376,-89.978808,1079.0
53583,197387639.0,9421762,76.212,3.638,43.250531,-89.80448,5747.0
53585,70635598.0,0,27.273,0.0,42.529624,-88.715607,2215.0
53586,260120298.0,0,100.433,0.0,42.573089,-90.226681,2284.0
53587,149804512.0,91696,57.84,0.035,42.580307,-89.904145,1290.0
53588,355321779.0,10317051,137.191,3.983,43.193739,-90.086262,4077.0
53589,218223526.0,15841979,84.257,6.117,42.924555,-89.212885,19427.0
53590,173004367.0,804266,66.797,0.311,43.200235,-89.205195,36294.0
53593,186189214.0,645553,71.888,0.249,42.985198,-89.579337,19225.0
53594,183070311.0,1540650,70.684,0.595,43.190777,-88.973848,5144.0
53597,134226540.0,876489,51.825,0.338,43.183434,-89.457307,16844.0
53598,8919529.0,88803,3.444,0.034,43.210856,-89.332727,2511.0
53599,624263.0,33335,0.241,0.013,42.647308,-89.857206,69.0
53702,43101.0,0,0.017,0.0,43.060926,-88.230636,50.0
53703,4713532.0,76610,1.82,0.03,43.079575,-89.378389,27958.0
53704,58055915.0,2069387,22.416,0.799,43.136032,-89.347129,44034.0
53705,17034874.0,63779,6.577,0.025,43.074014,-89.460509,23494.0
53706,1368127.0,3186,0.528,0.001,43.074271,-89.4093,5133.0
53711,66086844.0,8980066,25.516,3.467,43.011403,-89.40933,45728.0
53713,27025732.0,2501653,10.435,0.966,43.036054,-89.386887,22146.0
53714,11965099.0,67481,4.62,0.026,43.100348,-89.311966,16463.0
53715,3133137.0,503,1.21,0.0,43.06849,-89.401708,12136.0
53716,17016543.0,160814,6.57,0.062,43.065163,-89.313783,18419.0
53717,9443634.0,44281,3.646,0.017,43.067686,-89.521056,11962.0
53718,51910137.0,66688,20.043,0.026,43.094024,-89.278477,11753.0
53719,26173259.0,245621,10.106,0.095,43.045313,-89.515378,28487.0
53726,1279841.0,0,0.494,0.0,43.069808,-89.422492,5177.0
53792,54498.0,0,0.021,0.0,43.077555,-89.43064,0.0
53801,153209185.0,16964303,59.154,6.55,42.924819,-91.074574,878.0
53802,2465314.0,0,0.952,0.0,42.80579,-90.888563,58.0
53803,31767958.0,0,12.266,0.0,42.559513,-90.353639,1306.0
53804,131117179.0,0,50.625,0.0,42.874928,-90.907869,1372.0
53805,360282621.0,5219381,139.106,2.015,43.143298,-90.686927,5269.0
53806,179761673.0,18390132,69.406,7.1,42.729852,-90.919845,1831.0
53807,276233605.0,116740,106.654,0.045,42.616835,-90.472701,4843.0
53808,2197130.0,0,0.848,0.0,42.62631,-90.593132,1049.0
53809,262325754.0,0,101.285,0.0,42.993767,-90.633652,4120.0
53810,95444947.0,3308385,36.852,1.277,42.820785,-91.001945,429.0
53811,125644066.0,6106999,48.511,2.358,42.537952,-90.506798,3371.0
53813,382646249.0,28413,147.741,0.011,42.844234,-90.721223,6075.0
53816,156269711.0,0,60.336,0.0,42.978845,-90.85438,810.0
53817,4036955.0,0,1.559,0.0,42.945082,-90.96768,205.0
53818,397528075.0,49176,153.486,0.019,42.7457,-90.492321,15091.0
53820,232954990.0,38011507,89.944,14.676,42.699772,-90.701468,2532.0
53821,268068778.0,15958639,103.502,6.162,43.049076,-91.057334,8456.0
53825,79870369.0,0,30.838,0.0,42.91823,-90.590628,487.0
53826,185211196.0,2546600,71.51,0.983,43.113726,-90.924755,1332.0
53827,87982841.0,1962296,33.97,0.758,43.045865,-90.820473,292.0
53901,367674986.0,23974607,141.96,9.257,43.560907,-89.483147,14445.0
53910,159292879.0,1047997,61.503,0.405,43.886678,-89.807748,3508.0
53911,92481870.0,819539,35.707,0.316,43.325821,-89.367495,1351.0
53913,340559912.0,9914513,131.491,3.828,43.492839,-89.728707,19881.0
53916,260209368.0,25946627,100.467,10.018,43.466797,-88.867753,22507.0
53919,178151366.0,897698,68.785,0.347,43.733861,-88.776015,2629.0
53920,20539910.0,3905224,7.931,1.508,43.666202,-89.595158,414.0
53922,118591003.0,1917668,45.788,0.74,43.52093,-88.715147,1036.0
53923,200113820.0,1449980,77.264,0.56,43.574139,-89.138363,2098.0
53924,181098261.0,245633,69.922,0.095,43.483411,-90.261729,1360.0
53925,325163337.0,1937901,125.546,0.748,43.326703,-89.057148,7781.0
53926,125402291.0,2070831,48.418,0.8,43.666882,-89.222839,1628.0
53928,725604.0,878,0.28,0.0,43.427083,-89.156609,128.0
53929,207124335.0,136723,79.971,0.053,43.751408,-90.283601,2782.0
53930,104381536.0,1261095,40.302,0.487,43.691693,-89.486834,1285.0
53931,2198095.0,42262,0.849,0.016,43.743386,-88.861422,237.0
53932,96066294.0,1502069,37.091,0.58,43.422362,-89.055328,2573.0
53933,96515127.0,15132819,37.265,5.843,43.584013,-88.875253,4117.0
53934,312032966.0,20461865,120.477,7.9,43.988248,-89.820218,4396.0
53935,2555294.0,28957,0.987,0.011,43.587632,-89.06555,307.0
53936,153466304.0,455826,59.254,0.176,43.868893,-89.707306,1610.0
53937,133044900.0,523276,51.369,0.202,43.386917,-90.145434,1053.0
53939,1351338.0,548796,0.522,0.212,43.690429,-89.130646,244.0
53941,180798002.0,4894468,69.807,1.89,43.570006,-90.161064,2932.0
53943,126406459.0,356569,48.806,0.138,43.386819,-90.035254,1065.0
53944,201043791.0,5135422,77.623,1.983,43.685886,-89.928668,2224.0
53946,327396347.0,33781538,126.408,13.043,43.71245,-89.020843,4386.0
53947,662245.0,0,0.256,0.0,43.746779,-89.139956,137.0
53948,381375344.0,8265574,147.25,3.191,43.776559,-90.040249,8414.0
53949,439577624.0,15377256,169.722,5.937,43.783318,-89.336302,6011.0
53950,267192199.0,9203254,103.163,3.553,43.901142,-90.137808,5449.0
53951,189644713.0,1577220,73.222,0.609,43.387892,-89.876273,2601.0
53952,245029050.0,2991389,94.606,1.155,43.783202,-89.597367,4377.0
53953,6425486.0,0,2.481,0.0,43.772537,-89.468292,282.0
53954,205301389.0,7045717,79.267,2.72,43.55154,-89.313911,6926.0
53955,191576519.0,14468968,73.968,5.587,43.406614,-89.416632,5692.0
53956,203511864.0,2075923,78.576,0.802,43.54202,-89.017568,3397.0
53959,286063670.0,2238033,110.45,0.864,43.533502,-89.999636,13384.0
53960,234201211.0,5164258,90.426,1.994,43.426086,-89.235375,3268.0
53961,62079974.0,966881,23.969,0.373,43.457619,-89.927555,837.0
53963,216994346.0,3895236,83.782,1.504,43.639467,-88.743298,13910.0
53964,293193713.0,1926933,113.203,0.744,43.912582,-89.512502,3604.0
53965,438426741.0,12478355,169.278,4.818,43.671422,-89.748134,10398.0
53968,186577122.0,304082,72.038,0.117,43.646122,-90.22785,2329.0
53969,2402914.0,353585,0.928,0.137,43.49323,-89.301804,419.0
54001,300005556.0,17260083,115.833,6.664,45.33433,-92.386607,8155.0
54002,195763995.0,774050,75.585,0.299,44.963016,-92.369527,6278.0
54003,75035737.0,180654,28.971,0.07,44.794472,-92.445729,1013.0
54004,217656128.0,2170814,84.038,0.838,45.30222,-92.125177,2317.0
54005,206147740.0,1117520,79.594,0.431,45.236119,-92.227501,3056.0
54006,70418429.0,3393157,27.189,1.31,45.590697,-92.646689,743.0
54007,122193179.0,1065171,47.179,0.411,45.190329,-92.35294,1188.0
54009,83484593.0,5779686,32.234,2.232,45.352521,-92.577819,2509.0
54010,35434.0,0,0.014,0.0,44.734316,-92.465629,50.0
54011,266514197.0,545180,102.902,0.21,44.718295,-92.464636,6819.0
54013,262820406.0,970579,101.476,0.375,45.08295,-92.228166,3475.0
54014,112232663.0,9500477,43.333,3.668,44.648721,-92.572748,2232.0
54015,97909715.0,94449,37.803,0.036,44.970201,-92.452923,3586.0
54016,176615765.0,15199993,68.192,5.869,44.981117,-92.69486,30108.0
54017,358347039.0,6879491,138.359,2.656,45.120016,-92.519784,16743.0
54020,196062931.0,7004238,75.7,2.704,45.274846,-92.641761,7260.0
54021,115347552.0,5304259,44.536,2.048,44.734174,-92.706319,6622.0
54022,363487611.0,4287170,140.343,1.655,44.847472,-92.606877,22358.0
54023,106978798.0,786752,41.305,0.304,44.981772,-92.554736,3833.0
54024,218358799.0,7616058,84.309,2.941,45.5017,-92.640733,4811.0
54025,125842435.0,4086244,48.588,1.578,45.143751,-92.680358,6864.0
54026,71841395.0,5345872,27.738,2.064,45.227595,-92.534605,1809.0
54027,77450669.0,3750,29.904,0.001,44.919366,-92.192828,989.0
54028,107208099.0,151380,41.393,0.058,44.954977,-92.283422,2493.0
54082,35063777.0,1672193,13.538,0.646,45.06804,-92.749369,1696.0
54101,137229232.0,90617,52.985,0.035,44.785785,-88.075082,2751.0
54102,254757145.0,4778694,98.362,1.845,45.501305,-87.976929,875.0
54103,193465742.0,2060768,74.698,0.796,45.636879,-88.516325,418.0
54104,527173523.0,5919898,203.543,2.286,45.448633,-88.283014,1051.0
54106,237298538.0,602088,91.621,0.232,44.485462,-88.456588,4997.0
54107,190802595.0,909787,73.669,0.351,44.701043,-88.455663,3727.0
54110,167338343.0,1751939,64.61,0.676,44.187689,-88.075127,5338.0
54111,136596227.0,5139769,52.74,1.984,44.812344,-88.380546,2132.0
54112,162605256.0,1382631,62.782,0.534,45.054741,-88.054588,2284.0
54113,4488536.0,453075,1.733,0.175,44.261867,-88.309516,3325.0
54114,635904734.0,25280469,245.524,9.761,45.245414,-88.108864,5178.0
54115,325225550.0,5799558,125.57,2.239,44.397967,-88.09639,41178.0
54119,242799353.0,2448211,93.745,0.945,45.607459,-88.159732,1083.0
54120,253029918.0,2562567,97.695,0.989,45.803402,-88.569386,245.0
54121,677226082.0,15004936,261.478,5.793,45.865638,-88.326971,2982.0
54123,1248377.0,2890,0.482,0.001,44.210985,-88.142645,238.0
54124,243875310.0,6278163,94.161,2.424,44.908023,-88.345233,3881.0
54125,191866112.0,2832244,74.08,1.094,45.579147,-88.401615,519.0
54126,196867957.0,335324,76.011,0.129,44.291905,-88.050723,3625.0
54127,218662.0,0,0.084,0.0,44.796395,-88.269602,76.0
54128,134238115.0,2660025,51.83,1.027,44.878776,-88.81109,1778.0
54129,187437283.0,835578,72.37,0.323,44.13158,-88.194198,3477.0
54130,206557707.0,2850121,79.752,1.1,44.311313,-88.24431,25108.0
54135,208312547.0,8993490,80.43,3.472,44.927379,-88.607936,3096.0
54136,5356791.0,404285,2.068,0.156,44.268219,-88.338535,6406.0
54137,67760392.0,0,26.162,0.0,44.756813,-88.255012,1115.0
54138,188928259.0,3841944,72.946,1.483,45.333606,-88.409689,821.0
54139,248105480.0,941093,95.794,0.363,44.956844,-88.075505,3096.0
54140,8204315.0,533790,3.168,0.206,44.286515,-88.309229,8533.0
54141,66396900.0,14116519,25.636,5.45,44.728584,-87.998318,2549.0
54143,175559998.0,15925295,67.784,6.149,45.076169,-87.698833,15225.0
54149,324564868.0,6178722,125.315,2.386,45.196478,-88.46238,1184.0
54150,44368456.0,1078597,17.131,0.416,44.997641,-88.853758,1037.0
54151,312468794.0,5528283,120.645,2.134,45.725441,-87.988217,3556.0
54153,260966326.0,15142595,100.76,5.847,44.898069,-87.91574,7252.0
54154,215817677.0,2435439,83.328,0.94,44.87369,-88.182068,5548.0
54155,89006280.0,150783,34.366,0.058,44.527495,-88.200548,5451.0
54156,353140718.0,4887472,136.348,1.887,45.628708,-88.024459,1535.0
54157,229603345.0,7480474,88.65,2.888,45.040575,-87.821437,5986.0
54159,163239036.0,919554,63.027,0.355,45.193358,-87.838864,1434.0
54160,1158751.0,35842,0.447,0.014,44.118481,-88.101704,253.0
54161,322313599.0,10246115,124.446,3.956,45.122213,-88.162416,2696.0
54162,295378066.0,247646,114.046,0.096,44.66254,-88.270904,9065.0
54165,241887769.0,118990,93.393,0.046,44.51663,-88.322013,7539.0
54166,365952798.0,28081645,141.295,10.842,44.778797,-88.634549,17002.0
54169,8845621.0,149176,3.415,0.058,44.176686,-88.280739,2600.0
54170,296134420.0,6846588,114.338,2.643,44.536096,-88.57693,3730.0
54171,60040064.0,14378,23.182,0.006,44.715231,-88.096472,3362.0
54173,36464082.0,617762,14.079,0.239,44.639281,-88.030636,4095.0
54174,494739205.0,6900921,191.02,2.664,45.036912,-88.424393,3013.0
54175,140496964.0,10970683,54.246,4.236,45.314602,-88.618326,1018.0
54177,445342825.0,14321273,171.948,5.529,45.396619,-87.893793,2898.0
54180,10655058.0,636240,4.114,0.246,44.325728,-88.175795,2861.0
54201,193901415.0,5358882,74.866,2.069,44.624327,-87.495679,5345.0
54202,107484996.0,5645399,41.5,2.18,45.087307,-87.140063,1240.0
54204,123312367.0,40417,47.611,0.016,44.755474,-87.605319,1819.0
54205,106817648.0,17898,41.243,0.007,44.596202,-87.632423,2177.0
54207,2561063.0,1212,0.989,0.0,44.087627,-87.989005,176.0
54208,265101267.0,2571867,102.356,0.993,44.363565,-87.799595,6061.0
54209,102008192.0,2191584,39.386,0.846,45.017946,-87.270394,1195.0
54210,69091036.0,8675949,26.676,3.35,45.246247,-87.035915,897.0
54211,9185983.0,966,3.547,0.0,45.160359,-87.166369,277.0
54212,85253666.0,2251049,32.917,0.869,45.109775,-87.209029,997.0
54213,94929459.0,594891,36.652,0.23,44.695169,-87.528241,1276.0
54214,737774.0,0,0.285,0.0,44.197537,-87.713043,334.0
54216,280512036.0,14860156,108.306,5.738,44.438598,-87.569911,6276.0
54217,292277218.0,3020556,112.849,1.166,44.551977,-87.720281,7405.0
54220,255726624.0,13470868,98.737,5.201,44.101805,-87.722805,40220.0
54227,81077802.0,603384,31.304,0.233,44.280774,-87.810786,1568.0
54228,104129908.0,614475,40.205,0.237,44.278161,-87.650284,2682.0
54229,106267774.0,29435,41.03,0.011,44.560061,-87.815517,4306.0
54230,284380161.0,2685492,109.8,1.037,44.159839,-87.91504,4782.0
54232,1928978.0,55887,0.745,0.022,44.007345,-87.924787,779.0
54234,62262939.0,18873,24.04,0.007,45.181963,-87.10151,1614.0
54235,497663561.0,36394515,192.149,14.052,44.840884,-87.372795,17203.0
54241,172087952.0,14730137,66.444,5.687,44.215871,-87.594706,14884.0
54245,105056973.0,1418622,40.563,0.548,44.030924,-87.898061,2259.0
54246,65998150.0,270409,25.482,0.104,45.373209,-86.899374,708.0
54247,88059880.0,513972,34.0,0.198,44.199973,-87.790095,2339.0
54301,16950404.0,1783839,6.545,0.689,44.480778,-88.016063,22742.0
54302,24781609.0,640083,9.568,0.247,44.507653,-87.976828,30611.0
54303,28322511.0,607109,10.935,0.234,44.538066,-88.048764,27041.0
54304,30361955.0,1747962,11.723,0.675,44.49279,-88.067301,28153.0
54307,210104.0,0,0.081,0.0,44.470428,-88.036639,1092.0
54311,166054088.0,536372,64.114,0.207,44.480306,-87.892072,33580.0
54313,154376097.0,3115082,59.605,1.203,44.583773,-88.115037,35897.0
54401,215678442.0,5039487,83.274,1.946,44.963304,-89.704051,30702.0
54403,346461282.0,2821789,133.769,1.089,45.018422,-89.525216,24272.0
