GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                                  ,POP
17046,99030501.0,360736,38.236,0.139,40.381858,-76.429627,29790.0
17047,119285908.0,592137,46.057,0.229,40.376501,-77.428287,2526.0
17048,89841207.0,17973,34.688,0.007,40.576792,-76.761348,4046.0
17049,103684511.0,0,40.033,0.0,40.653043,-77.256088,3360.0
17050,83118931.0,1974501,32.092,0.762,40.24799,-77.02737,32815.0
17051,228108192.0,2611157,88.073,1.008,40.459518,-77.775772,4653.0
17052,103938458.0,655335,40.131,0.253,40.276913,-77.986345,1635.0
17053,74492763.0,39728,28.762,0.015,40.32504,-77.026474,5001.0
17055,107911262.0,698651,41.665,0.27,40.183052,-77.005224,34237.0
17056,218736.0,0,0.084,0.0,40.537288,-77.35426,128.0
17057,83666741.0,17449530,32.304,6.737,40.193562,-76.724573,21329.0
17058,102193125.0,405978,39.457,0.157,40.505381,-77.55247,1909.0
17059,212703282.0,2269914,82.125,0.876,40.589162,-77.391073,7579.0
17060,65157006.0,128384,25.157,0.05,40.469261,-77.893956,1334.0
17061,88498710.0,13839170,34.17,5.343,40.566703,-76.90909,7157.0
17062,210587027.0,2507853,81.308,0.968,40.546773,-77.187656,3979.0
17063,242610033.0,777131,93.672,0.3,40.761026,-77.484947,3311.0
17064,3068575.0,0,1.185,0.0,40.242231,-76.476111,645.0
17065,22350845.0,438750,8.63,0.169,40.110211,-77.189087,4222.0
17066,82876344.0,1967274,31.999,0.76,40.352563,-77.869227,5348.0
17067,127096889.0,217076,49.072,0.084,40.390423,-76.315048,14232.0
17068,86973963.0,270427,33.581,0.104,40.410582,-77.178299,4298.0
17069,126936.0,0,0.049,0.0,40.453987,-76.970039,133.0
17070,34717430.0,151654,13.404,0.059,40.202401,-76.865678,15692.0
17071,21551199.0,11044,8.321,0.004,40.298415,-77.601934,108.0
17072,172923.0,0,0.067,0.0,40.233731,-77.081728,193.0
17073,67347032.0,88981,26.003,0.034,40.302838,-76.255161,5271.0
17074,164773993.0,3865083,63.62,1.492,40.478901,-77.148585,7477.0
17075,386640.0,58438,0.149,0.023,40.393866,-77.835285,123.0
17076,394264.0,0,0.152,0.0,40.616186,-77.311762,48.0
17077,9293.0,0,0.004,0.0,40.403009,-76.535937,46.0
17078,78483056.0,97178,30.302,0.038,40.287452,-76.58108,20218.0
17080,1241600.0,0,0.479,0.0,40.640678,-76.8031,298.0
17081,1582511.0,0,0.611,0.0,40.20102,-77.283454,352.0
17082,150701583.0,1389072,58.186,0.536,40.495071,-77.448376,3588.0
17083,92567.0,0,0.036,0.0,40.277602,-76.437595,109.0
17084,82832283.0,312618,31.982,0.121,40.675647,-77.626511,4340.0
17086,98908960.0,111083,38.189,0.043,40.690624,-77.122007,2499.0
17087,31765253.0,138303,12.265,0.053,40.43576,-76.280811,2767.0
17088,4734918.0,0,1.828,0.0,40.300678,-76.294224,823.0
17090,87641606.0,678602,33.839,0.262,40.318207,-77.181043,5216.0
17093,971096.0,629,0.375,0.0,40.307209,-76.930571,801.0
17094,77624796.0,495367,29.971,0.191,40.581248,-77.198153,2392.0
17097,7807978.0,0,3.015,0.0,40.580098,-76.677428,925.0
17098,25205630.0,0,9.732,0.0,40.588957,-76.632327,2528.0
17099,3972808.0,48086,1.534,0.019,40.632242,-77.576438,1179.0
17101,1227958.0,1515109,0.474,0.585,40.258655,-76.894376,2212.0
17102,2032006.0,2214933,0.785,0.855,40.27037,-76.905279,7628.0
17103,5327414.0,0,2.057,0.0,40.275965,-76.866333,11848.0
17104,6955035.0,1794170,2.685,0.693,40.254506,-76.862176,20962.0
17109,19464488.0,0,7.515,0.0,40.289953,-76.824314,23131.0
17110,33059123.0,11589077,12.764,4.475,40.315813,-76.886436,24433.0
17111,47724582.0,45088,18.427,0.017,40.267831,-76.78737,30714.0
17112,178728019.0,0,69.007,0.0,40.373101,-76.776511,33850.0
17113,11046290.0,6343449,4.265,2.449,40.225984,-76.827994,10749.0
17120,246179.0,0,0.095,0.0,40.265186,-76.882805,0.0
17201,49063910.0,0,18.944,0.0,39.961056,-77.656165,25293.0
17202,308313441.0,89717,119.04,0.035,39.875125,-77.609075,30200.0
17210,31028801.0,13687,11.98,0.005,40.196345,-77.669137,193.0
17211,64820536.0,45620,25.027,0.018,39.754149,-78.400966,368.0
17212,91273815.0,6256,35.241,0.002,39.812634,-78.064287,702.0
17213,103130926.0,9786,39.819,0.004,40.244192,-77.771225,639.0
17214,10303651.0,0,3.978,0.0,39.748111,-77.47132,1089.0
17215,30883859.0,15758,11.924,0.006,40.078237,-77.892945,347.0
17217,9995049.0,0,3.859,0.0,40.238625,-77.721567,150.0
17219,33901505.0,3264,13.089,0.001,40.249798,-77.683214,405.0
17220,33797584.0,14129,13.049,0.005,40.191575,-77.738979,534.0
17221,26709111.0,176662,10.312,0.068,40.068125,-77.816484,637.0
17222,152348083.0,705924,58.822,0.273,39.896406,-77.493941,10749.0
17223,28202456.0,48630,10.889,0.019,40.0865,-77.942752,289.0
17224,94897223.0,0,36.64,0.0,39.967941,-77.897478,1834.0
17225,210894936.0,357723,81.427,0.138,39.783506,-77.76287,18879.0
17228,74271733.0,0,28.676,0.0,39.9871,-78.093362,1183.0
17229,70368651.0,13580,27.169,0.005,40.084004,-78.010139,1276.0
17233,206560935.0,967450,79.754,0.374,39.975605,-77.98716,5047.0
17235,1540548.0,0,0.595,0.0,39.857193,-77.698053,672.0
17236,320918014.0,221158,123.907,0.085,39.800187,-77.9474,8895.0
17237,7512029.0,0,2.9,0.0,39.833929,-77.543724,1917.0
17238,141521950.0,0,54.642,0.0,39.85811,-78.13094,1794.0
17239,23203554.0,0,8.959,0.0,40.131797,-77.83677,203.0
17240,124224485.0,462675,47.963,0.179,40.150871,-77.579686,3345.0
17241,290683249.0,1960736,112.233,0.757,40.176528,-77.408448,11853.0
17243,154653080.0,0,59.712,0.0,40.277527,-77.819941,1329.0
17244,67058576.0,303294,25.891,0.117,40.086764,-77.658616,2407.0
17246,4213929.0,0,1.627,0.0,40.054394,-77.660811,195.0
17247,376662.0,0,0.145,0.0,39.798776,-77.579352,366.0
17249,809375.0,0,0.313,0.0,40.241379,-77.899459,371.0
17250,22723.0,0,0.009,0.0,39.737141,-77.524295,68.0
17251,5773026.0,103618,2.229,0.04,40.131802,-77.685552,158.0
17252,72053316.0,13432,27.82,0.005,39.912329,-77.82691,3608.0
17253,686398.0,0,0.265,0.0,40.213308,-78.006905,337.0
17254,919807.0,0,0.355,0.0,39.970229,-77.590358,89.0
17255,77749216.0,0,30.019,0.0,40.161252,-77.862514,1125.0
17256,275089.0,0,0.106,0.0,39.782914,-77.677308,91.0
17257,304195025.0,805693,117.45,0.311,40.046821,-77.493064,27996.0
17260,92716665.0,22760,35.798,0.009,40.296045,-77.893701,1164.0
17261,6218765.0,0,2.401,0.0,39.860912,-77.508159,193.0
17262,69691843.0,7162,26.908,0.003,40.144998,-77.740213,1462.0
17263,912007.0,0,0.352,0.0,39.727223,-77.717855,467.0
17264,141010684.0,0,54.445,0.0,40.179925,-77.993741,2305.0
17265,98233899.0,122319,37.928,0.047,40.027596,-77.781222,496.0
17266,3485162.0,4508,1.346,0.002,40.088568,-77.412933,581.0
17267,248148695.0,18445,95.811,0.007,39.807955,-78.239657,2810.0
17268,204909871.0,40161,79.116,0.016,39.774913,-77.575622,28285.0
17270,253687.0,0,0.098,0.0,39.85473,-77.797808,115.0
17271,27585789.0,0,10.651,0.0,40.097754,-77.803092,339.0
17272,474481.0,0,0.183,0.0,39.769525,-77.621818,294.0
17301,33994774.0,116228,13.125,0.045,39.895227,-76.978982,4053.0
17302,99554404.0,354129,38.438,0.137,39.81726,-76.41368,3083.0
17304,62823405.0,339387,24.256,0.131,39.977245,-77.232742,3059.0
17306,891053.0,0,0.344,0.0,39.980581,-77.249397,318.0
17307,154351387.0,253093,59.595,0.098,39.947758,-77.326819,5899.0
17309,64194645.0,0,24.786,0.0,39.871334,-76.450129,2086.0
17311,142108.0,0,0.055,0.0,39.816546,-76.842472,252.0
17313,27435787.0,90380,10.593,0.035,39.884013,-76.659984,10899.0
17314,91971696.0,1560653,35.51,0.603,39.755506,-76.326301,5929.0
17315,161887256.0,1483857,62.505,0.573,40.026604,-76.864065,25756.0
17316,108086483.0,1703802,41.732,0.658,39.965466,-77.007959,8266.0
17317,588192.0,0,0.227,0.0,39.97071,-76.523188,755.0
17318,1551992.0,0,0.599,0.0,40.022258,-76.723017,344.0
17319,44907659.0,7425,17.339,0.003,40.160489,-76.793975,10417.0
17320,143908977.0,425253,55.564,0.164,39.770718,-77.388758,7823.0
17321,42238654.0,16105,16.308,0.006,39.749675,-76.444345,2238.0
17322,98863764.0,0,38.172,0.0,39.85591,-76.532733,6012.0
17324,135061128.0,627480,52.147,0.242,40.030395,-77.236846,4219.0
17325,332812816.0,1705729,128.5,0.659,39.826258,-77.227606,27619.0
17327,118946931.0,0,45.926,0.0,39.779512,-76.753257,7565.0
17329,42368290.0,0,16.358,0.0,39.761844,-76.85112,2494.0
17331,196320568.0,5404046,75.8,2.087,39.78969,-76.977984,50292.0
17339,72674330.0,245721,28.06,0.095,40.134731,-76.885292,6940.0
17340,100226901.0,202264,38.698,0.078,39.755229,-77.116784,10896.0
17343,1981369.0,6942,0.765,0.003,39.869254,-77.334798,180.0
17344,2069375.0,0,0.799,0.0,39.805688,-77.019219,3656.0
17345,26140233.0,527053,10.093,0.203,40.078089,-76.747503,7679.0
17347,35589375.0,1276116,13.741,0.493,40.057548,-76.688144,6202.0
17349,53751546.0,22309,20.754,0.009,39.744992,-76.647408,7570.0
17350,112377199.0,1086241,43.389,0.419,39.890088,-77.079399,12886.0
17352,35706017.0,0,13.786,0.0,39.761201,-76.499847,1292.0
17353,105676900.0,152545,40.802,0.059,39.883086,-77.371736,3228.0
17355,1581216.0,0,0.611,0.0,39.759868,-76.696019,261.0
17356,84213551.0,0,32.515,0.0,39.896584,-76.582258,21610.0
17360,69535886.0,360346,26.848,0.139,39.854372,-76.75039,5927.0
17361,8081113.0,0,3.12,0.0,39.765516,-76.677065,5806.0
17362,124903582.0,2171476,48.226,0.838,39.847679,-76.868704,13397.0
17363,97450915.0,0,37.626,0.0,39.768623,-76.586385,9413.0
17364,43267270.0,0,16.706,0.0,39.929395,-76.899326,3907.0
17365,51281558.0,1557595,19.8,0.601,40.060733,-76.93386,2510.0
17366,29174251.0,37958,11.264,0.015,39.93279,-76.556703,5499.0
17368,47483972.0,0,18.334,0.0,39.983859,-76.518701,7322.0
17370,29156690.0,410025,11.257,0.158,40.12144,-76.778402,5683.0
17371,518284.0,0,0.2,0.0,39.902704,-76.78796,257.0
17372,84708889.0,237985,32.706,0.092,40.001467,-77.106153,4101.0
17401,3720970.0,113186,1.437,0.044,39.959462,-76.733457,17687.0
17402,49837371.0,40528,19.242,0.016,39.958485,-76.65866,36360.0
17403,52903538.0,1158342,20.426,0.447,39.923228,-76.712794,39042.0
17404,54836117.0,36294,21.172,0.014,40.002612,-76.773548,35517.0
17406,128362754.0,120847,49.561,0.047,40.014709,-76.640873,22156.0
17407,3702839.0,255661,1.43,0.099,39.883773,-76.712102,2355.0
17408,66998809.0,199526,25.868,0.077,39.928859,-76.79935,22507.0
17501,3603120.0,17540,1.391,0.007,40.156459,-76.20404,4307.0
17502,25630795.0,9987592,9.896,3.856,40.100904,-76.660147,2464.0
17505,17870781.0,251471,6.9,0.097,40.063501,-76.192436,1785.0
17507,55706.0,0,0.022,0.0,40.198042,-76.016233,62.0
17508,382285.0,0,0.148,0.0,40.124758,-76.218766,423.0
17509,66791558.0,217150,25.788,0.084,39.912055,-76.036499,4664.0
17512,42167283.0,12615949,16.281,4.871,40.040236,-76.486336,17836.0
17516,53818308.0,1382080,20.779,0.534,39.94146,-76.371359,4496.0
17517,90602182.0,2372795,34.982,0.916,40.244751,-76.132881,15391.0
17518,36641479.0,11451054,14.147,4.421,39.80893,-76.253014,1355.0
17519,57461216.0,512076,22.186,0.198,40.141438,-76.023423,6824.0
17520,4830462.0,21297,1.865,0.008,40.097518,-76.349193,4686.0
17522,113172552.0,1191335,43.696,0.46,40.173688,-76.170494,32483.0
17527,52907070.0,275200,20.428,0.106,40.008881,-75.991296,6080.0
17529,40651115.0,200916,15.695,0.078,40.041933,-76.097142,4317.0
17532,54906922.0,7199842,21.2,2.78,39.858156,-76.288008,3381.0
17535,28069385.0,187746,10.838,0.072,39.982036,-76.022866,2458.0
17536,56076022.0,1794251,21.651,0.693,39.848034,-76.073774,2839.0
17538,9940995.0,13194,3.838,0.005,40.082629,-76.414548,6045.0
17540,50690669.0,440583,19.572,0.17,40.097608,-76.189987,9791.0
17543,179560875.0,1536843,69.329,0.593,40.181032,-76.29538,42626.0
17545,183713437.0,1131012,70.932,0.437,40.178666,-76.434341,21256.0
17547,31083562.0,5841304,12.001,2.255,40.0684,-76.586688,7378.0
17550,454654.0,0,0.176,0.0,40.075921,-76.583426,790.0
17551,26125436.0,545500,10.087,0.211,39.982202,-76.371419,10857.0
17552,84013279.0,618095,32.438,0.239,40.108352,-76.51092,17831.0
17554,8113383.0,22466,3.133,0.009,40.040303,-76.424176,7525.0
17555,90439630.0,513562,34.919,0.198,40.122377,-75.959392,7525.0
17557,84063560.0,411944,32.457,0.159,40.09985,-76.072742,13811.0
17560,41575330.0,254854,16.052,0.098,39.912675,-76.227681,5118.0
17562,44230146.0,220537,17.077,0.085,39.970438,-76.092067,4464.0
17563,81780646.0,8975821,31.576,3.466,39.760748,-76.193306,3849.0
17565,35666456.0,7004074,13.771,2.704,39.897702,-76.331027,2537.0
17566,151145819.0,657981,58.358,0.254,39.867186,-76.147513,12019.0
17569,42366397.0,291037,16.358,0.112,40.271433,-76.096577,5448.0
17570,178897.0,0,0.069,0.0,40.129942,-76.568851,291.0
17572,45068702.0,419297,17.401,0.162,39.974435,-76.119357,3859.0
17576,132304.0,9059,0.051,0.003,40.037195,-76.19676,129.0
17578,39658403.0,330556,15.312,0.128,40.226099,-76.159806,7485.0
17579,36055097.0,198576,13.921,0.077,39.960406,-76.180752,5935.0
17581,867072.0,1047,0.335,0.0,40.160511,-76.04959,951.0
17582,22996844.0,19982001,8.879,7.715,39.99314,-76.469176,2026.0
17584,37545499.0,345490,14.496,0.133,39.955413,-76.263581,8957.0
17601,86289725.0,691436,33.317,0.267,40.074241,-76.314914,49779.0
17602,66413100.0,1105737,25.642,0.427,40.014623,-76.246351,52452.0
17603,77198654.0,998658,29.807,0.386,40.030839,-76.330432,61973.0
17606,121495.0,0,0.047,0.0,40.11167,-76.303907,392.0
17701,231657046.0,3961801,89.443,1.53,41.345045,-76.857256,44661.0
17702,160297536.0,4902398,61.891,1.893,41.183488,-77.077271,10721.0
17721,1913699.0,0,0.739,0.0,41.183625,-77.318405,1604.0
17723,34291055.0,1834,13.24,0.001,41.435023,-77.471376,34.0
17724,290315038.0,1293147,112.091,0.499,41.642528,-76.805113,5424.0
17727,276830138.0,1805781,106.885,0.697,41.510687,-77.496446,72.0
17728,122976798.0,691749,47.482,0.267,41.334774,-77.078567,5120.0
17729,282853452.0,135196,109.21,0.052,41.511239,-77.736103,159.0
17730,437727.0,0,0.169,0.0,41.110449,-76.87841,257.0
17731,35875362.0,548684,13.852,0.212,41.42941,-76.578672,185.0
17737,186630608.0,1083162,72.058,0.418,41.299271,-76.68578,6220.0
17739,32485060.0,363713,12.543,0.14,41.38817,-77.418683,32.0
17740,352741119.0,5345706,136.194,2.064,41.249445,-77.269646,12754.0
17742,196904.0,8474,0.076,0.003,41.238532,-76.60227,39.0
17744,61989510.0,1544272,23.934,0.596,41.24097,-77.153274,3175.0
17745,559188745.0,6748905,215.904,2.606,41.285072,-77.471166,19063.0
17747,249898810.0,894159,96.486,0.345,41.032578,-77.331757,3073.0
17748,1353387.0,0,0.523,0.0,41.150402,-77.352978,300.0
17749,277673.0,0,0.107,0.0,41.072241,-76.818889,244.0
17750,3935432.0,16556,1.519,0.006,41.057866,-77.482253,167.0
17751,326919537.0,4596843,126.224,1.775,41.153528,-77.54479,7084.0
17752,91712866.0,1699458,35.411,0.656,41.180139,-76.930251,4635.0
17754,155742044.0,3634458,60.132,1.403,41.311612,-76.889212,12233.0
17756,291198094.0,4115395,112.432,1.589,41.208002,-76.739819,12408.0
17758,211982340.0,1764172,81.847,0.681,41.360147,-76.535534,919.0
17760,214802176.0,1709967,82.936,0.66,41.413576,-77.657357,557.0
17762,1503794.0,42602,0.581,0.016,41.284231,-76.700157,503.0
17763,64298401.0,1401518,24.826,0.541,41.507375,-76.97618,309.0
17764,414515214.0,4934388,160.045,1.905,41.33475,-77.813637,2327.0
17765,214207968.0,1108124,82.706,0.428,41.565735,-76.973451,1162.0
17767,66744.0,0,0.026,0.0,41.083874,-77.463161,91.0
17768,76095232.0,235868,29.381,0.091,41.558836,-76.755985,377.0
17771,558902821.0,4668140,215.794,1.802,41.437285,-77.035516,3158.0
17772,58273517.0,155995,22.5,0.06,41.125057,-76.713033,2399.0
17774,123469341.0,364377,47.672,0.141,41.281191,-76.533013,1277.0
17776,226665625.0,2144683,87.516,0.828,41.414649,-77.29284,295.0
17777,97512929.0,3416603,37.65,1.319,41.106517,-76.821696,7056.0
17778,226113733.0,2159308,87.303,0.834,41.284918,-77.983927,102.0
17779,3766227.0,10180,1.454,0.004,41.207259,-77.376901,235.0
17801,170891867.0,14510792,65.982,5.603,40.834724,-76.755008,16671.0
17810,146975395.0,817827,56.748,0.316,41.11136,-77.031372,4683.0
17812,57979282.0,841280,22.386,0.325,40.740534,-77.22791,1480.0
17813,88791696.0,1400026,34.283,0.541,40.780401,-77.172083,1979.0
17814,357316780.0,2158975,137.961,0.834,41.273237,-76.363142,4860.0
17815,351890881.0,8198638,135.866,3.166,41.020038,-76.420092,30967.0
17820,234197982.0,3887566,90.424,1.501,40.895639,-76.403739,5556.0
17821,345863237.0,7526588,133.539,2.906,40.990142,-76.644205,18219.0
17822,191018.0,0,0.074,0.0,40.968016,-76.605142,0.0
17823,88929521.0,277767,34.336,0.107,40.745495,-76.776193,1273.0
17824,68400610.0,336035,26.41,0.13,40.852378,-76.505339,4115.0
17827,4969544.0,2267,1.919,0.001,40.75286,-76.968032,657.0
17829,2110442.0,0,0.815,0.0,40.900549,-77.155804,244.0
17830,79082082.0,6887041,30.534,2.659,40.686064,-76.80517,1947.0
17832,1011507.0,0,0.391,0.0,40.805945,-76.45902,628.0
17834,13294447.0,93042,5.133,0.036,40.78021,-76.466875,3565.0
17835,1315283.0,1992,0.508,0.001,40.878987,-77.204312,219.0
17836,10605554.0,18082,4.095,0.007,40.714342,-76.606462,266.0
17837,161378255.0,783133,62.308,0.302,40.974977,-76.94515,19815.0
17840,6451857.0,0,2.491,0.0,40.772092,-76.43312,533.0
17841,205092597.0,445421,79.187,0.172,40.724869,-77.352556,4779.0
17842,214696822.0,1498546,82.895,0.579,40.80295,-77.040151,8910.0
17844,290245321.0,1016700,112.064,0.393,40.973975,-77.085405,10042.0
17845,169609270.0,1258956,65.487,0.486,40.88437,-77.21157,2245.0
17846,120289215.0,483242,46.444,0.187,41.141745,-76.517122,3738.0
17847,121542756.0,4438313,46.928,1.714,41.007985,-76.810949,12051.0
17850,842959.0,0,0.325,0.0,40.965596,-76.857448,645.0
17851,39235717.0,374548,15.149,0.145,40.803118,-76.4343,7841.0
17853,109538659.0,303766,42.293,0.117,40.694729,-77.0067,3221.0
17855,5056386.0,42148,1.952,0.016,40.890386,-76.966684,992.0
17856,91943617.0,352859,35.5,0.136,41.065358,-76.947364,3365.0
17857,69324153.0,6022358,26.766,2.325,40.932136,-76.772972,7505.0
17859,99862497.0,903422,38.557,0.349,41.116755,-76.398537,3106.0
17860,68368813.0,274086,26.397,0.106,40.866964,-76.611035,1994.0
17861,373434.0,595,0.144,0.0,40.773224,-77.082304,143.0
17862,1065110.0,4263,0.411,0.002,40.860506,-77.056395,577.0
17864,51850043.0,113203,20.019,0.044,40.704727,-76.905819,2445.0
17865,402744.0,0,0.156,0.0,40.99018,-76.786769,92.0
17866,64989387.0,245602,25.093,0.095,40.802252,-76.547547,10310.0
17867,9197320.0,0,3.551,0.0,40.714115,-76.688597,169.0
17868,1737297.0,352920,0.671,0.136,40.957721,-76.633968,1052.0
17870,116914116.0,1992823,45.141,0.769,40.817323,-76.888636,14564.0
17872,105062527.0,968355,40.565,0.374,40.753396,-76.697714,9943.0
17876,4799224.0,99238,1.853,0.038,40.858108,-76.825754,1698.0
17878,54597904.0,574136,21.08,0.222,41.176018,-76.323488,1528.0
17880,321697.0,0,0.124,0.0,40.892209,-77.121755,72.0
17881,12312417.0,10731,4.754,0.004,40.782906,-76.670014,1556.0
17884,1278765.0,11602,0.494,0.004,41.055983,-76.669463,305.0
17885,28040623.0,402375,10.827,0.155,40.866345,-77.314017,141.0
17886,2522776.0,0,0.974,0.0,41.016709,-76.875204,895.0
17887,2920319.0,50988,1.128,0.02,41.129175,-76.932899,1778.0
17888,7373768.0,36138,2.847,0.014,40.806775,-76.378479,326.0
17889,58841128.0,609119,22.719,0.235,40.877739,-76.921282,2735.0
17901,202084570.0,904249,78.025,0.349,40.683828,-76.277542,23990.0
17920,11510673.0,76979,4.444,0.03,40.819642,-76.326909,331.0
17921,97757768.0,83756,37.744,0.032,40.751575,-76.360586,7676.0
17922,78716084.0,1626143,30.392,0.628,40.582492,-76.110646,4783.0
17923,22461758.0,47142,8.673,0.018,40.632873,-76.319914,433.0
17925,2531379.0,803,0.977,0.0,40.754944,-76.0727,376.0
17929,2608387.0,0,1.007,0.0,40.630703,-76.194039,1606.0
17930,7911643.0,0,3.055,0.0,40.708664,-76.115313,476.0
17931,27075293.0,478269,10.454,0.185,40.786491,-76.214575,8472.0
17933,232629.0,0,0.09,0.0,40.604485,-76.243195,89.0
17934,2451019.0,52976,0.946,0.02,40.796439,-76.211333,469.0
17935,11295488.0,59140,4.361,0.023,40.79614,-76.279682,1737.0
17936,1535779.0,0,0.593,0.0,40.750116,-76.33993,763.0
17938,102594842.0,11681,39.612,0.005,40.65307,-76.517083,2442.0
17941,63913548.0,1428,24.677,0.001,40.685722,-76.609184,834.0
17943,1502353.0,0,0.58,0.0,40.75666,-76.38781,229.0
17944,354771.0,0,0.137,0.0,40.67254,-76.279256,205.0
17945,2685873.0,16913,1.037,0.007,40.78535,-76.375457,180.0
17946,4950553.0,35605,1.911,0.014,40.810364,-76.256372,263.0
17948,66345287.0,505462,25.616,0.195,40.845385,-76.117468,5029.0
17949,260752.0,0,0.101,0.0,40.793926,-76.242345,263.0
17951,478506.0,0,0.185,0.0,40.678556,-76.245246,325.0
17952,9010612.0,0,3.479,0.0,40.755438,-76.058552,282.0
17953,35405547.0,478315,13.67,0.185,40.751902,-76.120218,469.0
17954,1802827.0,0,0.696,0.0,40.69042,-76.259688,4564.0
17957,407087.0,0,0.157,0.0,40.591824,-76.518212,328.0
17959,23370187.0,4630,9.023,0.002,40.732018,-76.150078,1422.0
17960,133731746.0,46970,51.634,0.018,40.697241,-75.947044,3868.0
17961,68940669.0,137606,26.618,0.053,40.649699,-76.060949,6958.0
17963,235046310.0,547742,90.752,0.211,40.561577,-76.382017,9317.0
17964,59322564.0,11518,22.905,0.004,40.702954,-76.514515,798.0
17965,1849195.0,0,0.714,0.0,40.698615,-76.165281,2067.0
17967,75397520.0,448899,29.111,0.173,40.856253,-76.216265,2457.0
17968,10125926.0,0,3.91,0.0,40.638679,-76.6123,329.0
17970,3550459.0,0,1.371,0.0,40.720206,-76.191949,3241.0
17972,106069382.0,71218,40.954,0.027,40.592165,-76.20579,11627.0
17974,176176.0,0,0.068,0.0,40.6957,-76.236267,344.0
17976,19867257.0,335358,7.671,0.129,40.819867,-76.210606,6937.0
17978,7189162.0,0,2.776,0.0,40.625448,-76.614963,224.0
17979,2731190.0,0,1.055,0.0,40.561585,-76.199702,168.0
17980,103105380.0,2429407,39.809,0.938,40.518691,-76.644544,3238.0
17981,70921771.0,94288,27.383,0.036,40.634118,-76.389387,2751.0
17982,12637042.0,0,4.879,0.0,40.785932,-76.021309,430.0
17983,6498256.0,0,2.509,0.0,40.642622,-76.547166,1620.0
17985,67951517.0,345327,26.236,0.133,40.912303,-76.216648,1226.0
18011,42705235.0,170510,16.489,0.066,40.477013,-75.646129,5450.0
18013,155874535.0,4242316,60.183,1.638,40.848762,-75.177293,17802.0
18014,86372432.0,995161,33.349,0.384,40.764431,-75.409221,11387.0
18015,55003165.0,849325,21.237,0.328,40.585869,-75.367239,32832.0
18016,153758.0,0,0.059,0.0,40.63213,-75.392847,0.0
18017,41847677.0,320434,16.157,0.124,40.659951,-75.387306,37549.0
18018,13344816.0,365820,5.152,0.141,40.627594,-75.395584,32413.0
18020,35826981.0,567585,13.833,0.219,40.672385,-75.327459,20447.0
18030,1162119.0,74118,0.449,0.029,40.802263,-75.66372,623.0
18031,35371990.0,86043,13.657,0.033,40.552084,-75.648674,7528.0
18032,5203564.0,154392,2.009,0.06,40.656191,-75.467788,9285.0
18034,29355834.0,196129,11.334,0.076,40.546353,-75.415278,8256.0
18035,909615.0,2363,0.351,0.001,40.745323,-75.538544,241.0
18036,75884983.0,212281,29.299,0.082,40.509151,-75.38594,12822.0
18037,18896795.0,415123,7.296,0.16,40.683103,-75.54801,7070.0
18038,33857106.0,533016,13.072,0.206,40.794881,-75.486087,3091.0
18040,43873798.0,738406,16.94,0.285,40.746007,-75.225665,15742.0
18041,35968574.0,8772,13.888,0.003,40.42046,-75.509926,5424.0
18042,54872157.0,2768082,21.186,1.069,40.654176,-75.223124,41570.0
18045,47811122.0,392190,18.46,0.151,40.69345,-75.272796,26391.0
18046,47260.0,0,0.018,0.0,40.548009,-75.560346,64.0
18049,38835355.0,154250,14.994,0.06,40.515732,-75.48929,17341.0
18051,21657190.0,44210,8.362,0.017,40.595607,-75.666926,3327.0
18052,32813427.0,809259,12.669,0.312,40.657428,-75.504255,26902.0
18053,42497916.0,124560,16.409,0.048,40.71923,-75.704117,2375.0
18054,42456821.0,676338,16.393,0.261,40.352369,-75.438736,4278.0
18055,55492725.0,580416,21.426,0.224,40.591583,-75.304353,11780.0
18056,4337508.0,22926,1.675,0.009,40.450942,-75.550389,943.0
18058,133772601.0,1414064,51.65,0.546,40.888739,-75.49429,9464.0
18059,4143034.0,351697,1.6,0.136,40.723506,-75.543081,1228.0
18062,55168225.0,192839,21.301,0.074,40.503935,-75.58518,24351.0
18063,2599261.0,365366,1.004,0.141,40.782599,-75.167151,548.0
18064,99381790.0,1173930,38.372,0.453,40.757008,-75.315964,24073.0
18066,118244437.0,639977,45.654,0.247,40.664462,-75.7401,6005.0
18067,64594108.0,1406350,24.94,0.543,40.715038,-75.474675,17852.0
18068,10470.0,0,0.004,0.0,40.484829,-75.520041,42.0
18069,35787988.0,258659,13.818,0.1,40.625289,-75.615125,8017.0
18070,6173954.0,1572,2.384,0.001,40.434866,-75.535617,739.0
18071,78972205.0,241103,30.491,0.093,40.834214,-75.555278,10578.0
18072,39046148.0,491950,15.076,0.19,40.84414,-75.259135,6571.0
18073,49541009.0,2429751,19.128,0.938,40.386499,-75.47443,9350.0
18074,48875623.0,351018,18.871,0.136,40.316737,-75.515686,5775.0
18076,3109082.0,0,1.2,0.0,40.374803,-75.48079,2662.0
18077,37739552.0,254412,14.571,0.098,40.570065,-75.237114,2370.0
18078,40815029.0,288740,15.759,0.111,40.673304,-75.620717,7074.0
18079,610352.0,2464,0.236,0.001,40.743873,-75.658519,436.0
18080,79617415.0,825501,30.74,0.319,40.735856,-75.635308,11456.0
18081,1364577.0,10216,0.527,0.004,40.563695,-75.281582,357.0
18083,1587501.0,50282,0.613,0.019,40.754952,-75.267086,530.0
