GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Cherry Valley, MA",8600000US01611,135,01611,12420.0,13.846777306178197
"Paxton, MA",8600000US01612,716,01612,12421.0,17.951022190371692
"Worcester, MA",8600000US01613,811,01613,,
"Worcester, MA",8600000US01614,26,01614,,
"Worcester, MA",8600000US01615,1730,01615,,
"Worcester, MA",8600000US01653,0,01653,,
"Worcester, MA",8600000US01655,0,01655,,
"Framingham, MA",8600000US01701,34321,01701,12422.0,778.3175749782363
"Framingham, MA",8600000US01702,9457,01702,12423.0,450.693652177448
"Framingham, MA",8600000US01703,492,01703,,
"Framingham, MA",8600000US01704,401,01704,,
"Marshfield, MA",8600000US02050,3337,02050,12521.0,43.918791798117596
"Village Of Nagog Woods, MA",8600000US01718,22,01718,12424.0,221.49286188913277
"Boxborough, MA",8600000US01719,2503,01719,12425.0,93.23861710330749
"Acton, MA",8600000US01720,9156,01720,12426.0,178.341434013163
"Ashland, MA",8600000US01721,3952,01721,12427.0,122.62790482994765
"Bedford, MA",8600000US01730,20715,01730,12428.0,595.2777961611924
"Hanscom Afb, MA",8600000US01731,416,01731,12429.0,194.61988304093566
"Bolton, MA",8600000US01740,1602,01740,12430.0,30.923035825997044
"Carlisle, MA",8600000US01741,600,01741,12431.0,15.080165784305223
"Concord, MA",8600000US01742,11943,01742,12432.0,184.24705995733794
"Fayville, MA",8600000US01745,140,01745,12433.0,92.21464671580829
"Holliston, MA",8600000US01746,4624,01746,12434.0,95.43979416707644
"Hopedale, MA",8600000US01747,1394,01747,12435.0,104.66079129714738
"Hopkinton, MA",8600000US01748,8698,01748,12436.0,126.45142737972886
"Hudson, MA",8600000US01749,10366,01749,12437.0,347.8839737478149
"Marlborough, MA",8600000US01752,26813,01752,12438.0,490.9858689714675
"Maynard, MA",8600000US01754,3468,01754,12439.0,255.4779315834814
"Mendon, MA",8600000US01756,1066,01756,12440.0,22.741930081578673
"Milford, MA",8600000US01757,12424,01757,12441.0,328.26800789407406
"Natick, MA",8600000US01760,21256,01760,12442.0,550.4397665696198
"Sherborn, MA",8600000US01770,393,01770,12443.0,9.505101530688973
"Southborough, MA",8600000US01772,6980,01772,12444.0,198.72625014897352
"Lincoln, MA",8600000US01773,1233,01773,12445.0,34.38553056873668
"Stow, MA",8600000US01775,1735,01775,12446.0,38.011374580691815
"Sudbury, MA",8600000US01776,5782,01776,12447.0,91.85308564412206
"Wayland, MA",8600000US01778,2666,01778,12448.0,66.55786394893549
"Woodville, MA",8600000US01784,36,01784,,
"Woburn, MA",8600000US01801,0,01801,12449.0,0.0
"Burlington, MA",8600000US01803,33285,01803,12450.0,1087.865900925861
"Burlington, MA",8600000US01805,0,01805,,
"Woburn, MA",8600000US01807,0,01807,,
"Andover, MA",8600000US01810,29194,01810,12451.0,363.3626270025131
"Andover, MA",8600000US01812,0,01812,,
"Woburn, MA",8600000US01813,0,01813,,
"Billerica, MA",8600000US01821,15768,01821,12452.0,353.7735293443902
"Billerica, MA",8600000US01822,0,01822,,
"Chelmsford, MA",8600000US01824,13738,01824,12453.0,289.3738298295677
"Dracut, MA",8600000US01826,3928,01826,12454.0,72.57542065244084
"Dunstable, MA",8600000US01827,125,01827,12455.0,2.9183758523963004
"Haverhill, MA",8600000US01830,8184,01830,12456.0,223.70291465709204
"Haverhill, MA",8600000US01831,467,01831,,
"Haverhill, MA",8600000US01832,2900,01832,12457.0,98.97428173766484
"Georgetown, MA",8600000US01833,2288,01833,12458.0,68.28750400159402
"Groveland, MA",8600000US01834,856,01834,12459.0,36.95869330640069
"Haverhill, MA",8600000US01835,4596,01835,12460.0,224.94473656969555
"Lawrence, MA",8600000US01840,4965,01840,12461.0,3800.1627219727475
"Lawrence, MA",8600000US01841,6165,01841,12462.0,775.3608068883733
"Lawrence, MA",8600000US01842,596,01842,,
"Lawrence, MA",8600000US01843,8308,01843,12463.0,953.3847856634246
"Methuen, MA",8600000US01844,11525,01844,12464.0,198.59037193900295
"North Andover, MA",8600000US01845,19985,01845,12465.0,289.52421703836325
"Lowell, MA",8600000US01850,1464,01850,12466.0,409.2611550221991
"Lowell, MA",8600000US01851,10422,01851,12467.0,1189.2158592238627
"Lowell, MA",8600000US01852,11608,01852,12468.0,890.3589800388696
"Lowell, MA",8600000US01853,1307,01853,,
"Lowell, MA",8600000US01854,6258,01854,12469.0,607.9102352247359
"Merrimac, MA",8600000US01860,678,01860,12470.0,30.69115947941275
"North Billerica, MA",8600000US01862,7007,01862,12471.0,303.313480087364
"North Chelmsford, MA",8600000US01863,2330,01863,12472.0,208.1443396129498
"North Reading, MA",8600000US01864,4761,01864,12473.0,132.62469423336353
"Nutting Lake, MA",8600000US01865,98,01865,,
"Pinehurst, MA",8600000US01866,159,01866,,
"Reading, MA",8600000US01867,7564,01867,12474.0,294.2022781462394
"Tewksbury, MA",8600000US01876,0,01876,12475.0,0.0
"Tyngsboro, MA",8600000US01879,3744,01879,12476.0,85.72655002772719
"Wakefield, MA",8600000US01880,12532,01880,12477.0,647.953334537345
"West Boxford, MA",8600000US01885,72,01885,,
"Westford, MA",8600000US01886,10094,01886,12478.0,127.32110800948281
"Wilmington, MA",8600000US01887,21876,01887,12479.0,511.1227253654372
"Woburn, MA",8600000US01888,759,01888,,
"North Reading, MA",8600000US01889,0,01889,,
"Winchester, MA",8600000US01890,6393,01890,12480.0,408.7762397995366
"Lynn, MA",8600000US01901,4885,01901,,
"Lynn, MA",8600000US01902,3761,01902,12481.0,547.8082499252426
"Lynn, MA",8600000US01903,222,01903,,
"Lynn, MA",8600000US01904,3690,01904,12482.0,324.6231688042237
"Lynn, MA",8600000US01905,8601,01905,12483.0,880.5220356244412
"Saugus, MA",8600000US01906,10985,01906,12484.0,385.9106261202299
"Swampscott, MA",8600000US01907,2754,01907,12485.0,348.6776835647469
"Nahant, MA",8600000US01908,249,01908,12486.0,77.25766921989302
"Lynn, MA",8600000US01910,22,01910,,
"Amesbury, MA",8600000US01913,3991,01913,12487.0,124.23916353391593
"Beverly, MA",8600000US01915,18775,01915,12488.0,436.6948939423359
"Boxford, MA",8600000US01921,422,01921,12489.0,6.796541378600145
"Byfield, MA",8600000US01922,385,01922,12490.0,16.341404798838155
"Danvers, MA",8600000US01923,22271,01923,12491.0,647.5010880117402
"Essex, MA",8600000US01929,1033,01929,12492.0,28.15856812072824
"Gloucester, MA",8600000US01930,10147,01930,12493.0,150.89575748703646
"Gloucester, MA",8600000US01931,189,01931,,
"Hamilton, MA",8600000US01936,99,01936,,
"Hathorne, MA",8600000US01937,71,01937,,
"Ipswich, MA",8600000US01938,3357,01938,12494.0,38.56799260790481
"Lynnfield, MA",8600000US01940,4470,01940,12495.0,170.12294713077372
"Manchester, MA",8600000US01944,1291,01944,12496.0,53.65331711736977
"Marblehead, MA",8600000US01945,4202,01945,12497.0,358.2022475358251
"Salem, MA",8600000US01947,0,01947,,
"Middleton, MA",8600000US01949,3839,01949,12498.0,106.11743371502624
"Newburyport, MA",8600000US01950,10243,01950,12499.0,369.6128511967096
"Newbury, MA",8600000US01951,561,01951,12500.0,16.87711618278982
"Salisbury, MA",8600000US01952,2121,01952,12501.0,53.058628558780555
"Peabody, MA",8600000US01960,23287,01960,12502.0,548.3961549580504
"Peabody, MA",8600000US01961,1601,01961,,
"Prides Crossing, MA",8600000US01965,209,01965,,
"Rockport, MA",8600000US01966,932,01966,12503.0,50.9123943547332
"Rowley, MA",8600000US01969,1733,01969,12504.0,37.82079668493406
"Salem, MA",8600000US01970,16434,01970,12505.0,782.961007598495
"Salem, MA",8600000US01971,28,01971,,
"South Hamilton, MA",8600000US01982,1110,01982,12506.0,29.36159325845122
"Topsfield, MA",8600000US01983,1938,01983,12507.0,58.73751085340693
"Wenham, MA",8600000US01984,1154,01984,12508.0,57.728933741591284
"West Newbury, MA",8600000US01985,349,01985,12509.0,9.969071882835468
"Accord, MA",8600000US02018,119,02018,,
"Bellingham, MA",8600000US02019,4344,02019,12510.0,90.57987635429843
"Brant Rock, MA",8600000US02020,120,02020,,
"Canton, MA",8600000US02021,19859,02021,12511.0,402.7047548564462
"Cohasset, MA",8600000US02025,1838,02025,12512.0,71.77395219401804
"Dedham, MA",8600000US02026,13272,02026,12513.0,489.80506481761074
"Dedham, MA",8600000US02027,655,02027,,
"Dover, MA",8600000US02030,427,02030,12514.0,10.710383357980593
"East Mansfield, MA",8600000US02031,0,02031,,
"East Walpole, MA",8600000US02032,2165,02032,12515.0,333.3931849813223
"Foxboro, MA",8600000US02035,8254,02035,12516.0,158.6219972465804
"Franklin, MA",8600000US02038,13308,02038,12517.0,192.3141424638254
"Greenbush, MA",8600000US02040,81,02040,,
"Green Harbor, MA",8600000US02041,96,02041,,
"Hingham, MA",8600000US02043,10042,02043,12518.0,172.53220319070493
"Hull, MA",8600000US02045,815,02045,12519.0,103.9748500784723
"Humarock, MA",8600000US02047,29,02047,,
"Mansfield, MA",8600000US02048,12040,02048,12520.0,227.31283827416541
"Boston, MA",8600000US02222,40,02222,12589.0,455.3319369820599
"Marshfield Hills, MA",8600000US02051,94,02051,,
"Medfield, MA",8600000US02052,2812,02052,12522.0,74.8232467099923
"Medway, MA",8600000US02053,2630,02053,12523.0,88.69311205244966
"Millis, MA",8600000US02054,1792,02054,12524.0,56.91087455341081
"Minot, MA",8600000US02055,28,02055,,
"Norfolk, MA",8600000US02056,1688,02056,12525.0,43.902688961672794
"North Marshfield, MA",8600000US02059,8,02059,,
"North Scituate, MA",8600000US02060,581,02060,,
"Norwell, MA",8600000US02061,7879,02061,12526.0,145.56546604070746
"Norwood, MA",8600000US02062,28329,02062,12527.0,1027.666275053832
"Ocean Bluff, MA",8600000US02065,25,02065,,
