GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Orlando, FL",8600000US32817,11112,32817,4670.0,435.43790546530215
"Orlando, FL",8600000US32831,75,32831,4682.0,33.46421559878637
"Fort Lauderdale, FL",8600000US33332,1654,33332,4856.0,71.49425190969403
"Orlando, FL",8600000US32858,91,32858,,
"Orlando, FL",8600000US32861,262,32861,,
"Orlando, FL",8600000US32869,414,32869,,
"Orlando, FL",8600000US32833,263,32833,4684.0,3.2198659115611794
"Orlando, FL",8600000US32836,5016,32836,4686.0,82.75987144105329
"Orlando, FL",8600000US32868,63,32868,,
"Orlando, FL",8600000US32818,5692,32818,4671.0,193.59889010558996
"Orlando, FL",8600000US32832,11933,32832,4683.0,75.89212277861076
"Orlando, FL",8600000US32872,17,32872,,
"Orlando, FL",8600000US32887,0,32887,,
"Indialantic, FL",8600000US32903,2404,32903,4690.0,228.8824301220703
"Orlando, FL",8600000US32826,13405,32826,4678.0,498.0204754217514
"Orlando, FL",8600000US32827,9627,32827,4679.0,114.15114301435497
"Orlando, FL",8600000US32834,243,32834,,
"Melbourne, FL",8600000US32902,509,32902,,
"Orlando, FL",8600000US32835,4712,32835,4685.0,175.177100070253
"Melbourne, FL",8600000US32904,15430,32904,4691.0,234.81577773930294
"Orlando, FL",8600000US32812,5439,32812,4669.0,231.28177174338873
"Orlando, FL",8600000US32839,8106,32839,4688.0,397.41779430574724
"Orlando, FL",8600000US32855,44,32855,,
"Orlando, FL",8600000US32819,62575,32819,4672.0,1198.4674785052487
"Orlando, FL",8600000US32829,530,32829,4681.0,94.6842815160204
"Orlando, FL",8600000US32860,333,32860,,
"Orlando, FL",8600000US32867,0,32867,,
"Orlando, FL",8600000US32878,80,32878,,
"Orlando, FL",8600000US32897,0,32897,,
"Orlando, FL",8600000US32853,101,32853,,
"Orlando, FL",8600000US32854,62,32854,,
"Orlando, FL",8600000US32899,7189,32899,,
"Melbourne, FL",8600000US32901,23166,32901,4689.0,913.4286430892515
"Orlando, FL",8600000US32856,145,32856,,
"Orlando, FL",8600000US32857,59,32857,,
"Orlando, FL",8600000US32859,180,32859,,
"Orlando, FL",8600000US32862,357,32862,,
"Orlando, FL",8600000US32877,12,32877,,
"Orlando, FL",8600000US32815,4546,32815,,
"Miami, FL",8600000US33181,9955,33181,4820.0,908.5633026764331
"Miami, FL",8600000US33187,1199,33187,4826.0,14.029646409733331
"Miami, FL",8600000US33233,40,33233,,
"Miami, FL",8600000US33266,63,33266,,
"Miami, FL",8600000US33188,41,33188,,
"Miami, FL",8600000US33243,108,33243,,
"Miami, FL",8600000US33247,0,33247,,
"Miami, FL",8600000US33261,31,33261,,
"Miami, FL",8600000US33179,7980,33179,4818.0,602.9013608042795
"Miami, FL",8600000US33186,22960,33186,4825.0,703.8095623748312
"Miami, FL",8600000US33193,1343,33193,4829.0,37.786995466235815
"Miami, FL",8600000US33199,244,33199,,
"Miami, FL",8600000US33234,0,33234,,
"Miami, FL",8600000US33255,141,33255,,
"Miami, FL",8600000US33296,9,33296,,
"Miami, FL",8600000US33189,3904,33189,4827.0,188.5895770057521
"Miami, FL",8600000US33238,0,33238,,
"Miami Beach, FL",8600000US33239,10,33239,,
"Miami, FL",8600000US33269,12,33269,,
"Fort Lauderdale, FL",8600000US33303,44,33303,,
"Miami, FL",8600000US33195,0,33195,,
"Miami, FL",8600000US33197,0,33197,,
"Miami, FL",8600000US33231,17,33231,,
"Miami, FL",8600000US33245,81,33245,,
"Miami, FL",8600000US33299,771,33299,,
"Miami, FL",8600000US33185,1240,33185,4824.0,127.65171998854017
"Miami, FL",8600000US33196,4397,33196,4831.0,8.333746814414855
"Miami, FL",8600000US33265,72,33265,,
"Miami, FL",8600000US33242,39,33242,,
"Miami, FL",8600000US33280,37,33280,,
"Fort Lauderdale, FL",8600000US33305,3718,33305,4834.0,585.3001812258119
"Miami, FL",8600000US33190,507,33190,4828.0,115.87617933152929
"Miami, FL",8600000US33256,158,33256,,
"Miami, FL",8600000US33257,36,33257,,
"Fort Lauderdale, FL",8600000US33301,19191,33301,4832.0,2970.649683918601
"Miami, FL",8600000US33182,867,33182,4821.0,6.9106110783169274
"Fort Lauderdale, FL",8600000US33308,17925,33308,4836.0,1506.5146990450085
"Miami, FL",8600000US33283,89,33283,,
"Fort Lauderdale, FL",8600000US33307,218,33307,,
"Miami, FL",8600000US33194,425,33194,4830.0,37.80650399966125
"Fort Lauderdale, FL",8600000US33302,474,33302,,
"Miami, FL",8600000US33184,2663,33184,4823.0,432.1489617308807
"Fort Lauderdale, FL",8600000US33309,46173,33309,4837.0,1897.480103026845
"Fort Lauderdale, FL",8600000US33304,9764,33304,4833.0,1317.5781714918942
"Miami, FL",8600000US33183,5136,33183,4822.0,361.1222633703479
"Miami, FL",8600000US33180,18634,33180,4819.0,2296.4735808177784
"Fort Lauderdale, FL",8600000US33306,4338,33306,4835.0,1999.4939040325892
"Miami, FL",8600000US33162,9820,33162,4804.0,705.2873496515184
"Miami, FL",8600000US33165,9382,33165,4805.0,436.99284644294016
"Miami, FL",8600000US33168,4278,33168,4808.0,469.59101783688465
"Miami, FL",8600000US33169,18515,33169,4809.0,1027.063155758191
"Miami, FL",8600000US33166,41369,33166,4806.0,1661.0851464641119
"Miami, FL",8600000US33170,2268,33170,4810.0,63.035173626883804
"Miami, FL",8600000US33158,653,33158,4801.0,81.90769416795894
"Miami, FL",8600000US33159,9193,33159,,
"Miami, FL",8600000US33174,5823,33174,4813.0,828.5105520202326
"Miami, FL",8600000US33175,6739,33175,4814.0,335.20255555762253
"Miami, FL",8600000US33176,21527,33176,4815.0,667.9046187402364
"Miami, FL",8600000US33167,4225,33167,4807.0,391.02853740148623
"Miami, FL",8600000US33161,10974,33161,4803.0,777.1886972939259
"Miami, FL",8600000US33172,29861,33172,4811.0,1859.461083206291
"Miami, FL",8600000US33178,31507,33178,4817.0,512.0455768181153
"North Miami Beach, FL",8600000US33160,8921,33160,4802.0,922.654726177569
"Miami, FL",8600000US33177,3172,33177,4816.0,99.1158503680629
"Miami, FL",8600000US33163,42,33163,,
"Miami, FL",8600000US33173,12989,33173,4812.0,888.2726198872265
"Miami, FL",8600000US33156,19877,33156,4799.0,544.6779956145707
"Miami, FL",8600000US33164,0,33164,,
"Miami, FL",8600000US33157,15331,33157,4800.0,404.10851121426816
"Miami, FL",8600000US33145,6771,33145,4792.0,1003.4823252394256
"Miami, FL",8600000US33143,16520,33143,4790.0,807.2167128650017
"Miami, FL",8600000US33137,10837,33137,4784.0,2120.985208100022
"Miami Beach, FL",8600000US33139,25976,33139,4786.0,4270.498673113844
"Miami, FL",8600000US33142,19940,33142,4789.0,1031.6122412743402
"Miami Beach, FL",8600000US33141,5114,33141,4788.0,902.4745166537783
"Miami, FL",8600000US33144,9643,33144,4791.0,1134.1552930638225
