GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Melrose, NM",8600000US88124,131,88124,18157.0,0.07820707293138021
"Velarde, NM",8600000US87582,53,87582,18052.0,1.1589229258964127
"Guadalupita, NM",8600000US87722,0,87722,18062.0,0.0
"Aragon, NM",8600000US87820,0,87820,18083.0,0.0
"Quemado, NM",8600000US87829,40,87829,18090.0,0.009966769929421403
"Garfield, NM",8600000US87936,23,87936,18099.0,1.5831653629299902
"Las Cruces, NM",8600000US88003,129,88003,18108.0,36.32148398884227
"Columbus, NM",8600000US88029,0,88029,18123.0,0.0
"Roswell, NM",8600000US88202,2158,88202,,
"Artesia, NM",8600000US88210,3699,88210,18166.0,1.5995660707195776
"Angel Fire, NM",8600000US87710,911,87710,18055.0,1.7831457253941334
"Holman, NM",8600000US87723,0,87723,18063.0,0.0
"La Loma, NM",8600000US87724,0,87724,18064.0,0.0
"Datil, NM",8600000US87821,38,87821,18084.0,0.005898638020640198
"Deming, NM",8600000US88031,431,88031,,
"Hachita, NM",8600000US88040,0,88040,18129.0,0.0
"Tyrone, NM",8600000US88065,0,88065,18145.0,0.0
"Taos, NM",8600000US87571,5621,87571,18044.0,9.401688424151809
"Anton Chico, NM",8600000US87711,0,87711,18056.0,0.0
"Maxwell, NM",8600000US87728,11,87728,18065.0,0.015134055392048826
"Hatch, NM",8600000US87937,358,87937,18100.0,0.4066461626357224
"Winston, NM",8600000US87943,52,87943,18105.0,0.03184196195483073
"Fairacres, NM",8600000US88033,127,88033,18125.0,0.1015395221670495
"Hanover, NM",8600000US88041,0,88041,18130.0,0.0
"Mesilla Park, NM",8600000US88047,453,88047,18135.0,21.215212028247798
"Floyd, NM",8600000US88118,0,88118,18153.0,0.0
"Buena Vista, NM",8600000US87712,0,87712,18057.0,0.0
"Miami, NM",8600000US87729,6,87729,18066.0,0.028333127941766695
"Reserve, NM",8600000US87830,131,87830,18091.0,0.07866308779641272
"Arrey, NM",8600000US87930,50,87930,18095.0,0.08307795971603568
"Las Cruces, NM",8600000US88012,1077,88012,18114.0,3.514857398498563
"Animas, NM",8600000US88020,0,88020,18115.0,0.0
"Mimbres, NM",8600000US88049,40,88049,18137.0,0.033859700205808065
"Los Angeles, CA",8600000US90019,6750,90019,1843.0,661.7254564802774
"Los Angeles, CA",8600000US90004,9698,90004,1829.0,1224.9474995433918
"Los Angeles, CA",8600000US90008,4407,90008,1833.0,457.2594213131449
"Los Angeles, CA",8600000US90015,35539,90015,1839.0,8301.235409946346
"Los Angeles, CA",8600000US90020,5274,90020,1844.0,1873.0296165261302
"Los Angeles, CA",8600000US90016,7993,90016,1840.0,857.251486354815
"Los Angeles, CA",8600000US90012,29107,90012,1836.0,3225.616628919775
"Los Angeles, CA",8600000US90017,34795,90017,1841.0,18080.312023732262
"Los Angeles, CA",8600000US90022,13294,90022,1846.0,1157.1469842150493
"Los Angeles, CA",8600000US90005,4688,90005,1830.0,1578.7605517310126
"Los Angeles, CA",8600000US90010,37042,90010,1834.0,33938.46328631925
"Los Angeles, CA",8600000US90021,28185,90021,1845.0,5467.382123939743
"Los Angeles, CA",8600000US90002,1257,90002,1827.0,159.7744802912395
"Los Angeles, CA",8600000US90006,7977,90006,1831.0,1578.3490947296357
"Los Angeles, CA",8600000US90011,10562,90011,1835.0,936.5993533544968
"Los Angeles, CA",8600000US90007,37885,90007,1832.0,5275.674718203633
"Los Angeles, CA",8600000US90009,8218,90009,,
"Los Angeles, CA",8600000US90013,11878,90013,1837.0,5997.984176390625
"Los Angeles, CA",8600000US90014,17522,90014,1838.0,23384.648236008514
"Los Angeles, CA",8600000US90018,4118,90018,1842.0,547.6425769096708
"Los Angeles, CA",8600000US90023,25352,90023,1847.0,1880.3762651300865
"Los Angeles, CA",8600000US90003,4659,90003,1828.0,508.26140236291917
"Whittier, CA",8600000US90608,323,90608,,
"La Habra, CA",8600000US90633,183,90633,,
"Whittier, CA",8600000US90606,7440,90606,1944.0,757.8775720088105
"La Palma, CA",8600000US90623,10078,90623,1947.0,2142.6310224823183
"Santa Monica, CA",8600000US90406,231,90406,,
"Santa Monica, CA",8600000US90409,42,90409,,
"Torrance, CA",8600000US90505,32806,90505,1938.0,2211.7936347861214
"Buena Park, CA",8600000US90621,9734,90621,1946.0,920.403445716668
"Santa Monica, CA",8600000US90405,15124,90405,1933.0,2204.4413867691246
"Torrance, CA",8600000US90502,14634,90502,1935.0,2516.0009511081907
"Whittier, CA",8600000US90603,5152,90603,1941.0,584.2572827749681
"Whittier, CA",8600000US90604,1586,90604,1942.0,144.81892931329622
"Whittier, CA",8600000US90609,168,90609,,
"La Habra, CA",8600000US90632,152,90632,,
"Torrance, CA",8600000US90501,27503,90501,1934.0,1886.482495180563
"Torrance, CA",8600000US90510,739,90510,,
"La Mirada, CA",8600000US90637,289,90637,,
"Torrance, CA",8600000US90503,31037,90503,1936.0,2227.6499323171092
"La Mirada, CA",8600000US90638,15941,90638,1950.0,769.9760631680808
"Northridge, CA",8600000US91330,888,91330,,
"Whittier, CA",8600000US90607,180,90607,,
"Torrance, CA",8600000US90506,0,90506,,
"Torrance, CA",8600000US90507,26,90507,,
"Whittier, CA",8600000US90605,5132,90605,1943.0,375.39432130506145
"Whittier, CA",8600000US90610,0,90610,,
"Torrance, CA",8600000US90504,7781,90504,1937.0,665.3325812108061
"Whittier, CA",8600000US90612,0,90612,,
"Buena Park, CA",8600000US90622,896,90622,,
"Torrance, CA",8600000US90508,11,90508,,
"Buena Park, CA",8600000US90620,17684,90620,1945.0,1053.7950326948192
"Buena Park, CA",8600000US90624,0,90624,,
"Cypress, CA",8600000US90630,22321,90630,1948.0,1393.8028506737037
"Santa Monica, CA",8600000US90408,67,90408,,
"La Mirada, CA",8600000US90639,0,90639,,
"Montebello, CA",8600000US90640,30029,90640,1951.0,1310.9928292023314
"Torrance, CA",8600000US90509,6372,90509,,
"Whittier, CA",8600000US90602,4520,90602,1940.0,415.9395775986354
"Whittier, CA",8600000US90601,12881,90601,1939.0,526.741010715444
"Los Angeles, CA",8600000US90089,936,90089,,
"Beverly Hills, CA",8600000US90210,22427,90210,1889.0,926.0150056794652
"Los Angeles, CA",8600000US90054,215,90054,,
"Los Angeles, CA",8600000US90063,4947,90063,1879.0,535.7996362801014
"Los Angeles, CA",8600000US90072,7,90072,,
"Los Angeles, CA",8600000US90046,10573,90046,1869.0,744.9943468366172
"Los Angeles, CA",8600000US90055,56,90055,,
"Los Angeles, CA",8600000US90059,7977,90059,1876.0,946.2758050550843
"Los Angeles, CA",8600000US90062,1047,90062,1878.0,208.9623909608498
"Los Angeles, CA",8600000US90064,29965,90064,1880.0,2886.287126090244
"Los Angeles, CA",8600000US90073,0,90073,,
"Bell Gardens, CA",8600000US90202,244,90202,,
"Los Angeles, CA",8600000US90068,4618,90068,1884.0,221.82644439253443
"Los Angeles, CA",8600000US90091,239,90091,,
"Los Angeles, CA",8600000US90074,0,90074,,
"Los Angeles, CA",8600000US90079,1042,90079,,
"Los Angeles, CA",8600000US90081,51,90081,,
"Los Angeles, CA",8600000US90050,0,90050,,
"Los Angeles, CA",8600000US90051,423,90051,,
"Los Angeles, CA",8600000US90075,0,90075,,
"Los Angeles, CA",8600000US90076,32,90076,,
"Los Angeles, CA",8600000US90082,0,90082,,
"Los Angeles, CA",8600000US90083,0,90083,,
"Los Angeles, CA",8600000US90093,16,90093,,
"Beverly Hills, CA",8600000US90209,173,90209,,
"Los Angeles, CA",8600000US90056,2002,90056,1873.0,486.740574081575
"Los Angeles, CA",8600000US90094,0,90094,,
"Los Angeles, CA",8600000US90067,37842,90067,1883.0,47952.79990774896
"Los Angeles, CA",8600000US90077,2131,90077,1887.0,94.64205185744909
"Los Angeles, CA",8600000US90086,253,90086,,
"Los Angeles, CA",8600000US90095,261,90095,,
"Los Angeles, CA",8600000US90057,8554,90057,1874.0,3741.525907464375
"Los Angeles, CA",8600000US90070,0,90070,,
"Los Angeles, CA",8600000US90060,128,90060,,
"Los Angeles, CA",8600000US90071,35178,90071,1886.0,108058.1298552897
"Los Angeles, CA",8600000US90048,36611,90048,1871.0,7370.669522781814
"Los Angeles, CA",8600000US90052,49,90052,,
"Los Angeles, CA",8600000US90065,9840,90065,1881.0,763.2265651244396
"Los Angeles, CA",8600000US90066,12965,90066,1882.0,1033.5560946327628
"West Hollywood, CA",8600000US90069,26148,90069,1885.0,4751.843047431019
"Los Angeles, CA",8600000US90096,0,90096,,
"Los Angeles, CA",8600000US90047,3934,90047,1870.0,343.9715617533002
"Los Angeles, CA",8600000US90049,39011,90049,1872.0,952.7888031305966
"Los Angeles, CA",8600000US90061,7672,90061,1877.0,1121.1460240087752
"Los Angeles, CA",8600000US90101,0,90101,,
"Bell, CA",8600000US90201,13844,90201,1888.0,876.0087008596073
"Los Angeles, CA",8600000US90053,0,90053,,
"Los Angeles, CA",8600000US90058,48544,90058,1875.0,4368.819673512086
"Los Angeles, CA",8600000US90078,426,90078,,
"Los Angeles, CA",8600000US90088,0,90088,,
"Redondo Beach, CA",8600000US90278,16364,90278,1918.0,1772.43606303001
"Inglewood, CA",8600000US90309,20,90309,,
"Playa Del Rey, CA",8600000US90293,1281,90293,1923.0,169.32755020046346
"Santa Monica, CA",8600000US90402,2171,90402,1930.0,425.9891444387716
"Santa Monica, CA",8600000US90404,27979,90404,1932.0,5389.492387214388
"Topanga, CA",8600000US90290,808,90290,1920.0,20.19881079501444
"Inglewood, CA",8600000US90310,0,90310,,
"Manhattan Beach, CA",8600000US90267,97,90267,,
"Palos Verdes Peninsula, CA",8600000US90274,6954,90274,1915.0,221.95872735874954
"Malibu, CA",8600000US90265,7798,90265,1911.0,28.002824414139294
"Pacific Palisades, CA",8600000US90272,5433,90272,1914.0,91.68979585223919
"Inglewood, CA",8600000US90311,8,90311,,
"South Gate, CA",8600000US90280,18979,90280,1919.0,1003.7166975113389
"Marina Del Rey, CA",8600000US90292,15801,90292,1922.0,2839.3949380745594
"Inglewood, CA",8600000US90304,2985,90304,1927.0,662.6669848652189
"Santa Monica, CA",8600000US90401,22593,90401,1929.0,11214.377116376772
"Manhattan Beach, CA",8600000US90266,14458,90266,1912.0,1421.6416175013148
"Redondo Beach, CA",8600000US90277,8983,90277,1917.0,955.1670144028935
"Venice, CA",8600000US90291,6910,90291,1921.0,1088.9956906659675
"Playa Del Rey, CA",8600000US90296,17,90296,,
"Venice, CA",8600000US90294,22,90294,,
"Inglewood, CA",8600000US90301,17458,90301,1924.0,2697.3226392169513
"Maywood, CA",8600000US90270,2725,90270,1913.0,817.0422112490371
"Rancho Palos Verdes, CA",8600000US90275,4049,90275,1916.0,113.96951893801013
"Malibu, CA",8600000US90263,52,90263,1910.0,187.35295495242315
"Marina Del Rey, CA",8600000US90295,267,90295,,
"Inglewood, CA",8600000US90306,52,90306,,
"Malibu, CA",8600000US90264,274,90264,,
"Inglewood, CA",8600000US90307,0,90307,,
"Santa Monica, CA",8600000US90403,8519,90403,1931.0,2323.8343184419537
"Inglewood, CA",8600000US90303,4477,90303,1926.0,886.461454568999
"Inglewood, CA",8600000US90305,1004,90305,1928.0,146.2197178454612
"Inglewood, CA",8600000US90308,45,90308,,
"Inglewood, CA",8600000US90302,3809,90302,1925.0,775.8365907674835
"San Fernando, CA",8600000US91340,12610,91340,2030.0,1543.033881157268
"Granada Hills, CA",8600000US91344,8474,91344,2033.0,219.930590798347
"West Hills, CA",8600000US91308,101,91308,,
"Northridge, CA",8600000US91325,8414,91325,2026.0,624.9128712963942
"Northridge, CA",8600000US91328,775,91328,,
"Encino, CA",8600000US91316,8458,91316,2022.0,482.3123713351345
"Canoga Park, CA",8600000US91304,13517,91304,2018.0,549.5471856410805
"Canoga Park, CA",8600000US91305,139,91305,,
"Canoga Park, CA",8600000US91309,0,91309,,
"Newbury Park, CA",8600000US91319,107,91319,,
"San Fernando, CA",8600000US91341,232,91341,,
"North Hills, CA",8600000US91343,7076,91343,2032.0,456.7967495902967
"Mission Hills, CA",8600000US91345,6528,91345,2034.0,828.2451910267348
"Newhall, CA",8600000US91322,124,91322,,
"Pacoima, CA",8600000US91333,0,91333,,
"Winnetka, CA",8600000US91306,3086,91306,2019.0,285.8936408953529
"Newhall, CA",8600000US91321,7543,91321,2024.0,150.9096522937977
"West Hills, CA",8600000US91307,5835,91307,2020.0,93.66575499735296
"Northridge, CA",8600000US91329,0,91329,,
"Sylmar, CA",8600000US91342,22556,91342,2031.0,161.29462231887376
"Chatsworth, CA",8600000US91312,0,91312,,
"Newbury Park, CA",8600000US91320,14467,91320,2023.0,265.75717593973735
"Pacoima, CA",8600000US91334,0,91334,,
"Reseda, CA",8600000US91335,7724,91335,2029.0,454.73068863440557
"Castaic, CA",8600000US91310,202,91310,,
"Chatsworth, CA",8600000US91313,4022,91313,,
"Glendale, CA",8600000US91205,6248,91205,2010.0,1331.2447052767404
"Northridge, CA",8600000US91326,2926,91326,2027.0,131.7466759066443
"Reseda, CA",8600000US91337,75,91337,,
"Canoga Park, CA",8600000US91303,11698,91303,2017.0,2107.3038850015196
"Northridge, CA",8600000US91324,18438,91324,2025.0,1637.6582889819383
"Northridge, CA",8600000US91327,71,91327,,
"Chatsworth, CA",8600000US91311,39854,91311,2021.0,517.1089037267886
"Pacoima, CA",8600000US91331,11844,91331,2028.0,492.2274484793418
"Sunset Beach, CA",8600000US90742,355,90742,1971.0,682.3445743995849
"Pico Rivera, CA",8600000US90662,18,90662,,
"Cerritos, CA",8600000US90703,33026,90703,1957.0,1496.976606760255
"Pico Rivera, CA",8600000US90665,0,90665,,
"Lakewood, CA",8600000US90713,3244,90713,1962.0,368.85885258972115
"San Pedro, CA",8600000US90732,3704,90732,1969.0,372.072689985097
"Santa Fe Springs, CA",8600000US90670,59652,90670,1954.0,2746.9187650304143
"Harbor City, CA",8600000US90710,7459,90710,1960.0,1281.3207687512336
"Lakewood, CA",8600000US90715,594,90715,1963.0,135.36872595011639
"San Pedro, CA",8600000US90734,64,90734,,
"Los Alamitos, CA",8600000US90721,41,90721,,
"Norwalk, CA",8600000US90651,332,90651,,
"Lomita, CA",8600000US90717,3352,90717,1965.0,659.6404723277673
"Norwalk, CA",8600000US90650,17583,90650,1952.0,693.2048928445903
"Avalon, CA",8600000US90704,2061,90704,1958.0,10.613137482273975
"Paramount, CA",8600000US90723,18192,90723,1967.0,1495.8111614054408
"Carson, CA",8600000US90745,16021,90745,1974.0,768.9809933875123
"Los Alamitos, CA",8600000US90720,16120,90720,1966.0,995.0050376759398
"Lakewood, CA",8600000US90711,14,90711,,
"Seal Beach, CA",8600000US90740,7022,90740,1970.0,242.3979488066026
"Surfside, CA",8600000US90743,54,90743,1972.0,229.72076165194753
"Bellflower, CA",8600000US90706,12057,90706,1959.0,764.3279153765952
"Lakewood, CA",8600000US90712,11803,90712,1961.0,761.9101965893561
"San Pedro, CA",8600000US90731,10323,90731,1968.0,519.0317420868274
"Norwalk, CA",8600000US90652,5,90652,,
"Artesia, CA",8600000US90702,251,90702,,
"Lakewood, CA",8600000US90714,469,90714,,
"Wilmington, CA",8600000US90744,9583,90744,1973.0,370.02460163567633
"Pico Rivera, CA",8600000US90660,11796,90660,1953.0,582.2977629666027
"Artesia, CA",8600000US90701,12691,90701,1956.0,3032.264430852496
"San Pedro, CA",8600000US90733,214,90733,,
"Bellflower, CA",8600000US90707,153,90707,,
"Stanton, CA",8600000US90680,6732,90680,1955.0,968.4674089569424
"Pico Rivera, CA",8600000US90661,6,90661,,
"Hawaiian Gardens, CA",8600000US90716,2335,90716,1964.0,946.6633259789553
"Long Beach, CA",8600000US90807,21267,90807,1981.0,1793.842179339007
"Arcadia, CA",8600000US91006,11851,91006,1989.0,763.1952734056425
"Wilmington, CA",8600000US90748,819,90748,,
"Long Beach, CA",8600000US90804,11849,90804,1978.0,1889.2027019313587
"Long Beach, CA",8600000US90803,7648,90803,1977.0,714.6890084232006
"Long Beach, CA",8600000US90831,1831,90831,,
"Long Beach, CA",8600000US90840,594,90840,,
"Long Beach, CA",8600000US90813,12126,90813,1984.0,1253.1356811318442
"Long Beach, CA",8600000US90844,0,90844,,
"La Canada Flintridge, CA",8600000US91012,78,91012,,
"Long Beach, CA",8600000US90805,11451,90805,1979.0,597.9793093205815
"Long Beach, CA",8600000US90846,78,90846,,
"La Canada Flintridge, CA",8600000US91011,5439,91011,1992.0,54.86596332920008
"Long Beach, CA",8600000US90848,0,90848,,
"Long Beach, CA",8600000US90853,20,90853,,
"Carson, CA",8600000US90749,1235,90749,,
"Long Beach, CA",8600000US90810,20109,90810,1983.0,1161.9742664506555
"Long Beach, CA",8600000US90808,13770,90808,1982.0,825.004008189408
"Long Beach, CA",8600000US90806,29985,90806,1980.0,2225.633433386016
"Long Beach, CA",8600000US90814,1448,90814,1985.0,424.78565632610866
"Monrovia, CA",8600000US91016,16270,91016,1993.0,713.7350121679317
"Monrovia, CA",8600000US91017,228,91017,,
"Altadena, CA",8600000US91001,4603,91001,1988.0,199.9310861044507
"Carson, CA",8600000US90746,12292,90746,1975.0,805.275827607295
"Long Beach, CA",8600000US90802,31799,90802,1976.0,1874.4641325040238
"Duarte, CA",8600000US91009,10,91009,,
"Montrose, CA",8600000US91020,2318,91020,1994.0,1190.0868537502367
"Long Beach, CA",8600000US90822,405,90822,1987.0,955.2427495895994
"Altadena, CA",8600000US91003,25,91003,,
"Duarte, CA",8600000US91010,8908,91010,1991.0,362.8406233559548
"Long Beach, CA",8600000US90809,658,90809,,
"Arcadia, CA",8600000US91007,9194,91007,1990.0,647.382270288083
"Carson, CA",8600000US90747,336,90747,,
"Long Beach, CA",8600000US90801,1782,90801,,
"Long Beach, CA",8600000US90815,11131,90815,1986.0,588.7917660769616
"Long Beach, CA",8600000US90832,55,90832,,
"Compton, CA",8600000US90223,0,90223,,
"Lawndale, CA",8600000US90261,36,90261,1908.0,552.3420838639397
"Beverly Hills, CA",8600000US90212,17053,90212,1891.0,7231.764634537836
"Compton, CA",8600000US90224,631,90224,,
"Hawthorne, CA",8600000US90251,247,90251,,
"Gardena, CA",8600000US90247,13415,90247,1901.0,1356.201632557412
"Hawthorne, CA",8600000US90250,17237,90250,1904.0,969.8865339101299
"Compton, CA",8600000US90220,24994,90220,1892.0,1403.2778896146824
"Huntington Park, CA",8600000US90255,13009,90255,1906.0,1360.5382414366045
"Culver City, CA",8600000US90231,1079,90231,,
"Culver City, CA",8600000US90230,20670,90230,1895.0,1622.5779961938888
"Lynwood, CA",8600000US90262,7959,90262,1909.0,627.3666656655915
"Hermosa Beach, CA",8600000US90254,5159,90254,1905.0,1385.1196427631728
"Culver City, CA",8600000US90233,0,90233,,
"Beverly Hills, CA",8600000US90211,13349,90211,1890.0,7517.442053637447
"Compton, CA",8600000US90221,15790,90221,1893.0,1120.4046115257775
"Compton, CA",8600000US90222,3937,90222,1894.0,550.1599264739276
"Downey, CA",8600000US90239,55,90239,,
"Gardena, CA",8600000US90248,35707,90248,1902.0,3035.219322583453
"Beverly Hills, CA",8600000US90213,940,90213,,
"Gardena, CA",8600000US90249,12091,90249,1903.0,1491.1689156090397
"Downey, CA",8600000US90240,5522,90240,1897.0,653.7594364172184
"Downey, CA",8600000US90241,22150,90241,1898.0,1863.9917193324975
"Downey, CA",8600000US90242,6202,90242,1899.0,513.4767784225169
"Lawndale, CA",8600000US90260,4743,90260,1907.0,661.7881591405879
"Culver City, CA",8600000US90232,28007,90232,1896.0,4828.286133404268
"El Segundo, CA",8600000US90245,69105,90245,1900.0,4953.437472716849
"Montrose, CA",8600000US91021,36,91021,,
"Sierra Madre, CA",8600000US91025,119,91025,,
"Pasadena, CA",8600000US91050,0,91050,,
"Arcadia, CA",8600000US91066,377,91066,,
"Pasadena, CA",8600000US91105,18034,91105,2002.0,1719.5702619040717
"Pasadena, CA",8600000US91129,0,91129,,
"Glendale, CA",8600000US91210,4193,91210,,
"Pasadena, CA",8600000US91109,996,91109,,
"Pasadena, CA",8600000US91116,100,91116,,
"Pasadena, CA",8600000US91131,0,91131,,
"Pasadena, CA",8600000US91182,0,91182,,
"Pasadena, CA",8600000US91184,0,91184,,
"Pasadena, CA",8600000US91188,0,91188,,
"Glendale, CA",8600000US91225,0,91225,,
"Mount Wilson, CA",8600000US91023,0,91023,,
"Sunland, CA",8600000US91041,120,91041,,
"Pasadena, CA",8600000US91102,46,91102,,
"Glendale, CA",8600000US91201,12165,91201,2006.0,1980.7290450590212
"Glendale, CA",8600000US91207,845,91207,2012.0,74.08497169252685
"Sierra Madre, CA",8600000US91024,1704,91024,1995.0,95.14748921745546
"South Pasadena, CA",8600000US91031,50,91031,,
"Tujunga, CA",8600000US91043,77,91043,,
"Pasadena, CA",8600000US91117,62,91117,,
"Glendale, CA",8600000US91202,2842,91202,2007.0,497.99304597043545
"San Diego, CA",8600000US92114,1586,92114,2193.0,72.9734835709818
"Glendale, CA",8600000US91226,32,91226,,
"South Pasadena, CA",8600000US91030,7036,91030,1996.0,784.2297155517679
"Pasadena, CA",8600000US91106,6864,91106,2003.0,909.2086784922077
"Glendale, CA",8600000US91208,2903,91208,2013.0,128.75884457499026
"Glendale, CA",8600000US91209,2178,91209,,
"Glendale, CA",8600000US91221,0,91221,,
"Arcadia, CA",8600000US91077,65,91077,,
"Pasadena, CA",8600000US91103,12294,91103,2000.0,1014.2385262307376
"Glendale, CA",8600000US91203,24898,91203,2008.0,10565.588720306825
"Agoura Hills, CA",8600000US91301,12337,91301,2015.0,188.82775494023656
"Tujunga, CA",8600000US91042,1870,91042,1998.0,18.40348471065554
"San Marino, CA",8600000US91118,63,91118,,
"Sunland, CA",8600000US91040,2089,91040,1997.0,55.17401233763812
"Verdugo City, CA",8600000US91046,80,91046,,
"Glendale, CA",8600000US91222,27,91222,,
"Pasadena, CA",8600000US91110,0,91110,,
"Pasadena, CA",8600000US91114,63,91114,,
"Pasadena, CA",8600000US91101,24931,91101,1999.0,7406.868235524803
"Pasadena, CA",8600000US91121,0,91121,,
"Glendale, CA",8600000US91204,14666,91204,2009.0,4804.51872422436
"Pasadena, CA",8600000US91115,34,91115,,
"Pasadena, CA",8600000US91124,0,91124,,
"La Crescenta, CA",8600000US91214,3761,91214,2014.0,228.15205931346915
"La Crescenta, CA",8600000US91224,99,91224,,
"Calabasas, CA",8600000US91302,16579,91302,2016.0,221.12360936470424
"Pasadena, CA",8600000US91104,3461,91104,2001.0,348.98326483574647
"Glendale, CA",8600000US91206,7056,91206,2011.0,513.7801351600003
"Pasadena, CA",8600000US91107,19679,91107,2004.0,912.9356990146706
"San Marino, CA",8600000US91108,2419,91108,2005.0,246.29373240995415
"Pasadena, CA",8600000US91125,0,91125,,
"Rosemead, CA",8600000US91770,12942,91770,2105.0,756.5826549304963
"Hacienda Heights, CA",8600000US91745,15501,91745,2089.0,449.2990473996437
"Ontario, CA",8600000US91762,9732,91762,2098.0,480.1609930668739
"Pomona, CA",8600000US91769,1745,91769,,
"Ontario, CA",8600000US91764,18480,91764,2100.0,901.5427503961812
"La Puente, CA",8600000US91747,274,91747,,
"La Puente, CA",8600000US91749,666,91749,,
"Diamond Bar, CA",8600000US91765,11954,91765,2101.0,236.72496066680316
"San Gabriel, CA",8600000US91775,2282,91775,2107.0,290.53579026626164
"La Puente, CA",8600000US91746,22076,91746,2090.0,1205.1147173570364
"La Verne, CA",8600000US91750,8895,91750,2092.0,158.8804896669899
"Rowland Heights, CA",8600000US91748,25669,91748,2091.0,685.3040499095921
"Mira Loma, CA",8600000US91752,11172,91752,2093.0,302.5590122775262
"Monterey Park, CA",8600000US91756,0,91756,,
"Ontario, CA",8600000US91758,0,91758,,
"Pomona, CA",8600000US91767,12222,91767,2103.0,832.1098826222614
"San Dimas, CA",8600000US91773,17098,91773,2106.0,622.2218049330638
"Mt Baldy, CA",8600000US91759,31,91759,2096.0,167.92702216636692
"Monterey Park, CA",8600000US91754,17892,91754,2094.0,1476.0304680011493
