[A]행정구역별(시군구),행정구역별(시군구),[V]직업별,시점,취업인구-현거주지,취업인구-근무지
37040,안동시,9,2015년,12159,12271
37040,안동시,10,2015년,82,69
37050,구미시,0,2015년,205730,231284
37050,구미시,1,2015년,1709,2240
37050,구미시,2,2015년,34217,40989
37050,구미시,3,2015년,28120,32994
37050,구미시,4,2015년,18751,19498
37050,구미시,5,2015년,16773,18380
37050,구미시,6,2015년,7341,7279
37050,구미시,7,2015년,18523,21234
37050,구미시,8,2015년,60165,67715
37050,구미시,9,2015년,19984,20862
37050,구미시,10,2015년,147,93
37060,영주시,0,2015년,49348,48325
37060,영주시,1,2015년,439,424
37060,영주시,2,2015년,6433,6287
37060,영주시,3,2015년,5191,4990
37060,영주시,4,2015년,4975,4811
37060,영주시,5,2015년,4595,4632
37060,영주시,6,2015년,11234,10877
37060,영주시,7,2015년,3758,3761
37060,영주시,8,2015년,4948,5012
37060,영주시,9,2015년,7738,7511
37060,영주시,10,2015년,37,20
37070,영천시,0,2015년,49652,60547
37070,영천시,1,2015년,133,462
37070,영천시,2,2015년,4126,6382
37070,영천시,3,2015년,4970,7391
37070,영천시,4,2015년,4169,4436
37070,영천시,5,2015년,2951,3382
37070,영천시,6,2015년,14486,15126
37070,영천시,7,2015년,3516,4619
37070,영천시,8,2015년,7696,10323
37070,영천시,9,2015년,7482,8175
37070,영천시,10,2015년,123,251
37080,상주시,0,2015년,52399,53868
37080,상주시,1,2015년,396,462
37080,상주시,2,2015년,5175,5459
37080,상주시,3,2015년,4619,4855
37080,상주시,4,2015년,4197,4367
37080,상주시,5,2015년,3323,3335
37080,상주시,6,2015년,18561,18732
37080,상주시,7,2015년,3148,3297
37080,상주시,8,2015년,4097,4213
37080,상주시,9,2015년,8870,9140
37080,상주시,10,2015년,13,8
37090,문경시,0,2015년,34891,34709
37090,문경시,1,2015년,239,269
37090,문경시,2,2015년,4413,4348
37090,문경시,3,2015년,3849,3839
37090,문경시,4,2015년,3784,3924
37090,문경시,5,2015년,2688,2757
37090,문경시,6,2015년,8927,8957
37090,문경시,7,2015년,2402,2334
37090,문경시,8,2015년,3067,2932
37090,문경시,9,2015년,5361,5310
37090,문경시,10,2015년,161,39
37100,경산시,0,2015년,120886,132002
37100,경산시,1,2015년,915,1323
37100,경산시,2,2015년,20602,24487
37100,경산시,3,2015년,16831,18672
37100,경산시,4,2015년,12430,13039
37100,경산시,5,2015년,11704,11229
37100,경산시,6,2015년,8937,9168
37100,경산시,7,2015년,11234,11432
37100,경산시,8,2015년,22784,26000
37100,경산시,9,2015년,15149,16428
37100,경산시,10,2015년,300,224
37310,군위군,0,2015년,12160,15079
37310,군위군,1,2015년,33,88
37310,군위군,2,2015년,728,1143
37310,군위군,3,2015년,1032,1826
37310,군위군,4,2015년,985,1168
37310,군위군,5,2015년,422,582
37310,군위군,6,2015년,5123,5346
37310,군위군,7,2015년,611,942
37310,군위군,8,2015년,1140,1645
37310,군위군,9,2015년,2081,2330
37310,군위군,10,2015년,5,9
37320,의성군,0,2015년,29766,32180
37320,의성군,1,2015년,134,193
37320,의성군,2,2015년,1783,2410
37320,의성군,3,2015년,2223,2768
37320,의성군,4,2015년,1756,2017
37320,의성군,5,2015년,1220,1321
37320,의성군,6,2015년,14942,15185
37320,의성군,7,2015년,1203,1356
37320,의성군,8,2015년,1438,1662
37320,의성군,9,2015년,5053,5254
37320,의성군,10,2015년,14,14
37330,청송군,0,2015년,15670,17581
37330,청송군,1,2015년,107,141
37330,청송군,2,2015년,964,1345
37330,청송군,3,2015년,1090,1432
37330,청송군,4,2015년,1890,2478
37330,청송군,5,2015년,625,704
37330,청송군,6,2015년,7063,7169
37330,청송군,7,2015년,482,620
37330,청송군,8,2015년,474,529
37330,청송군,9,2015년,2975,3156
37330,청송군,10,2015년,,7
37340,영양군,0,2015년,10156,10706
37340,영양군,1,2015년,50,98
37340,영양군,2,2015년,679,846
37340,영양군,3,2015년,881,1019
37340,영양군,4,2015년,548,603
37340,영양군,5,2015년,350,367
37340,영양군,6,2015년,5021,5079
37340,영양군,7,2015년,359,397
37340,영양군,8,2015년,385,383
37340,영양군,9,2015년,1883,1897
37340,영양군,10,2015년,,17
37350,영덕군,0,2015년,18025,19546
37350,영덕군,1,2015년,62,111
37350,영덕군,2,2015년,1432,1784
37350,영덕군,3,2015년,1815,2235
37350,영덕군,4,2015년,2126,2347
37350,영덕군,5,2015년,1540,1625
37350,영덕군,6,2015년,5419,5464
37350,영덕군,7,2015년,1580,1674
37350,영덕군,8,2015년,1006,1155
37350,영덕군,9,2015년,3025,3100
37350,영덕군,10,2015년,20,51
37360,청도군,0,2015년,23128,25992
37360,청도군,1,2015년,79,157
37360,청도군,2,2015년,1780,2408
37360,청도군,3,2015년,1788,2222
37360,청도군,4,2015년,1943,2213
37360,청도군,5,2015년,1011,1127
37360,청도군,6,2015년,9060,9493
37360,청도군,7,2015년,900,1179
37360,청도군,8,2015년,1928,2179
37360,청도군,9,2015년,4639,5005
37360,청도군,10,2015년,,9
37370,고령군,0,2015년,16993,22799
37370,고령군,1,2015년,48,214
37370,고령군,2,2015년,1152,1846
37370,고령군,3,2015년,1806,3102
37370,고령군,4,2015년,1342,1496
37370,고령군,5,2015년,1110,1251
37370,고령군,6,2015년,4867,5092
37370,고령군,7,2015년,1394,2260
37370,고령군,8,2015년,2558,4499
37370,고령군,9,2015년,2713,3039
37370,고령군,10,2015년,3,
37380,성주군,0,2015년,22771,30832
37380,성주군,1,2015년,145,264
37380,성주군,2,2015년,1367,2309
37380,성주군,3,2015년,1390,3044
37380,성주군,4,2015년,1461,1926
37380,성주군,5,2015년,893,1245
37380,성주군,6,2015년,10927,11507
37380,성주군,7,2015년,1090,2045
37380,성주군,8,2015년,1986,4354
37380,성주군,9,2015년,3500,4126
37380,성주군,10,2015년,12,12
37390,칠곡군,0,2015년,57451,64102
37390,칠곡군,1,2015년,190,523
37390,칠곡군,2,2015년,6730,7447
37390,칠곡군,3,2015년,7939,10156
37390,칠곡군,4,2015년,4940,5387
37390,칠곡군,5,2015년,4619,5381
37390,칠곡군,6,2015년,4769,5186
37390,칠곡군,7,2015년,5390,6039
37390,칠곡군,8,2015년,16735,16406
37390,칠곡군,9,2015년,6113,7481
37390,칠곡군,10,2015년,26,96
37400,예천군,0,2015년,24048,25753
37400,예천군,1,2015년,64,137
37400,예천군,2,2015년,1850,2476
37400,예천군,3,2015년,1826,2128
37400,예천군,4,2015년,1646,1737
37400,예천군,5,2015년,1093,1123
37400,예천군,6,2015년,10481,10654
37400,예천군,7,2015년,1112,1191
37400,예천군,8,2015년,1419,1499
37400,예천군,9,2015년,4242,4296
37400,예천군,10,2015년,315,512
37410,봉화군,0,2015년,17312,19312
37410,봉화군,1,2015년,67,142
37410,봉화군,2,2015년,894,1365
37410,봉화군,3,2015년,1372,1728
37410,봉화군,4,2015년,1192,1262
37410,봉화군,5,2015년,680,644
37410,봉화군,6,2015년,7665,7945
37410,봉화군,7,2015년,808,1008
37410,봉화군,8,2015년,1091,1335
37410,봉화군,9,2015년,3518,3874
37410,봉화군,10,2015년,25,9
37420,울진군,0,2015년,24246,25879
37420,울진군,1,2015년,193,249
37420,울진군,2,2015년,3173,3611
37420,울진군,3,2015년,2825,3010
37420,울진군,4,2015년,3016,3169
37420,울진군,5,2015년,1676,1721
37420,울진군,6,2015년,5102,5128
37420,울진군,7,2015년,2225,2578
37420,울진군,8,2015년,2319,2627
37420,울진군,9,2015년,3624,3691
37420,울진군,10,2015년,93,95
37430,울릉군,0,2015년,5250,5250
37430,울릉군,1,2015년,51,51
37430,울릉군,2,2015년,409,409
37430,울릉군,3,2015년,874,874
37430,울릉군,4,2015년,877,877
37430,울릉군,5,2015년,448,448
37430,울릉군,6,2015년,720,720
37430,울릉군,7,2015년,350,350
37430,울릉군,8,2015년,385,385
37430,울릉군,9,2015년,1024,1024
37430,울릉군,10,2015년,112,112
38,경상남도,0,2015년,1574475,1617685
38,경상남도,1,2015년,14660,15170
38,경상남도,2,2015년,256455,263603
38,경상남도,3,2015년,230900,239136
38,경상남도,4,2015년,159776,159965
38,경상남도,5,2015년,145881,146011
38,경상남도,6,2015년,144941,145330
38,경상남도,7,2015년,181350,191021
38,경상남도,8,2015년,253057,264883
38,경상남도,9,2015년,179483,184585
38,경상남도,10,2015년,7972,7981
38003,동부,0,2015년,1012167,945979
38003,동부,1,2015년,11135,9702
38003,동부,2,2015년,188911,183620
38003,동부,3,2015년,165953,152147
38003,동부,4,2015년,106993,102313
38003,동부,5,2015년,106359,104206
38003,동부,6,2015년,16537,11477
38003,동부,7,2015년,129366,124703
38003,동부,8,2015년,178901,158454
38003,동부,9,2015년,101575,93299
38003,동부,10,2015년,6437,6058
38004,읍부,0,2015년,213400,203780
38004,읍부,1,2015년,1810,1977
38004,읍부,2,2015년,34203,35078
38004,읍부,3,2015년,34684,32159
38004,읍부,4,2015년,22175,21528
38004,읍부,5,2015년,19531,17394
38004,읍부,6,2015년,18922,18621
38004,읍부,7,2015년,21325,20211
38004,읍부,8,2015년,35612,30376
38004,읍부,9,2015년,24448,25685
38004,읍부,10,2015년,690,751
38005,면부,0,2015년,348908,430813
38005,면부,1,2015년,1715,2981
38005,면부,2,2015년,33341,39689
38005,면부,3,2015년,30263,49241
38005,면부,4,2015년,30608,31226
38005,면부,5,2015년,19991,20463
38005,면부,6,2015년,109482,113491
38005,면부,7,2015년,30659,42391
38005,면부,8,2015년,38544,69776
38005,면부,9,2015년,53460,60579
38005,면부,10,2015년,845,976
38030,진주시,0,2015년,158713,142020
38030,진주시,1,2015년,2594,1916
38030,진주시,2,2015년,34304,29454
38030,진주시,3,2015년,22261,18946
38030,진주시,4,2015년,18230,17175
38030,진주시,5,2015년,17658,17360
38030,진주시,6,2015년,14049,13284
38030,진주시,7,2015년,12757,11411
38030,진주시,8,2015년,17245,13648
38030,진주시,9,2015년,18861,18126
38030,진주시,10,2015년,754,700
38050,통영시,0,2015년,63483,58868
38050,통영시,1,2015년,266,393
38050,통영시,2,2015년,8362,8613
38050,통영시,3,2015년,7548,7213
38050,통영시,4,2015년,7586,7692
38050,통영시,5,2015년,7074,6837
38050,통영시,6,2015년,5979,5944
38050,통영시,7,2015년,11394,8134
38050,통영시,8,2015년,5882,4863
38050,통영시,9,2015년,9342,9127
38050,통영시,10,2015년,50,52
38060,사천시,0,2015년,54713,60430
38060,사천시,1,2015년,365,531
38060,사천시,2,2015년,7850,9455
38060,사천시,3,2015년,6192,7315
38060,사천시,4,2015년,6492,6608
38060,사천시,5,2015년,4963,5024
38060,사천시,6,2015년,7523,7531
38060,사천시,7,2015년,5688,6065
38060,사천시,8,2015년,7531,9608
38060,사천시,9,2015년,7473,7588
38060,사천시,10,2015년,636,705
38070,김해시,0,2015년,245917,245671
38070,김해시,1,2015년,2729,2406
38070,김해시,2,2015년,42375,39416
38070,김해시,3,2015년,43434,42491
38070,김해시,4,2015년,23183,22322
38070,김해시,5,2015년,24721,24248
38070,김해시,6,2015년,8389,8057
38070,김해시,7,2015년,27213,27981
38070,김해시,8,2015년,48739,52357
38070,김해시,9,2015년,24626,26084
38070,김해시,10,2015년,508,309
38080,밀양시,0,2015년,50197,52646
38080,밀양시,1,2015년,321,408
38080,밀양시,2,2015년,5527,6034
38080,밀양시,3,2015년,5370,5990
38080,밀양시,4,2015년,5265,5322
38080,밀양시,5,2015년,3635,3694
38080,밀양시,6,2015년,13416,13686
38080,밀양시,7,2015년,3149,3407
38080,밀양시,8,2015년,5608,6032
38080,밀양시,9,2015년,7878,8036
38080,밀양시,10,2015년,28,37
38090,거제시,0,2015년,130309,148665
38090,거제시,1,2015년,1074,1174
38090,거제시,2,2015년,21918,24457
38090,거제시,3,2015년,12998,15337
38090,거제시,4,2015년,12091,12603
38090,거제시,5,2015년,7400,7959
38090,거제시,6,2015년,4119,4219
38090,거제시,7,2015년,42644,50883
38090,거제시,8,2015년,17878,20884
38090,거제시,9,2015년,10146,11107
38090,거제시,10,2015년,41,42
38100,양산시,0,2015년,134736,141218
38100,양산시,1,2015년,1433,1426
38100,양산시,2,2015년,22519,23488
38100,양산시,3,2015년,21814,23317
38100,양산시,4,2015년,13436,12857
38100,양산시,5,2015년,13888,12314
38100,양산시,6,2015년,2024,1915
38100,양산시,7,2015년,12851,13649
38100,양산시,8,2015년,31739,35610
38100,양산시,9,2015년,14970,16591
38100,양산시,10,2015년,62,51
38110,창원시,0,2015년,490211,489248
38110,창원시,1,2015년,4728,4939
38110,창원시,2,2015년,91611,94371
38110,창원시,3,2015년,86431,86656
38110,창원시,4,2015년,50200,50541
38110,창원시,5,2015년,51500,52912
38110,창원시,6,2015년,9960,9791
38110,창원시,7,2015년,48860,48275
38110,창원시,8,2015년,94225,89064
38110,창원시,9,2015년,46937,46756
38110,창원시,10,2015년,5759,5943
38111,의창구,0,2015년,121231,119956
38111,의창구,1,2015년,917,1250
38111,의창구,2,2015년,20297,20935
38111,의창구,3,2015년,21613,22743
38111,의창구,4,2015년,12321,11928
38111,의창구,5,2015년,13244,13302
38111,의창구,6,2015년,4694,4998
38111,의창구,7,2015년,12882,13011
38111,의창구,8,2015년,22895,19705
38111,의창구,9,2015년,12047,11840
38111,의창구,10,2015년,321,244
38112,성산구,0,2015년,114136,154553
38112,성산구,1,2015년,1446,1854
38112,성산구,2,2015년,27516,33627
38112,성산구,3,2015년,24239,31601
38112,성산구,4,2015년,10469,12311
38112,성산구,5,2015년,11297,13634
38112,성산구,6,2015년,311,310
38112,성산구,7,2015년,8025,12445
38112,성산구,8,2015년,23835,38637
38112,성산구,9,2015년,6840,9909
38112,성산구,10,2015년,158,225
38113,마산합포구,0,2015년,80342,71851
38113,마산합포구,1,2015년,880,588
38113,마산합포구,2,2015년,14905,13670
38113,마산합포구,3,2015년,12398,10212
38113,마산합포구,4,2015년,9697,9848
38113,마산합포구,5,2015년,9928,10474
38113,마산합포구,6,2015년,2995,2961
38113,마산합포구,7,2015년,7504,6421
38113,마산합포구,8,2015년,12673,8870
38113,마산합포구,9,2015년,9266,8705
38113,마산합포구,10,2015년,96,102
38114,마산회원구,0,2015년,95735,76326
38114,마산회원구,1,2015년,977,850
38114,마산회원구,2,2015년,16475,14757
38114,마산회원구,3,2015년,14391,11883
38114,마산회원구,4,2015년,9827,8841
38114,마산회원구,5,2015년,10068,9642
38114,마산회원구,6,2015년,947,561
38114,마산회원구,7,2015년,10984,7466
38114,마산회원구,8,2015년,21019,13274
38114,마산회원구,9,2015년,10896,8985
38114,마산회원구,10,2015년,151,67
38115,진해구,0,2015년,78767,66507
38115,진해구,1,2015년,508,397
38115,진해구,2,2015년,12418,11382
38115,진해구,3,2015년,13790,10211
38115,진해구,4,2015년,7886,7613
38115,진해구,5,2015년,6963,5853
38115,진해구,6,2015년,1013,961
38115,진해구,7,2015년,9465,8917
38115,진해구,8,2015년,13803,8562
38115,진해구,9,2015년,7888,7306
38115,진해구,10,2015년,5033,5305
38310,의령군,0,2015년,13342,15228
38310,의령군,1,2015년,100,120
38310,의령군,2,2015년,1057,1627
38310,의령군,3,2015년,1309,1845
38310,의령군,4,2015년,1187,1324
38310,의령군,5,2015년,675,697
38310,의령군,6,2015년,4721,4794
38310,의령군,7,2015년,747,865
38310,의령군,8,2015년,1389,1694
38310,의령군,9,2015년,2155,2260
38310,의령군,10,2015년,2,2
38320,함안군,0,2015년,33908,47722
38320,함안군,1,2015년,167,373
38320,함안군,2,2015년,3463,4679
38320,함안군,3,2015년,5048,7787
38320,함안군,4,2015년,2696,2987
38320,함안군,5,2015년,2369,2432
38320,함안군,6,2015년,6873,7181
38320,함안군,7,2015년,2883,5315
38320,함안군,8,2015년,6287,11930
38320,함안군,9,2015년,4083,5003
38320,함안군,10,2015년,39,35
38330,창녕군,0,2015년,31243,34799
38330,창녕군,1,2015년,172,253
38330,창녕군,2,2015년,2483,3521
38330,창녕군,3,2015년,3026,4003
38330,창녕군,4,2015년,3056,3113
38330,창녕군,5,2015년,1912,2012
38330,창녕군,6,2015년,9222,9449
38330,창녕군,7,2015년,1915,2161
38330,창녕군,8,2015년,4817,5455
38330,창녕군,9,2015년,4616,4810
38330,창녕군,10,2015년,24,22
38340,고성군,0,2015년,27269,32245
38340,고성군,1,2015년,85,194
38340,고성군,2,2015년,2477,3458
38340,고성군,3,2015년,2591,3565
38340,고성군,4,2015년,2324,2500
38340,고성군,5,2015년,1631,1698
38340,고성군,6,2015년,7097,7269
38340,고성군,7,2015년,3470,4571
38340,고성군,8,2015년,3243,4360
38340,고성군,9,2015년,4335,4604
38340,고성군,10,2015년,16,26
38350,남해군,0,2015년,23851,24692
38350,남해군,1,2015년,110,145
38350,남해군,2,2015년,1868,2317
38350,남해군,3,2015년,2233,2393
38350,남해군,4,2015년,2704,2889
38350,남해군,5,2015년,1645,1655
38350,남해군,6,2015년,8748,8809
38350,남해군,7,2015년,1142,1135
38350,남해군,8,2015년,1029,942
38350,남해군,9,2015년,4366,4401
38350,남해군,10,2015년,6,6
38360,하동군,0,2015년,23304,25797
38360,하동군,1,2015년,107,220
38360,하동군,2,2015년,2009,2677
38360,하동군,3,2015년,2101,2578
38360,하동군,4,2015년,2395,2546
38360,하동군,5,2015년,1487,1594
38360,하동군,6,2015년,7847,7952
38360,하동군,7,2015년,1644,1817
38360,하동군,8,2015년,1586,2155
38360,하동군,9,2015년,4112,4234
38360,하동군,10,2015년,16,24
38370,산청군,0,2015년,17878,20140
38370,산청군,1,2015년,61,156
38370,산청군,2,2015년,1364,1773
38370,산청군,3,2015년,1260,1827
38370,산청군,4,2015년,1744,1998
38370,산청군,5,2015년,898,986
38370,산청군,6,2015년,7261,7560
38370,산청군,7,2015년,909,1040
38370,산청군,8,2015년,1079,1381
38370,산청군,9,2015년,3295,3419
38370,산청군,10,2015년,7,
38380,함양군,0,2015년,20539,21372
38380,함양군,1,2015년,80,153
38380,함양군,2,2015년,1764,2128
38380,함양군,3,2015년,1862,2052
38380,함양군,4,2015년,2310,2359
38380,함양군,5,2015년,1188,1213
38380,함양군,6,2015년,7672,7734
38380,함양군,7,2015년,1018,1067
38380,함양군,8,2015년,1485,1480
38380,함양군,9,2015년,3154,3186
38380,함양군,10,2015년,6,
38390,거창군,0,2015년,31401,31781
38390,거창군,1,2015년,167,176
38390,거창군,2,2015년,3712,3737
38390,거창군,3,2015년,3219,3216
38390,거창군,4,2015년,2822,2883
38390,거창군,5,2015년,2198,2282
38390,거창군,6,2015년,10366,10342
38390,거창군,7,2015년,1792,1901
38390,거창군,8,2015년,2027,2105
38390,거창군,9,2015년,5080,5112
38390,거창군,10,2015년,18,27
38400,합천군,0,2015년,23461,25127
38400,합천군,1,2015년,101,187
38400,합천군,2,2015년,1792,2397
38400,합천군,3,2015년,2203,2605
38400,합천군,4,2015년,2055,2239
38400,합천군,5,2015년,1039,1094
38400,합천군,6,2015년,9675,9813
38400,합천군,7,2015년,1274,1344
38400,합천군,8,2015년,1268,1307
38400,합천군,9,2015년,4054,4141
39,제주특별자치도,0,2015년,312660,312748
39,제주특별자치도,1,2015년,3439,3445
39,제주특별자치도,2,2015년,48217,48257
39,제주특별자치도,3,2015년,41035,41043
39,제주특별자치도,4,2015년,50037,50044
39,제주특별자치도,5,2015년,35434,35440
39,제주특별자치도,6,2015년,42582,42590
39,제주특별자치도,7,2015년,24669,24669
39,제주특별자치도,8,2015년,20851,20857
39,제주특별자치도,9,2015년,46196,46203
39,제주특별자치도,10,2015년,200,200
39003,동부,0,2015년,224637,206697
39003,동부,1,2015년,3049,2759
39003,동부,2,2015년,40460,38686
39003,동부,3,2015년,34595,32176
39003,동부,4,2015년,37476,34802
39003,동부,5,2015년,28879,28410
39003,동부,6,2015년,16738,12293
39003,동부,7,2015년,18276,17550
39003,동부,8,2015년,15717,13462
39003,동부,9,2015년,29272,26394
39003,동부,10,2015년,175,165
39004,읍부,0,2015년,70047,75940
39004,읍부,1,2015년,264,455
39004,읍부,2,2015년,6425,7340
39004,읍부,3,2015년,5263,5822
39004,읍부,4,2015년,10013,10346
39004,읍부,5,2015년,5297,4729
39004,읍부,6,2015년,19890,22779
39004,읍부,7,2015년,5343,5270
39004,읍부,8,2015년,4183,4653
39004,읍부,9,2015년,13369,14542
39004,읍부,10,2015년,,4
39005,면부,0,2015년,17976,20534
39005,면부,1,2015년,126,162
39005,면부,2,2015년,1332,1553
39005,면부,3,2015년,1177,1523
39005,면부,4,2015년,2548,3205
39005,면부,5,2015년,1258,1237
39005,면부,6,2015년,5954,6632
39005,면부,7,2015년,1050,1165
39005,면부,8,2015년,951,1199
39005,면부,9,2015년,3555,3833
39005,면부,10,2015년,25,25
39010,제주시,0,2015년,227070,219527
39010,제주시,1,2015년,2919,2701
39010,제주시,2,2015년,39531,38126
39010,제주시,3,2015년,32804,31609
39010,제주시,4,2015년,36598,35127
39010,제주시,5,2015년,28230,27842
39010,제주시,6,2015년,21350,20380
39010,제주시,7,2015년,18817,18273
39010,제주시,8,2015년,16259,15894
39010,제주시,9,2015년,30473,29487
39010,제주시,10,2015년,89,88
39020,서귀포시,0,2015년,85590,93210
39020,서귀포시,1,2015년,520,744
39020,서귀포시,2,2015년,8686,10131
39020,서귀포시,3,2015년,8231,9427
39020,서귀포시,4,2015년,13439,14917
39020,서귀포시,5,2015년,7204,7598
39020,서귀포시,6,2015년,21232,22206
39020,서귀포시,7,2015년,5852,6396
39020,서귀포시,8,2015년,4592,4963
39020,서귀포시,9,2015년,15723,16716
39020,서귀포시,10,2015년,111,112
