[A]행정구역(시군구)별,행정구역(시군구)별,시점,총인구수[명]
41480,파주시,2017,437848
41480,파주시,2018,451848
41480,파주시,2019,454040
41480,파주시,2020,465617
41500,이천시,2010,202595
41500,이천시,2011,204566
41500,이천시,2012,204917
41500,이천시,2013,205479
41500,이천시,2014,205014
41500,이천시,2015,204935
41500,이천시,2016,210359
41500,이천시,2017,213142
41500,이천시,2018,214206
41500,이천시,2019,215834
41500,이천시,2020,218388
41550,안성시,2010,177937
41550,안성시,2011,180743
41550,안성시,2012,181608
41550,안성시,2013,182173
41550,안성시,2014,181896
41550,안성시,2015,180199
41550,안성시,2016,182896
41550,안성시,2017,182786
41550,안성시,2018,183579
41550,안성시,2019,183405
41550,안성시,2020,187012
41570,김포시,2010,238339
41570,김포시,2011,256994
41570,김포시,2012,287432
41570,김포시,2013,312305
41570,김포시,2014,340310
41570,김포시,2015,349990
41570,김포시,2016,363443
41570,김포시,2017,392092
41570,김포시,2018,423170
41570,김포시,2019,437221
41570,김포시,2020,473970
41590,화성시,2010,505838
41590,화성시,2011,516765
41590,화성시,2012,525490
41590,화성시,2013,530251
41590,화성시,2014,540862
41590,화성시,2015,596525
41590,화성시,2016,640890
41590,화성시,2017,691086
41590,화성시,2018,758722
41590,화성시,2019,815396
41590,화성시,2020,855248
41592,화성시동부출장소,2020,0
41594,화성시동탄출장소,2020,0
41610,광주시,2010,249789
41610,광주시,2011,265222
41610,광주시,2012,275656
41610,광주시,2013,286699
41610,광주시,2014,298858
41610,광주시,2015,312579
41610,광주시,2016,327723
41610,광주시,2017,345947
41610,광주시,2018,363782
41610,광주시,2019,372654
41610,광주시,2020,382054
41630,양주시,2010,196706
41630,양주시,2011,200360
41630,양주시,2012,200310
41630,양주시,2013,199143
41630,양주시,2014,202072
41630,양주시,2015,205184
41630,양주시,2016,205513
41630,양주시,2017,212146
41630,양주시,2018,216951
41630,양주시,2019,222314
41630,양주시,2020,230359
41650,포천시,2010,158658
41650,포천시,2011,157967
41650,포천시,2012,157559
41650,포천시,2013,156603
41650,포천시,2014,155798
41650,포천시,2015,155192
41650,포천시,2016,154763
41650,포천시,2017,152925
41650,포천시,2018,150676
41650,포천시,2019,148379
41650,포천시,2020,147274
41670,여주시,2010,
41670,여주시,2011,
41670,여주시,2012,
41670,여주시,2013,109343
41670,여주시,2014,110386
41670,여주시,2015,111033
41670,여주시,2016,111563
41670,여주시,2017,111984
41670,여주시,2018,111525
41670,여주시,2019,111083
41670,여주시,2020,111897
41730,여주군,2010,109250
41730,여주군,2011,109120
41730,여주군,2012,109550
41730,여주군,2013,
41730,여주군,2014,
41800,연천군,2010,45177
41800,연천군,2011,44900
41800,연천군,2012,45599
41800,연천군,2013,45610
41800,연천군,2014,45363
41800,연천군,2015,45725
41800,연천군,2016,45907
41800,연천군,2017,45431
41800,연천군,2018,44633
41800,연천군,2019,43824
41800,연천군,2020,43516
41820,가평군,2010,58890
41820,가평군,2011,59358
41820,가평군,2012,60794
41820,가평군,2013,61017
41820,가평군,2014,61213
41820,가평군,2015,62008
41820,가평군,2016,62448
41820,가평군,2017,62973
41820,가평군,2018,62918
41820,가평군,2019,62415
41820,가평군,2020,62377
41830,양평군,2010,95833
41830,양평군,2011,99430
41830,양평군,2012,102193
41830,양평군,2013,103620
41830,양평군,2014,105379
41830,양평군,2015,108316
41830,양평군,2016,111367
41830,양평군,2017,115105
41830,양평군,2018,116095
41830,양평군,2019,116874
41830,양평군,2020,118810
42,강원도,2010,1529818
42,강원도,2011,1536448
42,강원도,2012,1538630
42,강원도,2013,1542263
42,강원도,2014,1544442
42,강원도,2015,1549507
42,강원도,2016,1550806
42,강원도,2017,1550142
42,강원도,2018,1543052
42,강원도,2019,1541502
42,강원도,2020,1542840
42110,춘천시,2010,269950
42110,춘천시,2011,272805
42110,춘천시,2012,273364
42110,춘천시,2013,274455
42110,춘천시,2014,275791
42110,춘천시,2015,277997
42110,춘천시,2016,280707
42110,춘천시,2017,280514
42110,춘천시,2018,280640
42110,춘천시,2019,281291
42110,춘천시,2020,282765
42130,원주시,2010,314678
42130,원주시,2011,320536
42130,원주시,2012,323885
42130,원주시,2013,324837
42130,원주시,2014,327292
42130,원주시,2015,332995
42130,원주시,2016,337979
42130,원주시,2017,341337
42130,원주시,2018,344070
42130,원주시,2019,349215
42130,원주시,2020,354376
42150,강릉시,2010,218503
42150,강릉시,2011,217571
42150,강릉시,2012,217741
42150,강릉시,2013,216806
42150,강릉시,2014,215807
42150,강릉시,2015,214560
42150,강릉시,2016,213846
42150,강릉시,2017,213952
42150,강릉시,2018,212957
42150,강릉시,2019,213442
42150,강릉시,2020,213321
42170,동해시,2010,95236
42170,동해시,2011,95804
42170,동해시,2012,93897
42170,동해시,2013,95143
42170,동해시,2014,94562
42170,동해시,2015,93895
42170,동해시,2016,93297
42170,동해시,2017,92851
42170,동해시,2018,91272
42170,동해시,2019,90522
42170,동해시,2020,90593
42190,태백시,2010,50864
42190,태백시,2011,50176
42190,태백시,2012,49493
42190,태백시,2013,48794
42190,태백시,2014,48258
42190,태백시,2015,47501
42190,태백시,2016,47070
42190,태백시,2017,45888
42190,태백시,2018,44858
42190,태백시,2019,43866
42190,태백시,2020,42719
42210,속초시,2010,84302
42210,속초시,2011,83745
42210,속초시,2012,83579
42210,속초시,2013,83109
42210,속초시,2014,82432
42210,속초시,2015,81992
42210,속초시,2016,81793
42210,속초시,2017,82273
42210,속초시,2018,81682
42210,속초시,2019,81786
42210,속초시,2020,82665
42230,삼척시,2010,72046
42230,삼척시,2011,72312
42230,삼척시,2012,72463
42230,삼척시,2013,73023
42230,삼척시,2014,72314
42230,삼척시,2015,70839
42230,삼척시,2016,69599
42230,삼척시,2017,68514
42230,삼척시,2018,68326
42230,삼척시,2019,67228
42230,삼척시,2020,65243
42720,홍천군,2010,69893
42720,홍천군,2011,69899
42720,홍천군,2012,69727
42720,홍천군,2013,70638
42720,홍천군,2014,70451
42720,홍천군,2015,70336
42720,홍천군,2016,70076
42720,홍천군,2017,70340
42720,홍천군,2018,69949
42720,홍천군,2019,69150
42720,홍천군,2020,69242
42730,횡성군,2010,44254
42730,횡성군,2011,44360
42730,횡성군,2012,44615
42730,횡성군,2013,44937
42730,횡성군,2014,45373
42730,횡성군,2015,45777
42730,횡성군,2016,45991
42730,횡성군,2017,46281
42730,횡성군,2018,46726
42730,횡성군,2019,46575
42730,횡성군,2020,46472
42750,영월군,2010,40407
42750,영월군,2011,40199
42750,영월군,2012,40155
42750,영월군,2013,40150
42750,영월군,2014,40191
42750,영월군,2015,40216
42750,영월군,2016,40073
42750,영월군,2017,40067
42750,영월군,2018,39730
42750,영월군,2019,39127
42750,영월군,2020,38662
42760,평창군,2010,43622
42760,평창군,2011,43577
42760,평창군,2012,43627
42760,평창군,2013,43666
42760,평창군,2014,43660
42760,평창군,2015,43500
42760,평창군,2016,43318
42760,평창군,2017,43092
42760,평창군,2018,42610
42760,평창군,2019,42106
42760,평창군,2020,41681
42770,정선군,2010,41045
42770,정선군,2011,40181
42770,정선군,2012,39915
42770,정선군,2013,39985
42770,정선군,2014,39425
42770,정선군,2015,39197
42770,정선군,2016,38718
42770,정선군,2017,38173
42770,정선군,2018,37700
42770,정선군,2019,37271
42770,정선군,2020,36870
42780,철원군,2010,48928
42780,철원군,2011,48084
42780,철원군,2012,47968
42780,철원군,2013,47473
42780,철원군,2014,47590
42780,철원군,2015,48799
42780,철원군,2016,48013
42780,철원군,2017,47185
42780,철원군,2018,46413
42780,철원군,2019,45584
42780,철원군,2020,44699
42790,화천군,2010,24364
42790,화천군,2011,24945
42790,화천군,2012,25020
42790,화천군,2013,25079
42790,화천군,2014,27143
42790,화천군,2015,27020
42790,화천군,2016,26264
42790,화천군,2017,26022
42790,화천군,2018,25084
42790,화천군,2019,24917
42790,화천군,2020,24857
42800,양구군,2010,21843
42800,양구군,2011,22285
42800,양구군,2012,22799
42800,양구군,2013,23594
42800,양구군,2014,23888
42800,양구군,2015,24089
42800,양구군,2016,24010
42800,양구군,2017,23835
42800,양구군,2018,23408
42800,양구군,2019,22764
42800,양구군,2020,22278
42810,인제군,2010,31842
42810,인제군,2011,31970
42810,인제군,2012,32456
42810,인제군,2013,32517
42810,인제군,2014,32475
42810,인제군,2015,33255
42810,인제군,2016,32720
42810,인제군,2017,32582
42810,인제군,2018,32136
42810,인제군,2019,31672
42810,인제군,2020,31694
42820,고성군,2010,30112
42820,고성군,2011,30057
42820,고성군,2012,30124
42820,고성군,2013,30398
42820,고성군,2014,30269
42820,고성군,2015,30060
42820,고성군,2016,30114
42820,고성군,2017,30029
42820,고성군,2018,28144
42820,고성군,2019,27260
42820,고성군,2020,26757
42830,양양군,2010,27929
42830,양양군,2011,27942
42830,양양군,2012,27802
42830,양양군,2013,27659
42830,양양군,2014,27521
42830,양양군,2015,27479
42830,양양군,2016,27218
42830,양양군,2017,27207
42830,양양군,2018,27347
42830,양양군,2019,27726
42830,양양군,2020,27946
43,충청북도,2010,1549528
43,충청북도,2011,1562903
43,충청북도,2012,1565628
43,충청북도,2013,1572732
43,충청북도,2014,1578933
43,충청북도,2015,1583952
43,충청북도,2016,1591625
43,충청북도,2017,1594432
43,충청북도,2018,1599252
43,충청북도,2019,1600007
43,충청북도,2020,1600837
43110,청주시,2010,655971
43110,청주시,2011,661946
43110,청주시,2012,666852
43110,청주시,2013,672904
43110,청주시,2014,831521
43110,청주시,2015,831912
43110,청주시,2016,835197
43110,청주시,2017,835590
43110,청주시,2018,837749
43110,청주시,2019,839566
43110,청주시,2020,844993
43112,서원구,2010,
43112,서원구,2011,
43112,서원구,2012,
43112,서원구,2013,
43112,서원구,2014,224727
43112,서원구,2015,220045
43112,서원구,2016,217120
43112,서원구,2017,216782
43112,서원구,2018,209404
43112,서원구,2019,203209
43112,서원구,2020,194720
43114,청원구,2010,
43114,청원구,2011,
43114,청원구,2012,
43114,청원구,2013,
43114,청원구,2014,174975
43114,청원구,2015,182017
43114,청원구,2016,190813
43114,청원구,2017,193767
43114,청원구,2018,197225
43114,청원구,2019,195868
43114,청원구,2020,194373
43111,상당구,2010,241589
43111,상당구,2011,241621
43111,상당구,2012,240433
43111,상당구,2013,246128
43111,상당구,2014,179792
43111,상당구,2015,176424
43111,상당구,2016,173701
43111,상당구,2017,171129
43111,상당구,2018,176818
43111,상당구,2019,178352
43111,상당구,2020,190034
43113,흥덕구,2010,414382
43113,흥덕구,2011,420325
43113,흥덕구,2012,426419
43113,흥덕구,2013,426776
43113,흥덕구,2014,252027
43113,흥덕구,2015,253426
43113,흥덕구,2016,253563
43113,흥덕구,2017,253912
43113,흥덕구,2018,254302
43113,흥덕구,2019,262137
43113,흥덕구,2020,265866
43130,충주시,2010,208481
43130,충주시,2011,208433
43130,충주시,2012,208447
43130,충주시,2013,208115
43130,충주시,2014,208527
43130,충주시,2015,207913
43130,충주시,2016,208350
43130,충주시,2017,208316
43130,충주시,2018,210504
43130,충주시,2019,210737
43130,충주시,2020,210186
43150,제천시,2010,137264
43150,제천시,2011,137689
43150,제천시,2012,137521
43150,제천시,2013,137204
43150,제천시,2014,136805
43150,제천시,2015,136138
43150,제천시,2016,136517
43150,제천시,2017,136432
43150,제천시,2018,135386
43150,제천시,2019,134617
43150,제천시,2020,133018
43710,청원군,2010,152944
43710,청원군,2011,158369
43710,청원군,2012,154780
43710,청원군,2013,155002
43710,청원군,2014,
43720,보은군,2010,34956
43720,보은군,2011,34717
43720,보은군,2012,34438
43720,보은군,2013,34318
43720,보은군,2014,34240
43720,보은군,2015,34296
43720,보은군,2016,34221
43720,보은군,2017,34053
43720,보은군,2018,33680
43720,보은군,2019,32949
43720,보은군,2020,32412
43730,옥천군,2010,54025
43730,옥천군,2011,53496
43730,옥천군,2012,53244
43730,옥천군,2013,52763
43730,옥천군,2014,52469
43730,옥천군,2015,52404
43730,옥천군,2016,52267
43730,옥천군,2017,51766
43730,옥천군,2018,51465
43730,옥천군,2019,51023
43730,옥천군,2020,50527
43740,영동군,2010,50523
43740,영동군,2011,50621
43740,영동군,2012,50663
43740,영동군,2013,50539
43740,영동군,2014,50803
43740,영동군,2015,50693
43740,영동군,2016,50552
43740,영동군,2017,50240
43740,영동군,2018,49715
43740,영동군,2019,48738
43740,영동군,2020,47475
43745,증평군,2010,33533
43745,증평군,2011,34009
43745,증평군,2012,34279
43745,증평군,2013,34546
43745,증평군,2014,34771
43745,증평군,2015,36671
43745,증평군,2016,37308
43745,증평군,2017,37783
43745,증평군,2018,37317
43745,증평군,2019,37392
43745,증평군,2020,36807
43750,진천군,2010,62094
43750,진천군,2011,63051
43750,진천군,2012,63458
43750,진천군,2013,64606
43750,진천군,2014,65174
43750,진천군,2015,67981
43750,진천군,2016,69950
43750,진천군,2017,73677
43750,진천군,2018,78218
43750,진천군,2019,81084
43750,진천군,2020,83718
43760,괴산군,2010,36827
43760,괴산군,2011,37333
43760,괴산군,2012,37713
43760,괴산군,2013,38059
43760,괴산군,2014,38351
43760,괴산군,2015,38787
43760,괴산군,2016,38973
43760,괴산군,2017,39054
43760,괴산군,2018,39133
43760,괴산군,2019,39163
43760,괴산군,2020,39393
43770,음성군,2010,91093
43770,음성군,2011,91644
43770,음성군,2012,92980
43770,음성군,2013,93505
43770,음성군,2014,95324
43770,음성군,2015,96396
43770,음성군,2016,97787
43770,음성군,2017,97306
43770,음성군,2018,95830
43770,음성군,2019,94982
43770,음성군,2020,93153
43800,단양군,2010,31817
43800,단양군,2011,31595
43800,단양군,2012,31253
43800,단양군,2013,31171
43800,단양군,2014,30948
43800,단양군,2015,30761
43800,단양군,2016,30503
43800,단양군,2017,30215
43800,단양군,2018,30255
43800,단양군,2019,29756
43800,단양군,2020,29155
44,충청남도,2010,2075514
44,충청남도,2011,2101284
44,충청남도,2012,2028777
44,충청남도,2013,2047631
44,충청남도,2014,2062273
44,충청남도,2015,2077649
44,충청남도,2016,2096727
44,충청남도,2017,2116770
44,충청남도,2018,2126282
44,충청남도,2019,2123709
44,충청남도,2020,2121029
44270,당진시,2010,
44270,당진시,2011,
44270,당진시,2012,155104
44270,당진시,2013,159615
44270,당진시,2014,162844
44270,당진시,2015,165122
44270,당진시,2016,166630
44270,당진시,2017,167439
44270,당진시,2018,167770
44270,당진시,2019,167042
44270,당진시,2020,166249
44130,천안시,2010,557673
44130,천안시,2011,571377
44130,천안시,2012,581988
44130,천안시,2013,591089
44130,천안시,2014,598346
44130,천안시,2015,605776
44130,천안시,2016,617955
44130,천안시,2017,631531
44130,천안시,2018,646075
44130,천안시,2019,652258
44130,천안시,2020,658808
44131,동남구,2010,247323
44131,동남구,2011,252942
44131,동남구,2012,257908
44131,동남구,2013,260575
44131,동남구,2014,261768
44131,동남구,2015,261474
44131,동남구,2016,258919
44131,동남구,2017,255878
44131,동남구,2018,257978
44131,동남구,2019,259411
44131,동남구,2020,258009
44133,서북구,2010,310350
44133,서북구,2011,318435
44133,서북구,2012,324080
44133,서북구,2013,330514
44133,서북구,2014,336578
44133,서북구,2015,344302
44133,서북구,2016,359036
44133,서북구,2017,375653
44133,서북구,2018,388097
44133,서북구,2019,392847
44133,서북구,2020,400799
44150,공주시,2010,124930
44150,공주시,2011,124748
44150,공주시,2012,117298
44150,공주시,2013,116369
44150,공주시,2014,113621
44150,공주시,2015,111261
44150,공주시,2016,109931
44150,공주시,2017,108432
44150,공주시,2018,107581
44150,공주시,2019,106474
44150,공주시,2020,104545
44180,보령시,2010,107346
44180,보령시,2011,106421
44180,보령시,2012,105559
44180,보령시,2013,104938
44180,보령시,2014,104321
44180,보령시,2015,104754
44180,보령시,2016,103873
44180,보령시,2017,103198
44180,보령시,2018,101990
44180,보령시,2019,101114
44180,보령시,2020,100229
44200,아산시,2010,265191
44200,아산시,2011,274523
44200,아산시,2012,280490
44200,아산시,2013,287073
44200,아산시,2014,293954
44200,아산시,2015,297737
44200,아산시,2016,302929
44200,아산시,2017,311453
44200,아산시,2018,312822
44200,아산시,2019,314395
44200,아산시,2020,316129
44210,서산시,2010,160468
44210,서산시,2011,161489
44210,서산시,2012,163315
44210,서산시,2013,165837
44210,서산시,2014,167611
44210,서산시,2015,170099
44210,서산시,2016,170788
44210,서산시,2017,171678
44210,서산시,2018,174162
44210,서산시,2019,174690
44210,서산시,2020,175591
44230,논산시,2010,127507
44230,논산시,2011,127533
44230,논산시,2012,126653
44230,논산시,2013,125844
44230,논산시,2014,124784
44230,논산시,2015,124232
44230,논산시,2016,123213
44230,논산시,2017,122240
44230,논산시,2018,120230
44230,논산시,2019,118842
44230,논산시,2020,116675
44250,계룡시,2010,43088
44250,계룡시,2011,42942
44250,계룡시,2012,41550
44250,계룡시,2013,40957
44250,계룡시,2014,40552
44250,계룡시,2015,41730
44250,계룡시,2016,42634
44250,계룡시,2017,43967
44250,계룡시,2018,43731
44250,계룡시,2019,42971
44250,계룡시,2020,42822
44710,금산군,2010,56555
44710,금산군,2011,56030
44710,금산군,2012,55715
44710,금산군,2013,55441
44710,금산군,2014,55166
44710,금산군,2015,54879
44710,금산군,2016,54612
44710,금산군,2017,53894
44710,금산군,2018,53222
44710,금산군,2019,52257
44710,금산군,2020,51413
44730,연기군,2010,81871
44730,연기군,2011,82890
44730,연기군,2012,
44730,연기군,2013,
44730,연기군,2014,
44760,부여군,2010,75029
44760,부여군,2011,74004
44760,부여군,2012,73259
44760,부여군,2013,72547
44760,부여군,2014,71754
44760,부여군,2015,71143
44760,부여군,2016,70187
44760,부여군,2017,69086
44760,부여군,2018,68078
44760,부여군,2019,66740
44760,부여군,2020,65354
44770,서천군,2010,60085
44770,서천군,2011,59541
44770,서천군,2012,58920
44770,서천군,2013,58441
44770,서천군,2014,57713
44770,서천군,2015,56910
44770,서천군,2016,56012
44770,서천군,2017,55175
44770,서천군,2018,53922
44770,서천군,2019,52805
44770,서천군,2020,51866
44790,청양군,2010,32541
44790,청양군,2011,32291
44790,청양군,2012,32087
44790,청양군,2013,32155
44790,청양군,2014,32248
44790,청양군,2015,32485
44790,청양군,2016,32753
44790,청양군,2017,32837
44790,청양군,2018,32296
44790,청양군,2019,31717
44790,청양군,2020,30948
44800,홍성군,2010,88078
44800,홍성군,2011,88108
44800,홍성군,2012,88415
44800,홍성군,2013,89704
44800,홍성군,2014,91866
44800,홍성군,2015,94553
44800,홍성군,2016,99971
44800,홍성군,2017,101570
44800,홍성군,2018,101082
44800,홍성군,2019,100423
44800,홍성군,2020,100102
44810,예산군,2010,87002
44810,예산군,2011,86421
44810,예산군,2012,85876
44810,예산군,2013,85205
44810,예산군,2014,84919
44810,예산군,2015,83484
44810,예산군,2016,81339
44810,예산군,2017,80338
44810,예산군,2018,80083
44810,예산군,2019,79238
44810,예산군,2020,78084
44825,태안군,2010,63247
44825,태안군,2011,62747
44825,태안군,2012,62548
44825,태안군,2013,62416
44825,태안군,2014,62574
44825,태안군,2015,63484
44825,태안군,2016,63900
44825,태안군,2017,63932
44825,태안군,2018,63238
44825,태안군,2019,62743
44825,태안군,2020,62214
44830,당진군,2010,144903
44830,당진군,2011,150219
44830,당진군,2012,
44830,당진군,2013,
44830,당진군,2014,
45,전라북도,2010,1868963
45,전라북도,2011,1874031
45,전라북도,2012,1873341
45,전라북도,2013,1872965
45,전라북도,2014,1871560
45,전라북도,2015,1869711
45,전라북도,2016,1864791
45,전라북도,2017,1854607
45,전라북도,2018,1836832
45,전라북도,2019,1818917
45,전라북도,2020,1804104
45110,전주시,2010,641525
45110,전주시,2011,645894
45110,전주시,2012,648863
45110,전주시,2013,650082
45110,전주시,2014,652877
45110,전주시,2015,652282
45110,전주시,2016,651744
45110,전주시,2017,648964
45110,전주시,2018,651091
45110,전주시,2019,654394
45110,전주시,2020,657432
45111,완산구,2010,357919
45111,완산구,2011,362636
45111,완산구,2012,363986
45111,완산구,2013,363694
45111,완산구,2014,364872
45111,완산구,2015,365605
45111,완산구,2016,361845
45111,완산구,2017,359012
45111,완산구,2018,345065
45111,완산구,2019,338839
45111,완산구,2020,339718
45113,덕진구,2010,283606
45113,덕진구,2011,283258
45113,덕진구,2012,284877
45113,덕진구,2013,286388
45113,덕진구,2014,288005
45113,덕진구,2015,286677
45113,덕진구,2016,289899
45113,덕진구,2017,289952
45113,덕진구,2018,306026
45113,덕진구,2019,315555
45113,덕진구,2020,317714
45118,전주시효자출장소,2020,0
45130,군산시,2010,272601
45130,군산시,2011,275659
45130,군산시,2012,278341
45130,군산시,2013,278319
45130,군산시,2014,278098
45130,군산시,2015,278398
45130,군산시,2016,277551
45130,군산시,2017,274997
45130,군산시,2018,272645
45130,군산시,2019,270131
45130,군산시,2020,267859
45140,익산시,2010,307289
45140,익산시,2011,309804
45140,익산시,2012,306469
45140,익산시,2013,306539
45140,익산시,2014,304117
45140,익산시,2015,302061
45140,익산시,2016,300479
45140,익산시,2017,300187
45140,익산시,2018,294062
45140,익산시,2019,287771
45140,익산시,2020,282276
45145,익산시함열출장소,2020,0
45180,정읍시,2010,122000
45180,정읍시,2011,120466
45180,정읍시,2012,119392
45180,정읍시,2013,118328
45180,정읍시,2014,117183
45180,정읍시,2015,115977
45180,정읍시,2016,115173
45180,정읍시,2017,113776
45180,정읍시,2018,112169
45180,정읍시,2019,110541
45180,정읍시,2020,108508
45190,남원시,2010,87775
45190,남원시,2011,87455
45190,남원시,2012,87000
45190,남원시,2013,86460
45190,남원시,2014,85643
45190,남원시,2015,84856
45190,남원시,2016,84188
45190,남원시,2017,83281
45190,남원시,2018,82554
45190,남원시,2019,81441
45190,남원시,2020,80662
45210,김제시,2010,94346
45210,김제시,2011,93111
45210,김제시,2012,92317
45210,김제시,2013,91218
45210,김제시,2014,90108
45210,김제시,2015,88721
45210,김제시,2016,87782
45210,김제시,2017,86926
45210,김제시,2018,85331
45210,김제시,2019,83895
45210,김제시,2020,82450
45710,완주군,2010,85119
45710,완주군,2011,84660
45710,완주군,2012,86164
45710,완주군,2013,86978
45710,완주군,2014,90377
45710,완주군,2015,95303
45710,완주군,2016,95480
45710,완주군,2017,95975
45710,완주군,2018,94444
45710,완주군,2019,92220
45710,완주군,2020,91609
45720,진안군,2010,27543
45720,진안군,2011,28473
45720,진안군,2012,26963
45720,진안군,2013,26703
45720,진안군,2014,26474
45720,진안군,2015,26203
45720,진안군,2016,26069
45720,진안군,2017,26271
45720,진안군,2018,25963
45720,진안군,2019,25697
45720,진안군,2020,25394
45730,무주군,2010,25578
45730,무주군,2011,25863
45730,무주군,2012,25321
45730,무주군,2013,25398
45730,무주군,2014,25390
45730,무주군,2015,25220
45730,무주군,2016,24949
45730,무주군,2017,24809
45730,무주군,2018,24589
45730,무주군,2019,24303
45730,무주군,2020,24036
45740,장수군,2010,23386
45740,장수군,2011,23215
45740,장수군,2012,23191
45740,장수군,2013,23243
45740,장수군,2014,23335
45740,장수군,2015,23277
45740,장수군,2016,23628
45740,장수군,2017,23003
45740,장수군,2018,23221
45740,장수군,2019,22441
45740,장수군,2020,22085
45750,임실군,2010,30593
45750,임실군,2011,30789
45750,임실군,2012,29956
45750,임실군,2013,29739
45750,임실군,2014,29966
45750,임실군,2015,30271
45750,임실군,2016,30197
45750,임실군,2017,30162
45750,임실군,2018,30072
45750,임실군,2019,28902
45750,임실군,2020,27314
45770,순창군,2010,30209
45770,순창군,2011,29497
45770,순창군,2012,30055
45770,순창군,2013,30272
45770,순창군,2014,30368
45770,순창군,2015,30248
45770,순창군,2016,29949
45770,순창군,2017,29698
45770,순창군,2018,29209
45770,순창군,2019,28382
45770,순창군,2020,27810
45790,고창군,2010,60861
45790,고창군,2011,60065
45790,고창군,2012,60440
45790,고창군,2013,60522
45790,고창군,2014,60090
45790,고창군,2015,60046
45790,고창군,2016,60597
45790,고창군,2017,60472
45790,고창군,2018,57041
45790,고창군,2019,55504
45790,고창군,2020,54529
45800,부안군,2010,60138
45800,부안군,2011,59080
45800,부안군,2012,58869
45800,부안군,2013,59164
45800,부안군,2014,57534
45800,부안군,2015,56848
45800,부안군,2016,57005
45800,부안군,2017,56086
45800,부안군,2018,54441
45800,부안군,2019,53295
45800,부안군,2020,52140
46,전라남도,2010,1918485
46,전라남도,2011,1914339
46,전라남도,2012,1909618
46,전라남도,2013,1907172
46,전라남도,2014,1905780
46,전라남도,2015,1908996
46,전라남도,2016,1903914
46,전라남도,2017,1896424
46,전라남도,2018,1882970
46,전라남도,2019,1868745
46,전라남도,2020,1851549
46110,목포시,2010,245422
46110,목포시,2011,244871
46110,목포시,2012,245073
46110,목포시,2013,240936
46110,목포시,2014,239109
46110,목포시,2015,238382
46110,목포시,2016,237739
46110,목포시,2017,234379
46110,목포시,2018,232327
46110,목포시,2019,229861
46110,목포시,2020,224044
46130,여수시,2010,293488
46130,여수시,2011,292750
46130,여수시,2012,292217
46130,여수시,2013,291366
46130,여수시,2014,290900
46130,여수시,2015,290168
46130,여수시,2016,288988
46130,여수시,2017,286382
46130,여수시,2018,283300
46130,여수시,2019,282786
46130,여수시,2020,280242
46150,순천시,2010,272620
46150,순천시,2011,272201
46150,순천시,2012,273798
46150,순천시,2013,275668
46150,순천시,2014,277188
46150,순천시,2015,278765
46150,순천시,2016,278548
46150,순천시,2017,279331
46150,순천시,2018,279389
46150,순천시,2019,279598
46150,순천시,2020,282189
46170,나주시,2010,90118
46170,나주시,2011,88243
46170,나주시,2012,88067
46170,나주시,2013,87754
46170,나주시,2014,90669
46170,나주시,2015,98182
46170,나주시,2016,104376
46170,나주시,2017,110110
46170,나주시,2018,113839
46170,나주시,2019,114664
46170,나주시,2020,115613
46230,광양시,2010,145512
46230,광양시,2011,150725
46230,광양시,2012,150837
46230,광양시,2013,151621
46230,광양시,2014,152097
46230,광양시,2015,153587
46230,광양시,2016,155580
46230,광양시,2017,155857
46230,광양시,2018,156564
46230,광양시,2019,156750
46230,광양시,2020,151769
46710,담양군,2010,47808
46710,담양군,2011,47819
46710,담양군,2012,47612
46710,담양군,2013,47365
46710,담양군,2014,47177
46710,담양군,2015,47009
46710,담양군,2016,47229
46710,담양군,2017,47285
46710,담양군,2018,46917
46710,담양군,2019,46535
46710,담양군,2020,46280
46720,곡성군,2010,31886
46720,곡성군,2011,31332
46720,곡성군,2012,30878
46720,곡성군,2013,31009
46720,곡성군,2014,30732
46720,곡성군,2015,30672
46720,곡성군,2016,30400
46720,곡성군,2017,30131
46720,곡성군,2018,29624
46720,곡성군,2019,28887
46720,곡성군,2020,28039
46730,구례군,2010,27375
46730,구례군,2011,27422
46730,구례군,2012,27077
46730,구례군,2013,27115
46730,구례군,2014,27170
46730,구례군,2015,27308
46730,구례군,2016,27412
46730,구례군,2017,27525
46730,구례군,2018,27117
46730,구례군,2019,26563
46730,구례군,2020,25719
46770,고흥군,2010,73924
46770,고흥군,2011,72607
46770,고흥군,2012,71560
46770,고흥군,2013,70631
46770,고흥군,2014,69641
46770,고흥군,2015,68601
46770,고흥군,2016,67656
46770,고흥군,2017,66736
46770,고흥군,2018,65777
46770,고흥군,2019,64913
46770,고흥군,2020,63922
46780,보성군,2010,48792
46780,보성군,2011,47894
46780,보성군,2012,47050
46780,보성군,2013,46385
46780,보성군,2014,45882
46780,보성군,2015,45349
46780,보성군,2016,44469
46780,보성군,2017,43755
46780,보성군,2018,42803
46780,보성군,2019,41420
46780,보성군,2020,40482
46790,화순군,2010,69368
46790,화순군,2011,68985
46790,화순군,2012,68378
46790,화순군,2013,67829
46790,화순군,2014,66772
46790,화순군,2015,65848
46790,화순군,2016,65303
46790,화순군,2017,64680
46790,화순군,2018,63933
46790,화순군,2019,62737
46790,화순군,2020,62522
46800,장흥군,2010,42394
46800,장흥군,2011,42552
46800,장흥군,2012,42672
46800,장흥군,2013,43004
46800,장흥군,2014,43190
46800,장흥군,2015,43513
46800,장흥군,2016,40669
46800,장흥군,2017,40136
