[A]행정구역(시군구)별,행정구역(시군구)별,시점,총인구수[명]
46800,장흥군,2018,39312
46800,장흥군,2019,38563
46800,장흥군,2020,37800
46810,강진군,2010,41624
46810,강진군,2011,41599
46810,강진군,2012,40241
46810,강진군,2013,40079
46810,강진군,2014,39861
46810,강진군,2015,38758
46810,강진군,2016,37753
46810,강진군,2017,36868
46810,강진군,2018,36144
46810,강진군,2019,35286
46810,강진군,2020,34597
46820,해남군,2010,79579
46820,해남군,2011,78346
46820,해남군,2012,78150
46820,해남군,2013,77684
46820,해남군,2014,76981
46820,해남군,2015,76194
46820,해남군,2016,75121
46820,해남군,2017,73604
46820,해남군,2018,71901
46820,해남군,2019,70354
46820,해남군,2020,68806
46830,영암군,2010,60082
46830,영암군,2011,60139
46830,영암군,2012,59997
46830,영암군,2013,59061
46830,영암군,2014,58852
46830,영암군,2015,58137
46830,영암군,2016,57045
46830,영암군,2017,55616
46830,영암군,2018,54731
46830,영암군,2019,54593
46830,영암군,2020,53699
46840,무안군,2010,74475
46840,무안군,2011,75718
46840,무안군,2012,75741
46840,무안군,2013,79367
46840,무안군,2014,81696
46840,무안군,2015,82236
46840,무안군,2016,82109
46840,무안군,2017,82872
46840,무안군,2018,81991
46840,무안군,2019,81105
46840,무안군,2020,86132
46860,함평군,2010,36702
46860,함평군,2011,36134
46860,함평군,2012,35780
46860,함평군,2013,35610
46860,함평군,2014,35090
46860,함평군,2015,34876
46860,함평군,2016,34397
46860,함평군,2017,34328
46860,함평군,2018,33420
46860,함평군,2019,32861
46860,함평군,2020,32050
46870,영광군,2010,57362
46870,영광군,2011,56863
46870,영광군,2012,57224
46870,영광군,2013,57617
46870,영광군,2014,56833
46870,영광군,2015,56267
46870,영광군,2016,55618
46870,영광군,2017,54774
46870,영광군,2018,54127
46870,영광군,2019,53852
46870,영광군,2020,53099
46880,장성군,2010,46514
46880,장성군,2011,46245
46880,장성군,2012,46289
46880,장성군,2013,46292
46880,장성군,2014,46273
46880,장성군,2015,46360
46880,장성군,2016,46104
46880,장성군,2017,46111
46880,장성군,2018,45795
46880,장성군,2019,45739
46880,장성군,2020,44464
46890,완도군,2010,54269
46890,완도군,2011,54037
46890,완도군,2012,53871
46890,완도군,2013,53619
46890,완도군,2014,53174
46890,완도군,2015,53014
46890,완도군,2016,52668
46890,완도군,2017,52109
46890,완도군,2018,51477
46890,완도군,2019,50689
46890,완도군,2020,49916
46900,진도군,2010,33743
46900,진도군,2011,33502
46900,진도군,2012,33208
46900,진도군,2013,32998
46900,진도군,2014,32746
46900,진도군,2015,32476
46900,진도군,2016,32078
46900,진도군,2017,31765
46900,진도군,2018,31219
46900,진도군,2019,30715
46900,진도군,2020,31227
46910,신안군,2010,45428
46910,신안군,2011,44355
46910,신안군,2012,43898
46910,신안군,2013,44162
46910,신안군,2014,43747
46910,신안군,2015,43294
46910,신안군,2016,42652
46910,신안군,2017,42070
46910,신안군,2018,41263
46910,신안군,2019,40274
46910,신안군,2020,38938
47,경상북도,2010,2689920
47,경상북도,2011,2699195
47,경상북도,2012,2698353
47,경상북도,2013,2699440
47,경상북도,2014,2700794
47,경상북도,2015,2702826
47,경상북도,2016,2700398
47,경상북도,2017,2691706
47,경상북도,2018,2676831
47,경상북도,2019,2665836
47,경상북도,2020,2639422
47110,포항시,2010,514755
47110,포항시,2011,517088
47110,포항시,2012,518913
47110,포항시,2013,519467
47110,포항시,2014,519368
47110,포항시,2015,519584
47110,포항시,2016,516775
47110,포항시,2017,513832
47110,포항시,2018,510013
47110,포항시,2019,507025
47110,포항시,2020,502916
47111,남구,2010,254288
47111,남구,2011,252556
47111,남구,2012,251434
47111,남구,2013,249709
47111,남구,2014,247649
47111,남구,2015,246445
47111,남구,2016,244748
47111,남구,2017,242469
47111,남구,2018,239400
47111,남구,2019,235633
47111,남구,2020,230422
47113,북구,2010,260467
47113,북구,2011,264532
47113,북구,2012,267479
47113,북구,2013,269758
47113,북구,2014,271719
47113,북구,2015,273139
47113,북구,2016,272027
47113,북구,2017,271363
47113,북구,2018,270613
47113,북구,2019,271392
47113,북구,2020,272494
47130,경주시,2010,267098
47130,경주시,2011,265488
47130,경주시,2012,264091
47130,경주시,2013,263283
47130,경주시,2014,261535
47130,경주시,2015,259773
47130,경주시,2016,259452
47130,경주시,2017,257903
47130,경주시,2018,256864
47130,경주시,2019,255402
47130,경주시,2020,253502
47150,김천시,2010,136136
47150,김천시,2011,136185
47150,김천시,2012,135504
47150,김천시,2013,135259
47150,김천시,2014,135456
47150,김천시,2015,140132
47150,김천시,2016,142256
47150,김천시,2017,142908
47150,김천시,2018,141104
47150,김천시,2019,141229
47150,김천시,2020,140548
47170,안동시,2010,167886
47170,안동시,2011,168157
47170,안동시,2012,168302
47170,안동시,2013,168461
47170,안동시,2014,168697
47170,안동시,2015,169221
47170,안동시,2016,168798
47170,안동시,2017,166272
47170,안동시,2018,162180
47170,안동시,2019,160052
47170,안동시,2020,158907
47190,구미시,2010,404920
47190,구미시,2011,413446
47190,구미시,2012,416949
47190,구미시,2013,419428
47190,구미시,2014,420320
47190,구미시,2015,419915
47190,구미시,2016,419891
47190,구미시,2017,421799
47190,구미시,2018,421494
47190,구미시,2019,419742
47190,구미시,2020,416328
47210,영주시,2010,113926
47210,영주시,2011,114148
47210,영주시,2012,113547
47210,영주시,2013,112625
47210,영주시,2014,110780
47210,영주시,2015,109735
47210,영주시,2016,109247
47210,영주시,2017,108371
47210,영주시,2018,106801
47210,영주시,2019,105067
47210,영주시,2020,103119
47230,영천시,2010,103190
47230,영천시,2011,104182
47230,영천시,2012,101798
47230,영천시,2013,100778
47230,영천시,2014,100689
47230,영천시,2015,100648
47230,영천시,2016,100521
47230,영천시,2017,100615
47230,영천시,2018,101595
47230,영천시,2019,102470
47230,영천시,2020,102015
47250,상주시,2010,105607
47250,상주시,2011,104685
47250,상주시,2012,104182
47250,상주시,2013,103346
47250,상주시,2014,102892
47250,상주시,2015,102374
47250,상주시,2016,101799
47250,상주시,2017,100947
47250,상주시,2018,100297
47250,상주시,2019,100688
47250,상주시,2020,97228
47280,문경시,2010,77391
47280,문경시,2011,76727
47280,문경시,2012,75899
47280,문경시,2013,75664
47280,문경시,2014,75911
47280,문경시,2015,75784
47280,문경시,2016,74702
47280,문경시,2017,73294
47280,문경시,2018,71874
47280,문경시,2019,72242
47280,문경시,2020,71406
47290,경산시,2010,240708
47290,경산시,2011,243684
47290,경산시,2012,246358
47290,경산시,2013,248805
47290,경산시,2014,253968
47290,경산시,2015,256888
47290,경산시,2016,258037
47290,경산시,2017,259485
47290,경산시,2018,261093
47290,경산시,2019,263185
47290,경산시,2020,263728
47720,군위군,2010,24736
47720,군위군,2011,24268
47720,군위군,2012,24119
47720,군위군,2013,24172
47720,군위군,2014,24170
47720,군위군,2015,24126
47720,군위군,2016,24171
47720,군위군,2017,24215
47720,군위군,2018,23919
47720,군위군,2019,23843
47720,군위군,2020,23256
47730,의성군,2010,58832
47730,의성군,2011,57744
47730,의성군,2012,57043
47730,의성군,2013,56064
47730,의성군,2014,55212
47730,의성군,2015,54477
47730,의성군,2016,54014
47730,의성군,2017,53474
47730,의성군,2018,52944
47730,의성군,2019,52595
47730,의성군,2020,51724
47750,청송군,2010,26715
47750,청송군,2011,26569
47750,청송군,2012,26481
47750,청송군,2013,26470
47750,청송군,2014,26453
47750,청송군,2015,26384
47750,청송군,2016,26301
47750,청송군,2017,26006
47750,청송군,2018,25678
47750,청송군,2019,25416
47750,청송군,2020,25044
47760,영양군,2010,18451
47760,영양군,2011,18241
47760,영양군,2012,18208
47760,영양군,2013,18297
47760,영양군,2014,18197
47760,영양군,2015,17898
47760,영양군,2016,17713
47760,영양군,2017,17479
47760,영양군,2018,17356
47760,영양군,2019,16993
47760,영양군,2020,16692
47770,영덕군,2010,41377
47770,영덕군,2011,40794
47770,영덕군,2012,40257
47770,영덕군,2013,40142
47770,영덕군,2014,39586
47770,영덕군,2015,39191
47770,영덕군,2016,39052
47770,영덕군,2017,38529
47770,영덕군,2018,38108
47770,영덕군,2019,37361
47770,영덕군,2020,36313
47820,청도군,2010,44391
47820,청도군,2011,44298
47820,청도군,2012,43968
47820,청도군,2013,43788
47820,청도군,2014,43993
47820,청도군,2015,43724
47820,청도군,2016,43564
47820,청도군,2017,43346
47820,청도군,2018,43057
47820,청도군,2019,42910
47820,청도군,2020,42263
47830,고령군,2010,34678
47830,고령군,2011,35455
47830,고령군,2012,35343
47830,고령군,2013,35198
47830,고령군,2014,35033
47830,고령군,2015,34594
47830,고령군,2016,34257
47830,고령군,2017,33768
47830,고령군,2018,32969
47830,고령군,2019,32373
47830,고령군,2020,31361
47840,성주군,2010,45289
47840,성주군,2011,45640
47840,성주군,2012,45127
47840,성주군,2013,45067
47840,성주군,2014,44981
47840,성주군,2015,45029
47840,성주군,2016,45205
47840,성주군,2017,45138
47840,성주군,2018,44672
47840,성주군,2019,44015
47840,성주군,2020,43414
47850,칠곡군,2010,119087
47850,칠곡군,2011,118838
47850,칠곡군,2012,119786
47850,칠곡군,2013,121182
47850,칠곡군,2014,122058
47850,칠곡군,2015,122829
47850,칠곡군,2016,123199
47850,칠곡군,2017,120864
47850,칠곡군,2018,118828
47850,칠곡군,2019,117047
47850,칠곡군,2020,114758
47900,예천군,2010,47049
47900,예천군,2011,46579
47900,예천군,2012,46027
47900,예천군,2013,45573
47900,예천군,2014,45104
47900,예천군,2015,44674
47900,예천군,2016,46166
47900,예천군,2017,49253
47900,예천군,2018,53274
47900,예천군,2019,55100
47900,예천군,2020,55613
47920,봉화군,2010,34567
47920,봉화군,2011,34192
47920,봉화군,2012,33934
47920,봉화군,2013,33894
47920,봉화군,2014,34023
47920,봉화군,2015,33808
47920,봉화군,2016,33539
47920,봉화군,2017,33259
47920,봉화군,2018,32843
47920,봉화군,2019,32150
47920,봉화군,2020,31494
47930,울진군,2010,52430
47930,울진군,2011,52045
47930,울진군,2012,51844
47930,울진군,2013,51953
47930,울진군,2014,52104
47930,울진군,2015,51885
47930,울진군,2016,51738
47930,울진군,2017,50974
47930,울진군,2018,50036
47930,울진군,2019,49314
47930,울진군,2020,48716
47940,울릉군,2010,10701
47940,울릉군,2011,10742
47940,울릉군,2012,10673
47940,울릉군,2013,10524
47940,울릉군,2014,10264
47940,울릉군,2015,10153
47940,울릉군,2016,10001
47940,울릉군,2017,9975
47940,울릉군,2018,9832
47940,울릉군,2019,9617
47940,울릉군,2020,9077
48,경상남도,2010,3290536
48,경상남도,2011,3308765
48,경상남도,2012,3319314
48,경상남도,2013,3333820
48,경상남도,2014,3350257
48,경상남도,2015,3364702
48,경상남도,2016,3373871
48,경상남도,2017,3380404
48,경상남도,2018,3373988
48,경상남도,2019,3362553
48,경상남도,2020,3340216
48120,창원시,2010,1090181
48120,창원시,2011,1091881
48120,창원시,2012,1091471
48120,창원시,2013,1083731
48120,창원시,2014,1075168
48120,창원시,2015,1070064
48120,창원시,2016,1063907
48120,창원시,2017,1057032
48120,창원시,2018,1053601
48120,창원시,2019,1044740
48120,창원시,2020,1036738
48121,의창구,2010,251647
48121,의창구,2011,254419
48121,의창구,2012,255394
48121,의창구,2013,255816
48121,의창구,2014,258250
48121,의창구,2015,256471
48121,의창구,2016,252435
48121,의창구,2017,253349
48121,의창구,2018,252896
48121,의창구,2019,258582
48121,의창구,2020,262408
48123,성산구,2010,251073
48123,성산구,2011,247720
48123,성산구,2012,246801
48123,성산구,2013,242870
48123,성산구,2014,238414
48123,성산구,2015,234399
48123,성산구,2016,231571
48123,성산구,2017,227942
48123,성산구,2018,227337
48123,성산구,2019,220945
48123,성산구,2020,214570
48125,마산합포구,2010,186420
48125,마산합포구,2011,186399
48125,마산합포구,2012,185505
48125,마산합포구,2013,183365
48125,마산합포구,2014,182223
48125,마산합포구,2015,181670
48125,마산합포구,2016,181797
48125,마산합포구,2017,181917
48125,마산합포구,2018,180535
48125,마산합포구,2019,177784
48125,마산합포구,2020,175716
48127,마산회원구,2010,225182
48127,마산회원구,2011,223235
48127,마산회원구,2012,221388
48127,마산회원구,2013,219558
48127,마산회원구,2014,214291
48127,마산회원구,2015,211791
48127,마산회원구,2016,210791
48127,마산회원구,2017,203926
48127,마산회원구,2018,199457
48127,마산회원구,2019,193807
48127,마산회원구,2020,191289
48129,진해구,2010,175859
48129,진해구,2011,180108
48129,진해구,2012,182383
48129,진해구,2013,182122
48129,진해구,2014,181990
48129,진해구,2015,185733
48129,진해구,2016,187313
48129,진해구,2017,189898
48129,진해구,2018,193376
48129,진해구,2019,193622
48129,진해구,2020,192755
48110,창원시,2010,
48110,창원시,2011,
48110,창원시,2012,
48110,창원시,2013,
48110,창원시,2014,
48160,마산시,2010,
48160,마산시,2011,
48160,마산시,2012,
48160,마산시,2013,
48160,마산시,2014,
48170,진주시,2010,335037
48170,진주시,2011,335502
48170,진주시,2012,337314
48170,진주시,2013,337071
48170,진주시,2014,340241
48170,진주시,2015,344426
48170,진주시,2016,346739
48170,진주시,2017,346681
48170,진주시,2018,345987
48170,진주시,2019,347334
48170,진주시,2020,348096
48190,진해시,2010,
48190,진해시,2011,
48190,진해시,2012,
48190,진해시,2013,
48190,진해시,2014,
48220,통영시,2010,140297
48220,통영시,2011,140195
48220,통영시,2012,139347
48220,통영시,2013,139719
48220,통영시,2014,139439
48220,통영시,2015,139168
48220,통영시,2016,138160
48220,통영시,2017,135833
48220,통영시,2018,133720
48220,통영시,2019,131404
48220,통영시,2020,128293
48240,사천시,2010,114148
48240,사천시,2011,114133
48240,사천시,2012,115321
48240,사천시,2013,116851
48240,사천시,2014,116485
48240,사천시,2015,115452
48240,사천시,2016,114912
48240,사천시,2017,114252
48240,사천시,2018,113888
48240,사천시,2019,111925
48240,사천시,2020,111105
48245,사천남양출장소,2020,0
48250,김해시,2010,503348
48250,김해시,2011,507062
48250,김해시,2012,513260
48250,김해시,2013,522049
48250,김해시,2014,527240
48250,김해시,2015,528865
48250,김해시,2016,529422
48250,김해시,2017,532132
48250,김해시,2018,533672
48250,김해시,2019,542455
48250,김해시,2020,542338
48252,장유출장소,2020,0
48270,밀양시,2010,110479
48270,밀양시,2011,109329
48270,밀양시,2012,108755
48270,밀양시,2013,108342
48270,밀양시,2014,107765
48270,밀양시,2015,107896
48270,밀양시,2016,108354
48270,밀양시,2017,107898
48270,밀양시,2018,106744
48270,밀양시,2019,105552
48270,밀양시,2020,104831
48310,거제시,2010,228355
48310,거제시,2011,232787
48310,거제시,2012,236944
48310,거제시,2013,242077
48310,거제시,2014,248287
48310,거제시,2015,255828
48310,거제시,2016,257183
48310,거제시,2017,254073
48310,거제시,2018,250516
48310,거제시,2019,248276
48310,거제시,2020,245754
48330,양산시,2010,260239
48330,양산시,2011,266403
48330,양산시,2012,270460
48330,양산시,2013,279565
48330,양산시,2014,292376
48330,양산시,2015,301291
48330,양산시,2016,317037
48330,양산시,2017,338535
48330,양산시,2018,348639
48330,양산시,2019,350759
48330,양산시,2020,352229
48332,양산시웅상출장소,2020,0
48720,의령군,2010,30162
48720,의령군,2011,30045
48720,의령군,2012,30329
48720,의령군,2013,29417
48720,의령군,2014,29209
48720,의령군,2015,28544
48720,의령군,2016,28111
48720,의령군,2017,27849
48720,의령군,2018,27667
48720,의령군,2019,27168
48720,의령군,2020,26800
48730,함안군,2010,67207
48730,함안군,2011,66971
48730,함안군,2012,67425
48730,함안군,2013,67667
48730,함안군,2014,68741
48730,함안군,2015,69156
48730,함안군,2016,68937
48730,함안군,2017,68207
48730,함안군,2018,67025
48730,함안군,2019,65700
48730,함안군,2020,64182
48740,창녕군,2010,61714
48740,창녕군,2011,62490
48740,창녕군,2012,62966
48740,창녕군,2013,63447
48740,창녕군,2014,63502
48740,창녕군,2015,63817
48740,창녕군,2016,63982
48740,창녕군,2017,64101
48740,창녕군,2018,63396
48740,창녕군,2019,62331
48740,창녕군,2020,61301
48820,고성군,2010,57231
48820,고성군,2011,57264
48820,고성군,2012,56906
48820,고성군,2013,56369
48820,고성군,2014,55916
48820,고성군,2015,55284
48820,고성군,2016,54703
48820,고성군,2017,54060
48820,고성군,2018,53243
48820,고성군,2019,52276
48820,고성군,2020,51361
48840,남해군,2010,49328
48840,남해군,2011,50242
48840,남해군,2012,48223
48840,남해군,2013,47244
48840,남해군,2014,46638
48840,남해군,2015,45865
48840,남해군,2016,45129
48840,남해군,2017,44642
48840,남해군,2018,43990
48840,남해군,2019,43622
48840,남해군,2020,42958
48850,하동군,2010,51509
48850,하동군,2011,53975
48850,하동군,2012,50806
48850,하동군,2013,50177
48850,하동군,2014,49223
48850,하동군,2015,50259
48850,하동군,2016,49622
48850,하동군,2017,48831
48850,하동군,2018,47533
48850,하동군,2019,46574
48850,하동군,2020,44785
48860,산청군,2010,35591
48860,산청군,2011,35651
48860,산청군,2012,35691
48860,산청군,2013,35935
48860,산청군,2014,35849
48860,산청군,2015,36071
48860,산청군,2016,36098
48860,산청군,2017,36340
48860,산청군,2018,35952
48860,산청군,2019,35417
48860,산청군,2020,34857
48870,함양군,2010,41197
48870,함양군,2011,41081
48870,함양군,2012,40714
48870,함양군,2013,40692
48870,함양군,2014,40584
48870,함양군,2015,40339
48870,함양군,2016,40241
48870,함양군,2017,40175
48870,함양군,2018,40044
48870,함양군,2019,39637
48870,함양군,2020,39080
48880,거창군,2010,63421
48880,거창군,2011,63146
48880,거창군,2012,63103
48880,거창군,2013,63177
48880,거창군,2014,63137
48880,거창군,2015,63232
48880,거창군,2016,63308
48880,거창군,2017,62763
48880,거창군,2018,62455
48880,거창군,2019,62179
48880,거창군,2020,61502
48890,합천군,2010,51092
48890,합천군,2011,50608
48890,합천군,2012,50279
48890,합천군,2013,50290
48890,합천군,2014,50457
48890,합천군,2015,49145
48890,합천군,2016,48026
48890,합천군,2017,47000
48890,합천군,2018,45916
48890,합천군,2019,45204
48890,합천군,2020,44006
50,제주특별자치도,2010,571255
50,제주특별자치도,2011,576156
50,제주특별자치도,2012,583713
50,제주특별자치도,2013,593806
50,제주특별자치도,2014,607346
50,제주특별자치도,2015,624395
50,제주특별자치도,2016,641597
50,제주특별자치도,2017,657083
50,제주특별자치도,2018,667191
50,제주특별자치도,2019,670989
50,제주특별자치도,2020,674635
50110,제주시,2010,417539
50110,제주시,2011,422790
50110,제주시,2012,429656
50110,제주시,2013,438165
50110,제주시,2014,448834
50110,제주시,2015,459876
50110,제주시,2016,470665
50110,제주시,2017,478700
50110,제주시,2018,485946
50110,제주시,2019,489405
50110,제주시,2020,492466
50130,서귀포시,2010,153716
50130,서귀포시,2011,153366
50130,서귀포시,2012,154057
50130,서귀포시,2013,155641
50130,서귀포시,2014,158512
50130,서귀포시,2015,164519
50130,서귀포시,2016,170932
50130,서귀포시,2017,178383
50130,서귀포시,2018,181245
50130,서귀포시,2019,181584
50130,서귀포시,2020,182169
