"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자 (천명)","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3116","군포시","2019. 2/2","101.2","53.3","47.8","13.9","48.5","38.8",
"3116","군포시","2020. 1/2","104.2","57.1","47","14.2","49.6","40.3",
"3116","군포시","2020. 2/2","104.8","56.8","48","10.7","52.7","41.5",
"3116","군포시","2021. 1/2","104.8","57.9","46.9","14","48.7","42.1",
"3117","의왕시","2013. 1/2","41.3","25.5","15.8","6.9","19.5","14.9",
"3117","의왕시","2013. 2/2","41.9","24.5","17.4","4.9","24","12.9",
"3117","의왕시","2014. 1/2","49.6","30","19.6","5.7","27.4","16.4",
"3117","의왕시","2014. 2/2","45.4","28.6","16.8","5.8","25.6","14.1",
"3117","의왕시","2015. 1/2","47.4","29.2","18.2","5.5","28.6","13.2",
"3117","의왕시","2015. 2/2","50.5","33.3","17.3","5.2","28.1","17.3",
"3117","의왕시","2016. 1/2","53.5","34.2","19.3","6.8","30.2","16.5",
"3117","의왕시","2016. 2/2","53.4","34.4","19","6","29.6","17.8",
"3117","의왕시","2017. 1/2","53.1","33.4","19.7","6.5","28.2","18.5",
"3117","의왕시","2017. 2/2","51.6","33.5","18","6.4","27.5","17.6",
"3117","의왕시","2018. 1/2","55.2","33.6","21.6","7.6","27.5","20.1",
"3117","의왕시","2018. 2/2","61.6","39","22.6","7.2","29.7","24.8",
"3117","의왕시","2019. 1/2","54.4","33.3","21","6.3","25","23.1",
"3117","의왕시","2019. 2/2","57.6","35.2","22.3","7.8","25.9","23.9",
"3117","의왕시","2020. 1/2","52","32.5","19.5","6.5","24.5","21",
"3117","의왕시","2020. 2/2","58.7","38.1","20.6","8","25.9","24.8",
"3117","의왕시","2021. 1/2","59.4","36.9","22.5","5.9","29.3","24.3",
"3118","하남시","2013. 1/2","68.7","45.5","23.1","5","39.7","24",
"3118","하남시","2013. 2/2","59.2","40.7","18.5","4.9","32.1","22.2",
"3118","하남시","2014. 1/2","59.9","41","18.9","5.1","34.1","20.7",
"3118","하남시","2014. 2/2","68.9","46.3","22.6","5.1","37.9","25.9",
"3118","하남시","2015. 1/2","75.5","51.3","24.2","7.7","40.9","26.9",
"3118","하남시","2015. 2/2","77.9","50.6","27.2","7.6","42.4","27.8",
"3118","하남시","2016. 1/2","79.1","51.5","27.6","7.8","42.1","29.2",
"3118","하남시","2016. 2/2","91.1","57.7","33.4","10","48.3","32.9",
"3118","하남시","2017. 1/2","100.8","63.1","37.7","13.3","52.6","34.8",
"3118","하남시","2017. 2/2","97","62.3","34.7","10.4","43.4","43.3",
"3118","하남시","2018. 1/2","106.4","69.3","37.1","12.3","44.9","49.2",
"3118","하남시","2018. 2/2","106.7","65.9","40.8","13.4","44.4","48.9",
"3118","하남시","2019. 1/2","112.8","73","39.7","14.9","48.7","49.2",
"3118","하남시","2019. 2/2","111.7","69.6","42.1","15.6","48.7","47.5",
"3118","하남시","2020. 1/2","119","71.9","47.1","18","52","49.1",
"3118","하남시","2020. 2/2","123.5","76.6","46.9","14.7","56.7","52.1",
"3118","하남시","2021. 1/2","135.5","80.9","54.6","18.8","63.7","53",
"3119","용인시","2013. 1/2","318","194","124","53.8","177.2","87",
"3119","용인시","2013. 2/2","325.4","191.7","133.7","55.2","183.4","86.8",
"3119","용인시","2014. 1/2","329.3","198.1","131.2","51.7","179","98.6",
"3119","용인시","2014. 2/2","332.9","192.3","140.5","51.7","174.8","106.4",
"3119","용인시","2015. 1/2","344.7","204.2","140.5","52.4","183.2","109.1",
"3119","용인시","2015. 2/2","354.4","207","147.4","53.8","182.7","117.8",
"3119","용인시","2016. 1/2","343.8","198.3","145.5","55.2","179.2","109.3",
"3119","용인시","2016. 2/2","336.1","192.5","143.6","51.1","177.6","107.5",
"3119","용인시","2017. 1/2","343.3","194.9","148.5","51.7","176.3","115.3",
"3119","용인시","2017. 2/2","336.2","201.9","134.2","51.3","168.6","116.3",
"3119","용인시","2018. 1/2","339.6","200","139.6","48.4","169.4","121.8",
"3119","용인시","2018. 2/2","355.3","201.4","153.9","53.8","180.7","120.7",
"3119","용인시","2019. 1/2","358.7","202.5","156.2","55.5","177.7","125.4",
"3119","용인시","2019. 2/2","365.1","208.7","156.4","56.5","170.2","138.4",
"3119","용인시","2020. 1/2","358.8","208.2","150.6","55.6","168.4","134.9",
"3119","용인시","2020. 2/2","361.4","207.5","153.9","53.4","166.9","141.1",
"3119","용인시","2021. 1/2","398","233","165.1","58.4","188.6","151",
"3120","파주시","2013. 1/2","191.9","121.9","70","27.4","100.6","63.9",
"3120","파주시","2013. 2/2","196.2","124","72.1","28.5","101.9","65.8",
"3120","파주시","2014. 1/2","200.1","127.2","73","27.8","103.8","68.6",
"3120","파주시","2014. 2/2","206.4","131.4","75","29.6","105.4","71.3",
"3120","파주시","2015. 1/2","204.3","127.8","76.4","24.8","110.8","68.7",
"3120","파주시","2015. 2/2","205.2","127.7","77.5","27.6","107","70.6",
"3120","파주시","2016. 1/2","207.9","128.7","79.2","28.2","106.7","73",
"3120","파주시","2016. 2/2","220.3","134","86.2","29.9","109.6","80.8",
"3120","파주시","2017. 1/2","222.8","141.1","81.7","29.3","118.3","75.3",
"3120","파주시","2017. 2/2","215.2","134.6","80.5","27","108.2","79.9",
"3120","파주시","2018. 1/2","221.7","144.9","76.8","28.5","112.1","81.1",
"3120","파주시","2018. 2/2","226.6","141.5","85.1","27","112.6","87",
"3120","파주시","2019. 1/2","219.9","140.8","79","25.9","110.5","83.5",
"3120","파주시","2019. 2/2","232.4","148.5","84","26.6","116.2","89.6",
"3120","파주시","2020. 1/2","224.7","143.7","80.9","24.6","113.1","86.9",
"3120","파주시","2020. 2/2","230.1","143.4","86.7","23.9","112.7","93.5",
"3120","파주시","2021. 1/2","237.5","147.5","90.1","23.7","116.5","97.3",
"3121","이천시","2013. 1/2","112.7","69.5","43.2","19.5","56.8","36.4",
"3121","이천시","2013. 2/2","121.3","74.5","46.8","22.1","60","39.2",
"3121","이천시","2014. 1/2","125","76.4","48.6","23.9","63.3","37.7",
"3121","이천시","2014. 2/2","129.3","79.7","49.6","21.8","66.4","41.1",
"3121","이천시","2015. 1/2","129","81.9","47.2","20.4","65.1","43.5",
"3121","이천시","2015. 2/2","129.9","81.9","48","21.4","64.3","44.1",
"3121","이천시","2016. 1/2","133.1","86","47.2","22.3","65.7","45.1",
"3121","이천시","2016. 2/2","135.2","82.7","52.5","23.6","62.7","48.8",
"3121","이천시","2017. 1/2","132.3","82.6","49.7","22.3","63.4","46.6",
"3121","이천시","2017. 2/2","144.1","92.8","51.3","22.3","70.6","51.3",
"3121","이천시","2018. 1/2","147.5","93.2","54.4","23.1","71.7","52.7",
"3121","이천시","2018. 2/2","149.2","95","54.2","23.5","72.3","53.5",
"3121","이천시","2019. 1/2","153.2","97.8","55.4","24.1","74.4","54.7",
"3121","이천시","2019. 2/2","153.2","96.8","56.4","24.1","74","55.1",
"3121","이천시","2020. 1/2","145.8","91.2","54.6","22.7","68.6","54.5",
"3121","이천시","2020. 2/2","150.8","96.2","54.7","23","69.9","57.9",
"3121","이천시","2021. 1/2","158.5","99.1","59.4","24.9","73.1","60.5",
"3122","안성시","2013. 1/2","105.8","66","39.8","13.2","53.3","39.3",
"3122","안성시","2013. 2/2","110.7","70.2","40.5","15.1","53.4","42.2",
"3122","안성시","2014. 1/2","108.3","67.9","40.4","13.2","53.3","41.9",
"3122","안성시","2014. 2/2","110.9","69.4","41.5","16.1","49.4","45.4",
"3122","안성시","2015. 1/2","109.1","69.2","39.9","16.2","49.7","43.2",
"3122","안성시","2015. 2/2","111.8","70.7","41.1","17.2","49.9","44.6",
"3122","안성시","2016. 1/2","110.6","69.3","41.4","15.4","49.4","45.9",
"3122","안성시","2016. 2/2","111.4","69.5","41.8","16.2","49.2","46",
"3122","안성시","2017. 1/2","107.9","69.4","38.5","14.4","47.3","46.3",
"3122","안성시","2017. 2/2","116.4","72.4","44","15","52.8","48.5",
"3122","안성시","2018. 1/2","115.4","71.5","43.9","15.4","51.8","48.2",
"3122","안성시","2018. 2/2","112.8","68.9","43.8","17.7","48.7","46.3",
"3122","안성시","2019. 1/2","120.2","75.7","44.5","16.9","55.9","47.4",
"3122","안성시","2019. 2/2","121.6","76.5","45.1","16.6","54","51",
"3122","안성시","2020. 1/2","120.7","77","43.7","15.4","54.3","51",
"3122","안성시","2020. 2/2","126.4","77.5","48.9","17.9","54.1","54.5",
"3122","안성시","2021. 1/2","128.6","80.3","48.3","18","53.9","56.7",
"3123","김포시","2013. 1/2","158.7","102.5","56.1","15","84.5","59.2",
"3123","김포시","2013. 2/2","168.7","108.1","60.6","16.7","86.2","65.8",
"3123","김포시","2014. 1/2","165.4","107.3","58.1","16.9","80.3","68.2",
"3123","김포시","2014. 2/2","173.7","113.6","60.1","20.5","83.9","69.3",
"3123","김포시","2015. 1/2","174.1","113.1","60.9","19.7","88.4","66",
"3123","김포시","2015. 2/2","181.3","120","61.3","18.1","92.7","70.6",
"3123","김포시","2016. 1/2","183.4","119.5","63.8","18","94.9","70.4",
"3123","김포시","2016. 2/2","177.6","117.4","60.3","20.1","86.6","70.9",
"3123","김포시","2017. 1/2","189.8","120","69.8","24.1","92.2","73.4",
"3123","김포시","2017. 2/2","182.6","120.5","62.1","19.9","90.2","72.5",
"3123","김포시","2018. 1/2","196.6","131.3","65.3","21.6","96","78.9",
"3123","김포시","2018. 2/2","204.7","133.8","70.9","23.3","98","83.5",
"3123","김포시","2019. 1/2","213.8","136.7","77.1","24.7","102.6","86.5",
"3123","김포시","2019. 2/2","210.1","135.4","74.7","22.3","98.3","89.5",
"3123","김포시","2020. 1/2","206","131.5","74.6","19.8","101.2","85",
"3123","김포시","2020. 2/2","211.4","132.1","79.3","20.8","100.6","90",
"3123","김포시","2021. 1/2","222.2","135","87.3","21.6","104","96.7",
"3124","화성시","2013. 1/2","354","250.8","103.1","52.1","203.7","98.2",
"3124","화성시","2013. 2/2","364.5","261.6","102.9","54.8","209.1","100.5",
"3124","화성시","2014. 1/2","366.3","262.2","104.1","57.1","204.5","104.7",
"3124","화성시","2014. 2/2","374.5","265.1","109.5","48.8","218.4","107.4",
"3124","화성시","2015. 1/2","377.5","266.4","111.1","52.9","216.1","108.5",
"3124","화성시","2015. 2/2","382.7","272.4","110.3","52.4","218","112.3",
"3124","화성시","2016. 1/2","400.7","280.4","120.3","57.4","224.7","118.7",
"3124","화성시","2016. 2/2","417.4","294","123.3","56.7","233.8","126.9",
"3124","화성시","2017. 1/2","440.4","312.8","127.6","63.9","243.6","132.9",
"3124","화성시","2017. 2/2","463.9","326","137.9","64.8","259.5","139.7",
"3124","화성시","2018. 1/2","490.2","338","152.1","72.2","260.7","157.3",
"3124","화성시","2018. 2/2","496.8","339","157.8","71.4","269.4","156",
"3124","화성시","2019. 1/2","520.4","357.5","162.9","80.5","275.7","164.1",
"3124","화성시","2019. 2/2","537.3","374.2","163.1","80.6","287.2","169.5",
"3124","화성시","2020. 1/2","531.6","363.2","168.4","81.5","271.6","178.6",
"3124","화성시","2020. 2/2","539.7","366.4","173.2","80","279.4","180.2",
"3124","화성시","2021. 1/2","556.9","381.3","175.6","84.1","282.3","190.4",
"3125","광주시","2013. 1/2","136.2","88.3","47.9","14.9","76.4","44.9",
"3125","광주시","2013. 2/2","138.6","92.3","46.2","11.5","78.5","48.6",
"3125","광주시","2014. 1/2","134.2","89.7","44.5","13.2","74.5","46.5",
"3125","광주시","2014. 2/2","141.1","94.9","46.3","15.2","77.7","48.2",
"3125","광주시","2015. 1/2","138.2","91.9","46.3","13.4","75","49.8",
"3125","광주시","2015. 2/2","144.1","94.9","49.2","15.1","76","53",
"3125","광주시","2016. 1/2","150","100.5","49.5","17.3","77.9","54.8",
"3125","광주시","2016. 2/2","151.8","101","50.8","18.5","76.2","57.2",
"3125","광주시","2017. 1/2","155.4","103.2","52.3","20","78","57.5",
"3125","광주시","2017. 2/2","167","109.9","57.1","18.5","82.5","66",
"3125","광주시","2018. 1/2","167.5","107.9","59.6","17.9","81.6","68.1",
"3125","광주시","2018. 2/2","169","110.1","59","16.6","80.1","72.3",
"3125","광주시","2019. 1/2","170.4","111.2","59.2","19.5","81.2","69.6",
"3125","광주시","2019. 2/2","177.1","114.7","62.4","18.4","83.3","75.3",
"3125","광주시","2020. 1/2","175.4","111.6","63.8","20.5","81.4","73.5",
"3125","광주시","2020. 2/2","182.8","116.8","66","20.1","79","83.7",
"3125","광주시","2021. 1/2","183.1","116.4","66.8","22.3","76.9","83.9",
"3126","양주시","2013. 1/2","86.2","56.1","30.1","8.7","45.2","32.3",
"3126","양주시","2013. 2/2","88.8","58.8","30","7.9","46.1","34.8",
"3126","양주시","2014. 1/2","86.7","56.8","29.9","8.7","45.3","32.8",
"3126","양주시","2014. 2/2","84.5","54.8","29.7","9.3","43.7","31.6",
"3126","양주시","2015. 1/2","87.4","57.8","29.6","10.8","42.4","34.2",
"3126","양주시","2015. 2/2","91.3","59.9","31.4","11.7","43.3","36.3",
"3126","양주시","2016. 1/2","91","60","31","9.8","42.5","38.7",
"3126","양주시","2016. 2/2","93.6","59.7","34","10.5","41.5","41.6",
"3126","양주시","2017. 1/2","94.2","59.9","34.3","9.5","42","42.7",
"3126","양주시","2017. 2/2","95.4","59","36.4","10.6","42.2","42.6",
"3126","양주시","2018. 1/2","97.1","59.4","37.7","9.6","43.1","44.4",
"3126","양주시","2018. 2/2","103.7","64.6","39.1","10.2","42.7","50.7",
"3126","양주시","2019. 1/2","109.9","66.6","43.3","12.8","46","51.2",
"3126","양주시","2019. 2/2","111.4","69.4","42","11.9","45.4","54.1",
"3126","양주시","2020. 1/2","106.6","67.4","39.2","11.6","42.6","52.4",
"3126","양주시","2020. 2/2","109.8","68.7","41.1","10.8","46","53",
"3126","양주시","2021. 1/2","114","73.2","40.8","13","43.9","57",
"3127","포천시","2013. 1/2","104","69.5","34.5","11.4","50.6","42.1",
"3127","포천시","2013. 2/2","106.6","70.8","35.7","11.5","51.3","43.8",
"3127","포천시","2014. 1/2","112.5","73","39.5","13.5","53.4","45.6",
"3127","포천시","2014. 2/2","107.5","72","35.6","12.9","51.5","43.1",
"3127","포천시","2015. 1/2","108.7","74.1","34.6","13","49.3","46.4",
"3127","포천시","2015. 2/2","106.5","70.6","35.9","13.9","46","46.7",
"3127","포천시","2016. 1/2","105.4","71.8","33.5","12.8","45.4","47.1",
"3127","포천시","2016. 2/2","112.8","75.8","37","14.7","46.6","51.5",
"3127","포천시","2017. 1/2","113.4","76.5","37","13.1","47.5","52.9",
"3127","포천시","2017. 2/2","106.8","70.3","36.5","11.6","48.1","47.1",
"3127","포천시","2018. 1/2","113.1","74.9","38.2","13.7","46.8","52.7",
"3127","포천시","2018. 2/2","113.2","74.8","38.4","14.6","45.1","53.5",
"3127","포천시","2019. 1/2","110.2","71.8","38.4","14.3","42.8","53.2",
"3127","포천시","2019. 2/2","112.8","73.5","39.2","15.2","42.7","54.8",
"3127","포천시","2020. 1/2","103.3","66.4","36.9","12.5","40.6","50.2",
"3127","포천시","2020. 2/2","108","69.9","38.1","12.8","41.7","53.5",
"3127","포천시","2021. 1/2","117.5","75","42.5","13.9","44.9","58.7",
"3128","여주시","2013. 2/2","58.3","36.2","22.1","6.4","27","24.8",
"3128","여주시","2014. 1/2","56.4","34.5","21.8","7.1","26.8","22.5",
"3128","여주시","2014. 2/2","57.6","36.6","21","6.7","25.6","25.3",
"3128","여주시","2015. 1/2","55.6","34.5","21.1","7","24.6","24",
"3128","여주시","2015. 2/2","60.4","37.8","22.6","6.5","25.7","28.2",
"3128","여주시","2016. 1/2","61.4","37.6","23.8","7.8","24.7","28.9",
"3128","여주시","2016. 2/2","59.2","36.8","22.5","6.5","24.6","28.2",
"3128","여주시","2017. 1/2","58.3","35.6","22.6","6.5","23.8","28",
"3128","여주시","2017. 2/2","58.2","36.6","21.6","6","23.2","29",
"3128","여주시","2018. 1/2","60.2","37.4","22.8","6.1","23.4","30.7",
"3128","여주시","2018. 2/2","60.5","37.2","23.3","6.7","24.2","29.7",
"3128","여주시","2019. 1/2","60.5","38.8","21.8","6","24.4","30.1",
"3128","여주시","2019. 2/2","63.5","40.1","23.3","7.1","24.4","31.9",
"3128","여주시","2020. 1/2","61.1","38.8","22.3","6.4","23.5","31.1",
"3128","여주시","2020. 2/2","67.6","41.6","26","9.7","24.1","33.7",
"3128","여주시","2021. 1/2","67.7","43.3","24.5","8.5","24.9","34.3",
"3132","여주군","2013. 1/2","58.5","34.8","23.8","7.5","26.2","24.8",
"3132","여주군","2017. 1/2","","","","","","",
"3132","여주군","2020. 2/2","","","","","","",
"3135","연천군","2013. 1/2","22.1","14.1","8","2.1","8.2","11.8",
"3135","연천군","2013. 2/2","23.6","15","8.6","2.1","9.7","11.9",
"3135","연천군","2014. 1/2","24","15.2","8.9","2.1","10.4","11.6",
"3135","연천군","2014. 2/2","23.8","15.1","8.6","1.8","10.1","11.9",
"3135","연천군","2015. 1/2","23.1","14.5","8.7","1.8","9","12.4",
"3135","연천군","2015. 2/2","21","13","8.1","1.3","7.9","11.7",
"3135","연천군","2016. 1/2","21.7","13.4","8.3","1.4","8.9","11.5",
"3135","연천군","2016. 2/2","23","14.3","8.7","1.6","8.9","12.6",
"3135","연천군","2017. 1/2","22.1","13.5","8.6","1.9","7.5","12.7",
"3135","연천군","2017. 2/2","25.2","15.3","9.9","2.2","9.1","13.9",
"3135","연천군","2018. 1/2","23.2","14.7","8.5","2.4","8","12.8",
"3135","연천군","2018. 2/2","23.7","14.4","9.3","2.4","7.6","13.7",
"3135","연천군","2019. 1/2","25.2","16","9.2","2.1","8.7","14.4",
"3135","연천군","2019. 2/2","24.9","15.4","9.6","2.2","8","14.7",
"3135","연천군","2020. 1/2","23.8","14.6","9.2","1.8","8.2","13.8",
"3135","연천군","2020. 2/2","24.1","14.6","9.5","2.5","8","13.6",
"3135","연천군","2021. 1/2","24.4","14.7","9.7","2.3","8","14.1",
"3137","가평군","2013. 1/2","34.3","20.1","14.1","2.8","14.1","17.4",
"3137","가평군","2013. 2/2","36.4","21.7","14.7","3.3","13.9","19.2",
"3137","가평군","2014. 1/2","34.6","21.1","13.5","2.5","12.7","19.4",
"3137","가평군","2014. 2/2","38.8","23.3","15.5","2.4","16.6","19.8",
"3137","가평군","2015. 1/2","36.2","21","15.1","2.6","14.2","19.3",
"3137","가평군","2015. 2/2","34.6","19.4","15.2","2.5","14.8","17.4",
"3137","가평군","2016. 1/2","34.2","18.9","15.3","2.1","14.5","17.7",
"3137","가평군","2016. 2/2","33.5","18.7","14.8","3","13","17.5",
"3137","가평군","2017. 1/2","32.4","19.2","13.1","2.7","11.3","18.3",
"3137","가평군","2017. 2/2","30.1","16.5","13.6","2.5","10.9","16.7",
"3137","가평군","2018. 1/2","33.3","19.7","13.7","2","12.8","18.5",
"3137","가평군","2018. 2/2","34.9","20.7","14.2","2.2","12.8","19.9",
"3137","가평군","2019. 1/2","34.6","20","14.6","2","12.8","19.8",
"3137","가평군","2019. 2/2","35.4","20.7","14.7","1.6","13.5","20.4",
"3137","가평군","2020. 1/2","34.7","19.4","15.3","1.8","13","20",
"3137","가평군","2020. 2/2","35.4","20.4","15","1.7","12.7","21",
"3137","가평군","2021. 1/2","34.5","20.2","14.3","2.3","11.1","21.1",
"3138","양평군","2013. 1/2","44.3","26.3","18.1","3.4","17.6","23.4",
"3138","양평군","2013. 2/2","45","26.4","18.6","3.4","17.5","24.1",
"3138","양평군","2014. 1/2","44.5","26.5","17.9","3.8","18.3","22.4",
"3138","양평군","2014. 2/2","49.5","28.5","21","4","18.7","26.8",
"3138","양평군","2015. 1/2","50.1","30","20","3.9","18.9","27.2",
"3138","양평군","2015. 2/2","50.2","31.1","19.1","3.7","18.7","27.8",
"3138","양평군","2016. 1/2","53.3","33.9","19.4","4.2","19.3","29.8",
"3138","양평군","2016. 2/2","50","30.2","19.8","4.2","17.7","28.1",
"3138","양평군","2017. 1/2","52","31.7","20.2","4.1","19","28.8",
